Age,Gender,Occupations,Weight,Education,Choosed
9,male,chef,69,master,no
67,male,chef,61,junior high,no
51,female,programmer,45,university,no
13,female,neet,40,senior high,yes
13,female,teacher,42,junior high,yes
73,female,student,50,master,no
59,male,student,45,senior high,no
65,female,neet,96,doctor,no
10,female,chef,65,primary,no
0,female,teacher,47,primary,no
78,third,engineer,71,master,no
38,third,scientest,68,master,yes
92,third,neet,63,primary,no
7,male,chef,89,senior high,no
70,male,chef,51,senior high,no
61,third,chef,76,master,no
72,third,neet,94,senior high,no
7,male,student,94,junior high,no
8,third,programmer,47,senior high,no
67,male,programmer,37,junior high,no
32,male,neet,43,university,no
34,male,chef,73,primary,yes
25,male,chef,67,junior high,yes
25,male,student,66,primary,no
96,third,engineer,38,primary,no
50,male,programmer,75,junior high,no
33,female,scientest,92,primary,yes
88,third,scientest,36,primary,no
68,male,salesman,50,doctor,no
65,third,engineer,56,doctor,no
47,female,programmer,43,university,no
29,male,student,76,primary,yes
51,male,programmer,88,primary,no
75,female,salesman,73,junior high,no
25,male,singer,66,senior high,no
82,male,scientest,43,junior high,no
33,female,singer,79,primary,yes
53,female,neet,49,junior high,no
5,female,teacher,57,doctor,no
1,third,engineer,36,senior high,no
76,third,student,47,master,no
46,male,salesman,73,senior high,no
50,female,neet,46,university,no
51,male,programmer,75,university,no
64,third,neet,90,senior high,no
34,third,singer,95,senior high,no
6,third,singer,39,doctor,no
62,male,engineer,82,junior high,no
11,third,teacher,52,primary,no
44,male,programmer,46,university,no
11,male,teacher,49,master,yes
27,female,student,49,university,yes
64,female,salesman,35,junior high,no
10,male,teacher,55,primary,no
2,male,scientest,88,primary,no
76,third,student,43,master,no
24,third,singer,73,senior high,no
58,female,student,93,primary,no
58,third,programmer,88,university,no
30,third,programmer,66,master,yes
86,third,neet,81,senior high,no
84,male,student,54,senior high,no
64,third,neet,55,junior high,no
76,male,singer,51,senior high,no
87,male,scientest,38,junior high,no
74,female,chef,94,university,no
61,female,programmer,82,university,no
9,third,teacher,60,university,no
36,third,engineer,37,university,no
28,third,singer,61,primary,no
30,third,chef,89,senior high,yes
12,male,engineer,86,university,no
96,third,teacher,58,university,no
88,male,singer,39,junior high,no
73,male,student,88,primary,no
61,female,teacher,86,master,no
7,female,chef,68,master,no
58,female,engineer,64,master,no
72,third,salesman,98,doctor,no
44,male,programmer,61,senior high,no
89,female,programmer,44,master,no
35,third,programmer,51,university,no
4,third,programmer,71,junior high,no
78,female,chef,60,master,no
80,third,teacher,39,senior high,no
7,male,teacher,66,junior high,no
29,male,programmer,52,doctor,yes
4,male,scientest,99,senior high,no
92,male,neet,39,university,no
30,third,student,89,master,no
41,female,scientest,50,doctor,yes
28,male,salesman,85,university,no
66,male,programmer,85,doctor,no
82,male,salesman,37,senior high,no
73,male,salesman,51,primary,no
53,third,salesman,71,doctor,no
20,male,engineer,37,university,no
51,male,chef,86,primary,no
23,male,salesman,57,junior high,no
65,female,programmer,72,master,no
45,male,student,89,junior high,no
35,male,salesman,61,university,no
41,third,salesman,77,senior high,no
67,third,engineer,54,university,no
18,female,teacher,39,primary,no
9,third,salesman,64,junior high,no
70,male,chef,62,junior high,no
39,male,neet,49,university,no
72,male,neet,70,university,no
31,male,singer,39,university,yes
67,male,chef,65,junior high,no
62,female,salesman,43,university,no
56,third,neet,61,master,no
93,third,student,77,doctor,no
62,third,neet,91,junior high,no
40,third,scientest,45,doctor,yes
72,female,neet,81,master,no
97,female,teacher,58,senior high,no
69,female,programmer,71,master,no
39,third,singer,72,junior high,no
90,third,teacher,79,junior high,no
73,female,scientest,63,junior high,no
45,female,student,68,master,no
17,male,student,80,primary,no
63,female,singer,97,junior high,no
43,male,neet,54,primary,no
62,male,teacher,78,senior high,no
47,female,scientest,52,junior high,no
72,female,student,94,primary,no
81,female,programmer,44,senior high,no
94,female,salesman,57,junior high,no
69,third,neet,44,doctor,no
20,female,scientest,39,master,no
90,male,singer,90,senior high,no
85,third,teacher,80,university,no
82,third,salesman,74,university,no
51,third,engineer,87,doctor,no
53,female,student,46,senior high,no
12,male,singer,58,junior high,no
10,third,engineer,61,junior high,no
10,third,programmer,64,primary,no
14,female,student,56,university,no
66,male,programmer,92,university,no
7,female,engineer,94,doctor,no
32,female,scientest,86,primary,no
0,third,salesman,36,junior high,no
34,female,singer,51,doctor,no
60,male,teacher,75,university,no
90,male,chef,84,doctor,no
4,third,scientest,38,university,no
38,male,student,51,master,no
75,third,scientest,75,doctor,no
54,third,engineer,48,master,no
58,female,student,71,doctor,no
82,female,singer,55,doctor,no
54,male,salesman,98,primary,no
92,female,chef,80,senior high,no
34,third,chef,55,primary,yes
26,male,neet,61,university,no
6,male,salesman,35,doctor,no
82,male,scientest,74,junior high,no
25,female,salesman,97,doctor,no
22,female,student,55,junior high,yes
36,female,teacher,78,junior high,yes
80,male,engineer,96,master,no
50,third,salesman,77,senior high,no
54,male,student,97,master,no
51,female,singer,39,senior high,no
9,male,programmer,87,university,no
74,third,singer,84,doctor,no
94,female,neet,91,senior high,no
39,third,salesman,60,master,yes
36,male,student,91,master,no
8,female,programmer,37,master,no
61,male,student,58,university,no
98,third,chef,79,junior high,no
87,female,engineer,69,doctor,no
4,male,programmer,36,senior high,no
78,female,chef,62,junior high,no
97,male,engineer,68,senior high,no
47,male,salesman,57,senior high,no
39,male,neet,39,university,no
50,female,singer,65,doctor,no
2,male,chef,52,primary,no
19,third,singer,47,primary,yes
55,third,chef,81,primary,no
78,female,teacher,62,primary,no
72,male,salesman,54,primary,no
84,female,neet,49,primary,no
83,third,neet,52,primary,no
48,female,singer,87,master,no
6,third,salesman,77,master,no
51,male,neet,62,senior high,no
81,female,student,58,university,no
96,third,scientest,48,senior high,no
57,male,engineer,91,doctor,no
58,male,teacher,97,doctor,no
33,female,student,52,primary,yes
97,third,engineer,65,doctor,no
52,female,programmer,58,senior high,no
52,third,scientest,62,university,no
42,male,scientest,45,primary,no
53,male,salesman,42,university,no
45,male,teacher,45,primary,no
1,male,programmer,84,senior high,no
10,female,singer,69,senior high,no
2,female,teacher,98,senior high,no
37,male,singer,79,junior high,no
77,third,teacher,66,master,no
14,female,student,64,senior high,no
55,third,student,91,university,no
63,female,engineer,60,master,no
29,third,teacher,48,university,no
52,third,programmer,69,senior high,no
61,third,neet,97,master,no
32,female,teacher,75,doctor,no
55,male,singer,72,doctor,no
74,female,engineer,66,master,no
81,female,teacher,93,primary,no
81,third,neet,66,university,no
10,third,student,85,primary,no
85,third,singer,47,senior high,no
9,third,engineer,78,junior high,no
46,female,programmer,50,primary,no
5,third,chef,35,master,no
80,third,scientest,47,primary,no
65,third,neet,67,senior high,no
70,female,scientest,59,primary,no
36,female,teacher,70,doctor,no
65,third,programmer,73,doctor,no
14,third,neet,95,master,no
48,third,teacher,92,junior high,no
6,male,programmer,35,senior high,no
37,female,salesman,41,junior high,yes
89,third,neet,57,university,no
31,female,scientest,76,junior high,no
3,male,singer,62,doctor,no
90,third,neet,63,junior high,no
42,third,programmer,63,primary,no
91,third,singer,96,master,no
51,female,engineer,50,junior high,no
37,third,student,42,doctor,no
14,third,chef,41,primary,no
96,third,teacher,77,primary,no
78,female,teacher,44,junior high,no
91,third,teacher,92,doctor,no
97,male,programmer,65,university,no
22,third,singer,66,primary,no
46,female,neet,66,university,no
14,male,salesman,55,doctor,no
40,third,programmer,71,junior high,no
7,female,scientest,76,doctor,no
72,third,chef,48,master,no
97,third,teacher,41,master,no
96,female,engineer,64,primary,no
93,female,student,77,senior high,no
19,female,salesman,94,doctor,no
22,female,salesman,84,senior high,no
22,male,teacher,96,doctor,no
47,male,teacher,86,primary,no
25,male,neet,65,senior high,no
40,female,salesman,66,doctor,no
18,male,chef,60,junior high,yes
34,third,scientest,88,primary,yes
49,female,singer,46,primary,no
2,male,singer,95,primary,no
35,third,salesman,92,senior high,no
21,third,singer,98,master,no
27,male,salesman,49,master,no
6,male,teacher,71,primary,no
68,third,salesman,56,university,no
99,third,programmer,54,primary,no
14,male,engineer,36,doctor,no
43,third,scientest,64,master,yes
8,male,programmer,72,master,no
36,male,salesman,82,doctor,no
96,female,chef,57,junior high,no
34,female,salesman,44,junior high,yes
53,male,programmer,62,junior high,no
24,third,programmer,35,senior high,no
28,female,student,43,primary,yes
70,third,teacher,37,master,no
33,male,singer,54,university,yes
34,third,scientest,77,primary,no
63,third,engineer,58,master,no
81,male,teacher,44,university,no
23,third,programmer,73,senior high,yes
30,female,teacher,46,doctor,no
9,third,salesman,92,doctor,no
78,male,engineer,39,university,no
28,male,engineer,99,master,yes
92,male,scientest,81,primary,no
30,male,teacher,55,university,no
34,female,chef,88,junior high,yes
66,male,scientest,70,master,no
87,third,scientest,67,senior high,no
61,male,student,50,master,no
99,male,salesman,35,primary,no
91,male,programmer,35,university,no
24,third,student,38,primary,yes
65,third,engineer,73,primary,no
8,female,chef,65,university,no
28,female,programmer,95,university,no
43,female,programmer,40,junior high,no
11,female,neet,62,doctor,no
9,male,student,93,doctor,no
77,male,teacher,83,master,no
53,female,chef,43,master,no
20,third,scientest,97,junior high,no
39,male,programmer,79,primary,no
99,third,neet,77,junior high,no
91,male,teacher,89,senior high,no
20,female,salesman,60,junior high,no
30,female,programmer,58,master,yes
20,third,chef,59,university,yes
26,third,neet,97,primary,no
20,third,singer,46,university,no
55,third,scientest,46,university,no
4,female,programmer,81,senior high,no
85,third,student,53,university,no
87,male,singer,51,senior high,no
56,female,chef,93,master,no
34,female,scientest,39,master,yes
96,third,salesman,38,senior high,no
82,female,programmer,70,university,no
61,third,singer,36,master,no
86,male,chef,86,doctor,no
71,female,scientest,86,junior high,no
29,female,programmer,88,junior high,no
97,male,student,61,junior high,no
62,female,chef,43,doctor,no
5,female,scientest,64,junior high,no
94,female,scientest,71,primary,no
59,third,scientest,78,master,no
1,third,scientest,93,master,no
7,third,chef,59,primary,no
32,female,singer,94,junior high,no
75,female,engineer,96,doctor,no
13,female,student,73,primary,no
88,male,teacher,39,senior high,no
70,female,neet,98,primary,no
49,third,teacher,83,master,no
77,female,student,83,doctor,no
94,male,engineer,48,doctor,no
35,female,student,75,senior high,yes
87,female,chef,72,university,no
60,male,salesman,50,master,no
79,male,salesman,37,senior high,no
17,male,scientest,42,master,no
32,third,programmer,50,primary,no
40,third,student,52,master,no
40,third,neet,36,junior high,no
81,male,scientest,54,junior high,no
26,third,chef,58,university,yes
47,female,student,52,master,no
89,female,salesman,60,primary,no
51,male,programmer,58,doctor,no
36,female,engineer,42,doctor,yes
89,female,neet,68,primary,no
31,female,neet,84,primary,no
50,female,salesman,64,doctor,no
67,male,scientest,78,junior high,no
85,third,chef,36,doctor,no
9,third,scientest,35,doctor,no
34,male,chef,52,university,yes
68,third,singer,76,junior high,no
78,third,neet,72,junior high,no
19,male,neet,47,university,no
95,female,programmer,81,master,no
18,male,engineer,84,doctor,no
16,male,neet,62,doctor,no
71,female,neet,64,university,no
58,female,student,72,master,no
26,female,salesman,66,university,yes
95,third,neet,88,doctor,no
42,female,scientest,91,doctor,yes
7,female,teacher,39,master,no
12,male,singer,54,master,no
14,male,singer,71,master,no
3,third,chef,84,master,no
85,male,chef,52,university,no
5,third,programmer,87,master,no
42,third,salesman,75,university,no
93,third,teacher,39,university,no
32,male,salesman,70,primary,yes
14,third,singer,61,junior high,no
64,third,neet,55,senior high,no
47,male,student,67,junior high,no
36,male,chef,36,senior high,yes
30,male,salesman,93,primary,no
17,male,singer,41,primary,no
0,third,engineer,37,master,no
8,female,teacher,65,master,no
59,female,engineer,84,primary,no
83,third,chef,47,senior high,no
89,third,programmer,68,doctor,no
67,male,chef,41,junior high,no
68,female,neet,58,doctor,no
99,male,engineer,37,senior high,no
68,third,salesman,76,junior high,no
21,female,salesman,44,primary,no
94,female,singer,68,master,no
69,female,salesman,75,senior high,no
35,female,singer,50,master,yes
2,female,singer,56,primary,no
65,female,programmer,41,senior high,no
86,male,chef,85,doctor,no
49,female,singer,93,junior high,no
78,male,salesman,90,junior high,no
52,female,chef,52,senior high,no
35,male,student,59,junior high,no
70,male,neet,75,master,no
50,female,scientest,65,primary,no
33,male,scientest,87,university,no
27,female,engineer,76,university,no
10,third,teacher,81,doctor,no
77,male,singer,79,doctor,no
89,third,chef,63,senior high,no
14,male,teacher,68,master,no
28,third,teacher,43,master,no
19,male,student,39,senior high,no
83,male,student,83,primary,no
52,male,salesman,97,university,no
65,male,salesman,67,primary,no
34,third,scientest,58,university,yes
99,third,programmer,53,university,no
19,female,student,43,senior high,no
1,third,salesman,65,university,no
94,third,student,63,university,no
63,male,neet,35,university,no
80,male,chef,75,master,no
42,third,teacher,99,junior high,no
59,male,scientest,60,senior high,no
20,male,programmer,83,junior high,no
41,male,singer,50,master,no
22,female,student,61,senior high,yes
81,female,neet,87,university,no
23,female,salesman,57,junior high,yes
20,third,teacher,53,master,yes
61,female,neet,59,university,no
7,third,teacher,51,senior high,no
51,female,teacher,36,doctor,no
35,female,scientest,55,primary,no
32,third,teacher,94,senior high,no
92,male,programmer,80,primary,no
34,third,student,87,senior high,no
48,third,neet,76,senior high,no
11,female,neet,85,university,no
10,third,engineer,62,master,no
22,male,programmer,64,primary,no
76,male,programmer,65,senior high,no
0,third,engineer,52,junior high,no
12,female,scientest,36,master,yes
28,male,student,67,doctor,no
56,third,scientest,61,primary,no
26,female,singer,50,doctor,no
63,female,engineer,83,doctor,no
1,third,engineer,68,master,no
91,female,engineer,96,junior high,no
64,female,neet,59,primary,no
33,male,scientest,69,doctor,yes
96,female,chef,65,primary,no
93,third,programmer,66,senior high,no
58,male,salesman,95,senior high,no
43,male,programmer,70,master,yes
65,third,teacher,52,doctor,no
54,female,engineer,64,junior high,no
75,male,programmer,63,junior high,no
91,third,teacher,51,university,no
98,male,teacher,52,doctor,no
99,third,student,71,master,no
3,male,singer,99,junior high,no
38,female,scientest,77,senior high,no
13,female,chef,53,master,no
75,female,engineer,91,senior high,no
21,female,neet,80,university,yes
60,female,chef,60,doctor,no
75,male,programmer,50,senior high,no
44,male,scientest,73,junior high,no
71,male,teacher,53,primary,no
39,third,singer,77,junior high,yes
43,third,salesman,67,junior high,no
21,third,engineer,60,junior high,no
59,male,engineer,39,senior high,no
81,third,engineer,79,university,no
70,female,programmer,62,master,no
86,female,singer,84,primary,no
50,third,neet,96,senior high,no
20,female,chef,41,university,yes
54,third,chef,71,senior high,no
73,male,engineer,70,university,no
65,male,programmer,91,primary,no
23,male,engineer,72,primary,no
37,male,chef,58,junior high,yes
83,male,salesman,42,junior high,no
82,third,programmer,42,university,no
42,third,engineer,87,doctor,yes
48,third,student,72,primary,no
50,third,programmer,74,junior high,no
39,third,neet,98,senior high,yes
96,third,engineer,64,university,no
65,third,engineer,98,master,no
62,third,scientest,88,university,no
84,third,teacher,79,junior high,no
85,third,scientest,79,master,no
54,third,salesman,64,master,no
58,female,singer,60,university,no
97,female,salesman,39,master,no
33,third,chef,97,master,yes
59,female,salesman,49,doctor,no
35,third,singer,70,senior high,no
61,third,teacher,97,junior high,no
25,third,salesman,35,master,no
41,male,scientest,80,primary,no
82,male,teacher,57,senior high,no
44,female,chef,42,senior high,yes
59,female,programmer,76,master,no
25,male,chef,59,primary,yes
78,male,engineer,92,doctor,no
78,third,student,55,doctor,no
22,female,engineer,81,master,yes
71,male,singer,49,university,no
18,male,chef,54,master,yes
49,female,chef,84,senior high,yes
32,third,chef,46,university,yes
5,female,chef,90,senior high,no
17,female,engineer,63,university,no
27,female,scientest,40,primary,no
93,male,singer,52,master,no
74,female,student,35,senior high,no
65,third,salesman,81,primary,no
49,male,teacher,51,master,no
52,female,programmer,85,university,no
78,third,neet,88,senior high,no
72,male,scientest,72,doctor,no
35,male,teacher,77,primary,no
83,male,teacher,39,doctor,no
95,male,salesman,39,doctor,no
28,female,singer,95,junior high,no
3,third,engineer,60,doctor,no
13,male,student,76,primary,no
49,male,engineer,86,university,no
55,male,student,85,senior high,no
69,third,chef,85,junior high,no
59,female,programmer,68,senior high,no
54,third,singer,46,university,no
81,female,singer,63,doctor,no
34,third,neet,83,junior high,yes
31,third,scientest,60,primary,yes
44,third,salesman,73,university,no
51,female,scientest,83,doctor,no
6,third,singer,39,senior high,no
60,male,neet,82,master,no
2,female,salesman,90,doctor,no
97,male,singer,89,primary,no
64,female,engineer,65,master,no
84,third,student,77,primary,no
87,female,teacher,76,master,no
12,female,chef,99,primary,no
22,female,student,98,primary,no
58,third,salesman,90,doctor,no
68,male,teacher,80,senior high,no
9,third,programmer,82,senior high,no
67,male,salesman,64,junior high,no
4,third,neet,80,master,no
59,female,scientest,62,university,no
7,female,singer,75,junior high,no
44,third,scientest,96,doctor,yes
58,female,singer,40,senior high,no
34,third,singer,51,junior high,no
36,female,engineer,71,doctor,yes
16,female,student,67,senior high,no
78,female,chef,60,master,no
77,male,teacher,72,master,no
76,third,scientest,59,primary,no
79,third,chef,67,junior high,no
6,female,neet,64,senior high,no
80,female,salesman,61,junior high,no
19,male,student,51,university,no
82,female,engineer,99,primary,no
7,female,programmer,60,junior high,no
5,third,salesman,42,doctor,no
62,third,teacher,54,master,no
79,female,salesman,85,junior high,no
45,third,singer,90,university,no
23,male,teacher,38,junior high,no
20,female,teacher,79,doctor,yes
95,male,student,44,master,no
78,female,scientest,36,master,no
72,third,teacher,50,master,no
57,male,salesman,60,senior high,no
49,female,salesman,97,doctor,no
21,male,chef,55,primary,yes
49,female,student,73,senior high,no
24,male,salesman,37,doctor,no
32,female,student,81,senior high,no
1,male,singer,45,senior high,no
26,male,scientest,49,master,yes
10,third,teacher,36,primary,no
13,third,scientest,39,primary,no
85,third,singer,90,junior high,no
50,third,programmer,52,master,yes
5,third,neet,76,junior high,no
81,male,neet,55,university,no
32,female,salesman,72,junior high,no
29,third,programmer,67,primary,yes
7,female,programmer,60,primary,no
79,male,singer,45,primary,no
81,third,scientest,45,doctor,no
1,female,teacher,51,university,no
39,third,engineer,56,senior high,no
28,female,salesman,66,master,no
82,third,programmer,63,doctor,no
51,third,singer,64,doctor,no
64,female,singer,93,doctor,no
2,third,singer,47,primary,no
7,male,programmer,64,university,no
38,third,engineer,37,university,no
62,female,scientest,61,doctor,no
2,female,scientest,67,university,no
71,male,student,90,university,no
48,female,singer,90,senior high,no
81,third,teacher,37,junior high,no
13,female,teacher,51,master,no
52,male,teacher,49,doctor,no
24,female,singer,91,doctor,yes
79,male,student,77,doctor,no
13,third,salesman,65,senior high,no
52,third,salesman,92,doctor,no
80,male,salesman,93,primary,no
28,male,singer,41,senior high,no
89,third,singer,53,junior high,no
88,female,teacher,86,senior high,no
20,third,chef,53,master,yes
35,female,teacher,93,doctor,no
92,female,student,51,primary,no
39,male,engineer,49,master,yes
1,female,teacher,35,university,no
11,female,engineer,97,senior high,no
63,female,scientest,55,doctor,no
26,third,singer,35,senior high,yes
87,third,programmer,36,doctor,no
86,male,student,83,junior high,no
67,male,engineer,50,doctor,no
93,female,neet,55,university,no
44,third,neet,75,junior high,no
51,male,scientest,52,primary,no
68,female,teacher,35,university,no
79,female,singer,90,master,no
73,female,neet,70,senior high,no
72,third,teacher,70,university,no
64,male,teacher,97,university,no
90,third,scientest,48,primary,no
48,male,engineer,58,doctor,yes
6,female,chef,55,junior high,no
21,female,scientest,35,primary,no
15,male,engineer,39,master,no
17,female,neet,53,university,no
89,male,salesman,43,senior high,no
33,third,scientest,89,university,no
46,male,salesman,71,senior high,no
33,third,engineer,63,junior high,no
93,third,teacher,47,doctor,no
8,female,programmer,69,junior high,no
17,female,student,73,junior high,no
95,female,salesman,89,university,no
92,male,student,63,senior high,no
75,third,scientest,35,senior high,no
65,male,singer,77,primary,no
42,male,neet,78,junior high,no
85,female,student,49,senior high,no
37,male,student,68,primary,no
71,female,singer,97,primary,no
87,male,singer,69,primary,no
80,male,chef,91,university,no
19,male,teacher,46,doctor,yes
11,male,engineer,39,primary,yes
14,female,student,39,primary,yes
77,female,programmer,98,master,no
44,third,neet,80,senior high,no
11,male,student,94,primary,no
60,third,chef,70,university,no
8,third,chef,75,junior high,no
94,female,singer,49,university,no
39,female,salesman,98,junior high,no
52,third,scientest,71,doctor,no
65,male,neet,65,university,no
6,male,programmer,60,doctor,no
77,female,teacher,63,primary,no
22,third,engineer,51,primary,no
1,female,engineer,66,master,no
5,third,student,48,master,no
18,female,programmer,58,university,yes
98,male,programmer,37,university,no
86,female,singer,76,doctor,no
54,female,chef,59,university,no
80,third,neet,65,doctor,no
97,male,neet,35,senior high,no
13,male,scientest,63,university,no
51,third,singer,38,junior high,no
38,third,engineer,78,senior high,no
46,male,scientest,40,junior high,no
43,female,salesman,87,master,no
17,female,singer,46,university,no
3,female,singer,64,university,no
83,male,salesman,37,primary,no
36,female,singer,91,senior high,no
51,female,scientest,90,junior high,no
10,third,programmer,67,master,no
6,male,chef,45,master,no
37,female,salesman,45,master,no
58,male,teacher,67,master,no
41,male,salesman,81,junior high,no
90,male,engineer,72,primary,no
90,third,singer,74,master,no
0,third,neet,68,master,no
9,female,student,55,master,no
28,third,singer,52,doctor,no
8,third,singer,78,university,no
86,male,scientest,58,senior high,no
7,female,neet,88,junior high,no
20,female,chef,52,doctor,yes
72,third,singer,82,university,no
41,male,engineer,37,university,no
77,male,teacher,45,senior high,no
65,third,student,79,primary,no
45,male,chef,75,senior high,yes
83,third,neet,89,primary,no
23,male,salesman,63,primary,no
10,female,neet,57,junior high,no
69,male,chef,63,university,no
53,male,teacher,90,senior high,no
74,male,neet,45,master,no
53,male,neet,50,master,no
87,third,singer,52,primary,no
18,female,salesman,50,doctor,yes
86,male,singer,55,junior high,no
63,third,chef,63,primary,no
15,female,singer,90,doctor,no
64,male,teacher,38,master,no
20,third,neet,92,university,no
43,third,programmer,54,master,yes
24,male,chef,62,master,yes
85,third,scientest,38,senior high,no
37,male,salesman,67,university,yes
98,male,chef,46,junior high,no
56,male,salesman,72,junior high,no
11,male,student,40,university,yes
90,third,neet,46,primary,no
61,female,salesman,92,primary,no
50,third,programmer,63,senior high,no
4,female,neet,42,junior high,no
79,male,teacher,74,junior high,no
40,female,singer,93,junior high,no
90,third,singer,43,senior high,no
5,male,singer,52,doctor,no
54,male,engineer,90,primary,no
95,male,salesman,95,senior high,no
7,female,student,67,senior high,no
71,third,programmer,56,junior high,no
24,female,singer,54,junior high,no
47,female,singer,37,doctor,no
59,male,singer,57,junior high,no
16,third,student,69,junior high,no
26,female,chef,83,senior high,yes
47,female,singer,80,primary,no
57,female,neet,48,master,no
83,male,engineer,89,junior high,no
82,female,engineer,92,senior high,no
53,male,singer,45,master,no
39,male,scientest,46,master,yes
45,female,singer,91,master,no
52,male,chef,95,junior high,no
67,female,scientest,55,master,no
14,female,neet,54,senior high,no
2,male,student,36,master,no
85,male,scientest,84,university,no
53,third,salesman,52,primary,no
55,female,teacher,69,doctor,no
13,female,neet,50,university,no
48,male,engineer,48,university,no
36,third,teacher,89,doctor,yes
63,male,student,44,doctor,no
69,male,teacher,97,junior high,no
74,female,student,99,master,no
16,female,scientest,51,master,no
45,third,neet,63,doctor,no
38,third,salesman,57,doctor,no
93,third,salesman,38,senior high,no
60,third,salesman,63,primary,no
17,third,teacher,99,primary,no
80,female,teacher,99,primary,no
21,third,teacher,79,senior high,yes
98,third,scientest,83,master,no
51,male,scientest,64,university,no
62,female,neet,48,university,no
13,female,teacher,92,senior high,no
10,third,teacher,78,university,no
80,female,chef,96,senior high,no
68,third,singer,84,doctor,no
22,male,engineer,81,doctor,yes
27,female,neet,53,primary,no
15,third,salesman,39,senior high,no
72,female,singer,83,primary,no
15,female,neet,73,senior high,no
83,male,teacher,85,doctor,no
93,female,chef,59,senior high,no
74,male,scientest,36,master,no
78,third,neet,38,doctor,no
99,third,programmer,46,master,no
85,female,salesman,69,university,no
41,third,chef,72,senior high,yes
67,third,chef,90,junior high,no
8,male,chef,63,master,no
74,female,engineer,74,junior high,no
93,male,teacher,98,master,no
42,female,singer,36,senior high,no
69,third,chef,77,doctor,no
42,third,neet,57,master,no
27,male,singer,75,junior high,yes
66,male,salesman,74,junior high,no
51,third,salesman,92,doctor,no
88,male,engineer,53,senior high,no
78,third,chef,88,doctor,no
94,third,chef,96,doctor,no
65,female,teacher,92,junior high,no
38,third,teacher,59,primary,no
13,third,salesman,75,junior high,no
66,male,neet,42,university,no
56,male,engineer,80,primary,no
48,male,salesman,68,university,no
36,female,chef,78,primary,yes
27,third,scientest,79,doctor,yes
32,female,engineer,45,senior high,yes
27,third,scientest,52,master,yes
78,male,chef,44,master,no
91,male,neet,81,senior high,no
18,female,programmer,88,master,no
82,male,singer,41,senior high,no
44,male,singer,69,university,no
4,male,chef,47,master,no
22,third,neet,35,doctor,no
41,male,neet,45,master,no
15,third,neet,44,university,no
72,third,salesman,52,primary,no
60,female,engineer,71,university,no
8,male,engineer,53,university,no
37,third,scientest,72,junior high,no
53,third,programmer,95,university,no
93,third,programmer,50,primary,no
36,male,salesman,91,primary,yes
11,male,singer,82,primary,no
56,female,neet,86,primary,no
84,male,scientest,92,junior high,no
84,male,neet,89,senior high,no
4,female,engineer,58,primary,no
47,female,teacher,95,doctor,no
47,third,scientest,49,master,yes
98,third,teacher,48,doctor,no
15,female,salesman,96,senior high,no
36,female,student,84,senior high,no
65,male,student,81,doctor,no
11,third,chef,44,junior high,no
85,third,teacher,77,senior high,no
44,third,student,63,senior high,no
40,female,scientest,63,junior high,no
31,male,salesman,95,primary,no
25,female,teacher,51,university,no
80,male,teacher,75,primary,no
83,male,teacher,84,master,no
36,third,engineer,83,senior high,yes
1,male,student,98,doctor,no
86,male,chef,36,master,no
40,female,neet,93,university,no
1,third,student,67,senior high,no
51,female,singer,55,master,no
20,female,programmer,48,primary,no
26,third,neet,78,university,no
14,male,student,64,master,no
65,third,scientest,68,master,no
87,third,chef,46,doctor,no
43,female,chef,60,primary,yes
8,male,salesman,63,junior high,no
54,female,programmer,96,master,no
89,third,teacher,70,university,no
60,female,student,91,primary,no
48,female,programmer,56,doctor,yes
94,third,chef,74,primary,no
15,third,engineer,77,primary,no
37,female,teacher,41,junior high,no
27,male,student,75,master,no
36,male,chef,92,university,yes
97,male,scientest,42,master,no
87,female,engineer,71,doctor,no
39,female,chef,96,university,yes
97,third,programmer,91,doctor,no
13,male,salesman,87,senior high,no
50,male,teacher,56,master,no
90,male,scientest,51,university,no
79,third,student,51,senior high,no
60,female,programmer,60,primary,no
42,male,salesman,37,university,no
77,male,scientest,41,senior high,no
31,male,teacher,96,junior high,no
4,female,neet,57,primary,no
55,third,singer,39,master,no
81,third,salesman,72,university,no
47,male,engineer,43,doctor,yes
11,male,programmer,43,primary,yes
99,female,neet,47,junior high,no
76,male,singer,75,master,no
22,third,programmer,85,university,no
82,third,programmer,38,senior high,no
77,female,student,48,junior high,no
92,third,neet,53,doctor,no
51,male,salesman,40,master,no
59,male,engineer,61,senior high,no
82,male,teacher,47,university,no
56,male,chef,99,primary,no
92,male,neet,86,junior high,no
36,male,teacher,48,junior high,no
39,male,salesman,42,junior high,no
91,female,engineer,79,senior high,no
56,male,singer,50,junior high,no
81,female,chef,54,primary,no
32,male,engineer,66,master,yes
88,female,programmer,62,junior high,no
52,male,teacher,36,primary,no
45,male,engineer,89,primary,no
95,third,singer,98,university,no
40,female,programmer,75,master,yes
25,female,chef,75,doctor,yes
38,third,programmer,83,doctor,yes
15,female,singer,38,master,yes
55,male,singer,93,master,no
87,male,salesman,74,junior high,no
55,male,chef,35,doctor,no
2,third,neet,64,primary,no
62,female,scientest,85,junior high,no
13,male,student,41,doctor,no
51,male,singer,38,university,no
53,female,student,75,doctor,no
80,female,singer,98,senior high,no
15,third,neet,62,university,no
93,third,engineer,47,master,no
58,third,engineer,64,junior high,no
64,female,singer,99,senior high,no
65,female,student,67,university,no
85,third,student,36,university,no
