Age,Gender,Occupations,Blood group,Weight,Education,Revenue,Choosed
84,third,student,A,77,primary,35,no
87,female,teacher,AB,76,master,660,no
12,female,chef,B,99,primary,6000,no
22,female,student,A,98,primary,210,no
58,third,salesman,A,90,doctor,8600,no
68,male,teacher,B,80,senior high,96,no
9,third,programmer,O,82,senior high,56,no
67,male,salesman,B,64,junior high,77,no
4,third,neet,O,80,master,16,no
59,female,scientest,A,62,university,1800,no
7,female,singer,O,75,junior high,6500,no
44,third,scientest,AB,96,doctor,2600,yes
58,female,singer,O,40,senior high,80,no
34,third,singer,A,51,junior high,53,no
36,female,engineer,B,71,doctor,70,yes
16,female,student,A,67,senior high,69,no
78,female,chef,B,60,master,32,no
77,male,teacher,O,72,master,230,no
76,third,scientest,B,59,primary,66,no
79,third,chef,O,67,junior high,1000,no
6,female,neet,B,64,senior high,670,no
80,female,salesman,A,61,junior high,150,no
19,male,student,A,51,university,6900,no
82,female,engineer,A,99,primary,73,no
7,female,programmer,B,60,junior high,80,no
5,third,salesman,B,42,doctor,850,no
62,third,teacher,B,54,master,7100,no
79,female,salesman,O,85,junior high,88,no
45,third,singer,A,90,university,30,no
23,male,teacher,B,38,junior high,100,no
20,female,teacher,O,79,doctor,590,yes
95,male,student,B,44,master,640,no
78,female,scientest,AB,36,master,890,no
72,third,teacher,O,50,master,26,no
57,male,salesman,O,60,senior high,57,no
49,female,salesman,B,97,doctor,31,no
21,male,chef,O,55,primary,42,yes
49,female,student,A,73,senior high,470,no
24,male,salesman,AB,37,doctor,8700,no
32,female,student,B,81,senior high,560,no
1,male,singer,A,45,senior high,84,no
26,male,scientest,AB,49,master,110,yes
10,third,teacher,AB,36,primary,5400,no
13,third,scientest,O,39,primary,870,no
85,third,singer,AB,90,junior high,51,no
50,third,programmer,O,52,master,58,yes
5,third,neet,A,76,junior high,67,no
81,male,neet,AB,55,university,85,no
32,female,salesman,A,72,junior high,1,no
29,third,programmer,O,67,primary,6900,yes
7,female,programmer,A,60,primary,790,no
79,male,singer,AB,45,primary,8900,no
81,third,scientest,A,45,doctor,98,no
1,female,teacher,B,51,university,24,no
39,third,engineer,AB,56,senior high,7000,no
28,female,salesman,B,66,master,89,no
82,third,programmer,B,63,doctor,770,no
51,third,singer,A,64,doctor,4200,no
64,female,singer,O,93,doctor,58,no
2,third,singer,A,47,primary,460,no
7,male,programmer,AB,64,university,370,no
38,third,engineer,A,37,university,13,no
62,female,scientest,A,61,doctor,1000,no
2,female,scientest,B,67,university,25,no
71,male,student,O,90,university,2,no
48,female,singer,B,90,senior high,62,no
81,third,teacher,A,37,junior high,3,no
13,female,teacher,AB,51,master,7400,no
52,male,teacher,A,49,doctor,37,no
24,female,singer,O,91,doctor,1600,yes
79,male,student,B,77,doctor,17,no
13,third,salesman,B,65,senior high,7000,no
52,third,salesman,O,92,doctor,47,no
80,male,salesman,AB,93,primary,440,no
28,male,singer,A,41,senior high,2200,no
89,third,singer,AB,53,junior high,5900,no
88,female,teacher,A,86,senior high,59,no
20,third,chef,A,53,master,35,yes
35,female,teacher,B,93,doctor,87,no
92,female,student,B,51,primary,6200,no
39,male,engineer,O,49,master,69,yes
1,female,teacher,O,35,university,66,no
11,female,engineer,O,97,senior high,19,no
63,female,scientest,O,55,doctor,3,no
26,third,singer,O,35,senior high,99,yes
87,third,programmer,B,36,doctor,830,no
86,male,student,A,83,junior high,850,no
67,male,engineer,A,50,doctor,2200,no
93,female,neet,B,55,university,4500,no
44,third,neet,O,75,junior high,5400,no
51,male,scientest,AB,52,primary,28,no
68,female,teacher,B,35,university,3000,no
79,female,singer,AB,90,master,10,no
73,female,neet,A,70,senior high,46,no
72,third,teacher,AB,70,university,40,no
64,male,teacher,B,97,university,850,no
90,third,scientest,A,48,primary,6400,no
48,male,engineer,B,58,doctor,7400,yes
6,female,chef,O,55,junior high,8,no
21,female,scientest,A,35,primary,3900,no
15,male,engineer,A,39,master,6100,no
17,female,neet,AB,53,university,410,no
89,male,salesman,AB,43,senior high,590,no
33,third,scientest,A,89,university,18,no
46,male,salesman,B,71,senior high,9700,no
33,third,engineer,B,63,junior high,6000,no
93,third,teacher,B,47,doctor,9100,no
8,female,programmer,O,69,junior high,7800,no
17,female,student,B,73,junior high,5600,no
95,female,salesman,AB,89,university,990,no
92,male,student,A,63,senior high,6200,no
75,third,scientest,B,35,senior high,780,no
65,male,singer,A,77,primary,40,no
42,male,neet,A,78,junior high,2500,no
85,female,student,A,49,senior high,510,no
37,male,student,A,68,primary,33,no
71,female,singer,B,97,primary,660,no
87,male,singer,O,69,primary,360,no
80,male,chef,AB,91,university,530,no
19,male,teacher,O,46,doctor,480,yes
11,male,engineer,A,39,primary,3200,yes
14,female,student,AB,39,primary,9600,yes
77,female,programmer,A,98,master,2,no
44,third,neet,B,80,senior high,36,no
11,male,student,O,94,primary,1600,no
60,third,chef,A,70,university,80,no
8,third,chef,A,75,junior high,79,no
94,female,singer,AB,49,university,1600,no
39,female,salesman,AB,98,junior high,690,no
52,third,scientest,B,71,doctor,15,no
65,male,neet,O,65,university,8800,no
6,male,programmer,AB,60,doctor,63,no
77,female,teacher,B,63,primary,800,no
22,third,engineer,B,51,primary,940,no
1,female,engineer,O,66,master,45,no
5,third,student,B,48,master,70,no
18,female,programmer,O,58,university,35,yes
98,male,programmer,A,37,university,9000,no
86,female,singer,O,76,doctor,340,no
54,female,chef,AB,59,university,4600,no
80,third,neet,AB,65,doctor,1500,no
97,male,neet,O,35,senior high,7300,no
13,male,scientest,A,63,university,87,no
51,third,singer,A,38,junior high,940,no
38,third,engineer,AB,78,senior high,900,no
46,male,scientest,O,40,junior high,4,no
43,female,salesman,AB,87,master,97,no
17,female,singer,AB,46,university,8,no
3,female,singer,B,64,university,940,no
83,male,salesman,O,37,primary,3400,no
36,female,singer,B,91,senior high,220,no
51,female,scientest,A,90,junior high,26,no
10,third,programmer,AB,67,master,2300,no
6,male,chef,O,45,master,6600,no
37,female,salesman,B,45,master,420,no
58,male,teacher,O,67,master,490,no
41,male,salesman,A,81,junior high,9,no
90,male,engineer,O,72,primary,41,no
90,third,singer,B,74,master,810,no
0,third,neet,AB,68,master,49,no
9,female,student,AB,55,master,95,no
28,third,singer,B,52,doctor,2700,no
8,third,singer,A,78,university,390,no
86,male,scientest,O,58,senior high,92,no
7,female,neet,A,88,junior high,9000,no
20,female,chef,B,52,doctor,7,yes
72,third,singer,A,82,university,64,no
41,male,engineer,A,37,university,82,no
77,male,teacher,B,45,senior high,6600,no
65,third,student,O,79,primary,660,no
45,male,chef,B,75,senior high,470,yes
83,third,neet,AB,89,primary,8200,no
23,male,salesman,B,63,primary,87,no
10,female,neet,A,57,junior high,8600,no
69,male,chef,B,63,university,850,no
53,male,teacher,A,90,senior high,44,no
74,male,neet,A,45,master,110,no
53,male,neet,A,50,master,5400,no
87,third,singer,A,52,primary,6500,no
18,female,salesman,O,50,doctor,60,yes
86,male,singer,O,55,junior high,3000,no
63,third,chef,A,63,primary,3100,no
15,female,singer,B,90,doctor,32,no
64,male,teacher,A,38,master,5300,no
20,third,neet,AB,92,university,630,no
43,third,programmer,O,54,master,4800,yes
24,male,chef,O,62,master,6000,yes
85,third,scientest,O,38,senior high,70,no
37,male,salesman,O,67,university,3500,yes
98,male,chef,B,46,junior high,83,no
56,male,salesman,B,72,junior high,19,no
11,male,student,B,40,university,4900,yes
90,third,neet,O,46,primary,2700,no
61,female,salesman,B,92,primary,100,no
50,third,programmer,O,63,senior high,95,no
4,female,neet,A,42,junior high,870,no
79,male,teacher,O,74,junior high,2,no
40,female,singer,AB,93,junior high,56,no
90,third,singer,B,43,senior high,9100,no
5,male,singer,A,52,doctor,5700,no
54,male,engineer,A,90,primary,1500,no
95,male,salesman,A,95,senior high,7,no
7,female,student,A,67,senior high,180,no
71,third,programmer,O,56,junior high,90,no
24,female,singer,AB,54,junior high,49,no
47,female,singer,B,37,doctor,430,no
59,male,singer,O,57,junior high,29,no
16,third,student,B,69,junior high,790,no
26,female,chef,A,83,senior high,48,yes
47,female,singer,A,80,primary,870,no
57,female,neet,A,48,master,87,no
83,male,engineer,AB,89,junior high,1400,no
82,female,engineer,B,92,senior high,450,no
53,male,singer,B,45,master,550,no
39,male,scientest,B,46,master,50,yes
45,female,singer,O,91,master,370,no
52,male,chef,B,95,junior high,770,no
67,female,scientest,B,55,master,97,no
14,female,neet,AB,54,senior high,840,no
2,male,student,A,36,master,120,no
85,male,scientest,B,84,university,810,no
53,third,salesman,A,52,primary,3100,no
55,female,teacher,AB,69,doctor,9700,no
13,female,neet,AB,50,university,490,no
48,male,engineer,A,48,university,30,no
36,third,teacher,O,89,doctor,710,yes
63,male,student,AB,44,doctor,8800,no
69,male,teacher,AB,97,junior high,33,no
74,female,student,O,99,master,580,no
16,female,scientest,B,51,master,950,no
45,third,neet,O,63,doctor,600,no
38,third,salesman,A,57,doctor,670,no
93,third,salesman,A,38,senior high,92,no
60,third,salesman,O,63,primary,55,no
17,third,teacher,AB,99,primary,70,no
80,female,teacher,AB,99,primary,180,no
21,third,teacher,O,79,senior high,11,yes
98,third,scientest,B,83,master,50,no
51,male,scientest,O,64,university,550,no
62,female,neet,AB,48,university,9000,no
13,female,teacher,O,92,senior high,210,no
10,third,teacher,O,78,university,14,no
80,female,chef,B,96,senior high,880,no
68,third,singer,O,84,doctor,2300,no
22,male,engineer,O,81,doctor,1200,yes
27,female,neet,A,53,primary,560,no
15,third,salesman,AB,39,senior high,9000,no
72,female,singer,AB,83,primary,820,no
15,female,neet,A,73,senior high,510,no
83,male,teacher,B,85,doctor,600,no
93,female,chef,AB,59,senior high,6700,no
74,male,scientest,B,36,master,280,no
78,third,neet,B,38,doctor,6100,no
99,third,programmer,O,46,master,140,no
85,female,salesman,A,69,university,74,no
41,third,chef,O,72,senior high,46,yes
67,third,chef,O,90,junior high,600,no
8,male,chef,A,63,master,4500,no
74,female,engineer,A,74,junior high,650,no
93,male,teacher,O,98,master,16,no
42,female,singer,B,36,senior high,8300,no
69,third,chef,AB,77,doctor,640,no
42,third,neet,B,57,master,20,no
27,male,singer,O,75,junior high,2200,yes
66,male,salesman,A,74,junior high,7500,no
51,third,salesman,B,92,doctor,470,no
88,male,engineer,O,53,senior high,190,no
78,third,chef,B,88,doctor,900,no
94,third,chef,A,96,doctor,860,no
65,female,teacher,AB,92,junior high,100,no
38,third,teacher,A,59,primary,330,no
13,third,salesman,B,75,junior high,6,no
66,male,neet,A,42,university,47,no
56,male,engineer,A,80,primary,910,no
48,male,salesman,B,68,university,760,no
36,female,chef,A,78,primary,37,yes
27,third,scientest,A,79,doctor,90,yes
32,female,engineer,O,45,senior high,8500,yes
27,third,scientest,O,52,master,2600,yes
78,male,chef,O,44,master,9800,no
91,male,neet,B,81,senior high,2800,no
18,female,programmer,B,88,master,53,no
82,male,singer,AB,41,senior high,43,no
44,male,singer,B,69,university,72,no
4,male,chef,AB,47,master,550,no
22,third,neet,AB,35,doctor,790,no
41,male,neet,A,45,master,390,no
15,third,neet,A,44,university,59,no
72,third,salesman,O,52,primary,54,no
60,female,engineer,AB,71,university,8300,no
8,male,engineer,B,53,university,120,no
37,third,scientest,B,72,junior high,150,no
53,third,programmer,O,95,university,920,no
93,third,programmer,O,50,primary,3,no
36,male,salesman,O,91,primary,4500,yes
11,male,singer,AB,82,primary,25,no
56,female,neet,O,86,primary,8300,no
84,male,scientest,AB,92,junior high,6100,no
84,male,neet,O,89,senior high,27,no
4,female,engineer,B,58,primary,690,no
47,female,teacher,A,95,doctor,350,no
47,third,scientest,A,49,master,910,yes
98,third,teacher,B,48,doctor,8700,no
15,female,salesman,A,96,senior high,40,no
36,female,student,A,84,senior high,65,no
65,male,student,AB,81,doctor,51,no
11,third,chef,AB,44,junior high,150,no
85,third,teacher,AB,77,senior high,95,no
44,third,student,AB,63,senior high,1,no
40,female,scientest,B,63,junior high,6100,no
31,male,salesman,A,95,primary,7200,no
25,female,teacher,B,51,university,6000,no
80,male,teacher,B,75,primary,18,no
83,male,teacher,A,84,master,29,no
36,third,engineer,O,83,senior high,390,yes
1,male,student,AB,98,doctor,120,no
86,male,chef,B,36,master,8300,no
40,female,neet,AB,93,university,87,no
1,third,student,AB,67,senior high,5700,no
51,female,singer,A,55,master,850,no
20,female,programmer,A,48,primary,93,no
26,third,neet,AB,78,university,6200,no
14,male,student,B,64,master,65,no
65,third,scientest,AB,68,master,150,no
87,third,chef,O,46,doctor,300,no
43,female,chef,A,60,primary,81,yes
8,male,salesman,B,63,junior high,510,no
54,female,programmer,AB,96,master,2100,no
89,third,teacher,B,70,university,54,no
60,female,student,O,91,primary,5900,no
48,female,programmer,AB,56,doctor,5900,yes
94,third,chef,O,74,primary,50,no
15,third,engineer,B,77,primary,2700,no
37,female,teacher,B,41,junior high,3300,no
27,male,student,A,75,master,49,no
36,male,chef,AB,92,university,10,yes
97,male,scientest,A,42,master,410,no
87,female,engineer,B,71,doctor,6700,no
39,female,chef,A,96,university,240,yes
97,third,programmer,AB,91,doctor,130,no
13,male,salesman,AB,87,senior high,190,no
50,male,teacher,A,56,master,7900,no
90,male,scientest,AB,51,university,710,no
79,third,student,O,51,senior high,85,no
60,female,programmer,AB,60,primary,700,no
42,male,salesman,O,37,university,5300,no
77,male,scientest,AB,41,senior high,390,no
31,male,teacher,AB,96,junior high,3000,no
4,female,neet,B,57,primary,810,no
55,third,singer,O,39,master,510,no
81,third,salesman,O,72,university,68,no
47,male,engineer,AB,43,doctor,96,yes
11,male,programmer,AB,43,primary,580,yes
99,female,neet,AB,47,junior high,300,no
76,male,singer,A,75,master,40,no
22,third,programmer,AB,85,university,770,no
82,third,programmer,AB,38,senior high,39,no
77,female,student,A,48,junior high,4100,no
92,third,neet,O,53,doctor,8000,no
51,male,salesman,A,40,master,60,no
59,male,engineer,O,61,senior high,200,no
82,male,teacher,A,47,university,57,no
56,male,chef,B,99,primary,640,no
92,male,neet,AB,86,junior high,70,no
36,male,teacher,AB,48,junior high,3700,no
39,male,salesman,A,42,junior high,260,no
91,female,engineer,O,79,senior high,9200,no
56,male,singer,AB,50,junior high,6100,no
81,female,chef,A,54,primary,15,no
32,male,engineer,AB,66,master,6300,yes
88,female,programmer,O,62,junior high,2,no
52,male,teacher,A,36,primary,23,no
45,male,engineer,A,89,primary,4900,no
95,third,singer,A,98,university,33,no
40,female,programmer,O,75,master,24,yes
25,female,chef,AB,75,doctor,280,yes
38,third,programmer,O,83,doctor,47,yes
15,female,singer,B,38,master,8000,yes
55,male,singer,B,93,master,30,no
87,male,salesman,AB,74,junior high,6100,no
55,male,chef,B,35,doctor,60,no
2,third,neet,AB,64,primary,58,no
62,female,scientest,A,85,junior high,20,no
13,male,student,O,41,doctor,1200,no
51,male,singer,B,38,university,6000,no
53,female,student,A,75,doctor,3600,no
80,female,singer,AB,98,senior high,700,no
15,third,neet,B,62,university,900,no
93,third,engineer,B,47,master,97,no
58,third,engineer,A,64,junior high,5700,no
64,female,singer,O,99,senior high,200,no
65,female,student,O,67,university,96,no
85,third,student,O,36,university,620,no
15,female,singer,A,52,doctor,47,no
65,third,singer,A,62,primary,21,no
61,male,neet,A,44,senior high,2800,no
34,female,engineer,B,57,primary,7500,no
66,female,scientest,AB,43,senior high,1300,no
30,male,student,AB,43,primary,29,no
11,male,neet,O,37,master,11,yes
51,female,programmer,AB,75,doctor,2300,no
96,female,singer,AB,37,university,42,no
41,female,scientest,A,51,primary,5900,no
35,third,singer,B,35,senior high,95,no
82,female,teacher,O,36,primary,73,no
91,female,chef,AB,97,university,44,no
33,male,salesman,O,57,master,64,yes
94,male,student,A,64,senior high,14,no
1,third,student,B,76,junior high,62,no
74,male,engineer,B,62,senior high,7100,no
25,third,engineer,AB,57,master,1900,yes
29,male,scientest,B,94,senior high,7300,no
65,female,programmer,A,54,university,76,no
56,third,programmer,O,64,primary,86,no
99,female,chef,A,56,doctor,7000,no
94,female,engineer,A,73,primary,550,no
80,third,scientest,AB,61,junior high,24,no
81,male,engineer,B,80,junior high,630,no
27,third,programmer,B,86,university,840,no
90,male,chef,A,47,university,71,no
56,male,programmer,AB,47,junior high,2300,no
33,female,chef,AB,60,master,69,yes
95,third,student,AB,53,university,190,no
5,male,salesman,A,58,junior high,780,no
13,female,scientest,A,97,master,4500,no
51,male,salesman,B,98,master,530,no
42,male,engineer,B,94,junior high,340,no
72,female,programmer,O,39,senior high,2300,no
1,female,scientest,B,87,senior high,9000,no
93,male,student,A,80,doctor,62,no
41,third,neet,A,86,master,83,no
79,female,neet,B,38,university,35,no
5,male,teacher,AB,91,junior high,9600,no
8,male,programmer,O,91,doctor,40,no
6,female,teacher,B,44,senior high,6800,no
59,third,singer,B,56,primary,90,no
19,female,singer,B,60,university,64,no
6,male,singer,B,86,junior high,20,no
32,male,student,O,88,junior high,7900,yes
48,third,neet,A,68,university,42,no
17,third,scientest,A,41,doctor,1900,no
82,third,scientest,AB,82,university,990,no
25,third,chef,O,73,doctor,890,yes
81,male,neet,B,83,senior high,8,no
3,male,chef,O,90,primary,250,no
51,third,neet,AB,35,university,4,no
38,third,engineer,O,78,junior high,86,yes
44,male,chef,O,69,university,1500,yes
4,third,singer,B,75,junior high,9400,no
56,third,programmer,O,38,primary,96,no
33,third,programmer,A,60,primary,8100,no
44,third,chef,O,44,university,950,yes
18,third,chef,O,39,junior high,9200,yes
50,third,scientest,AB,80,junior high,200,no
63,third,salesman,O,92,master,9300,no
74,female,engineer,A,83,primary,270,no
79,third,scientest,A,74,master,3200,no
64,male,neet,B,61,junior high,600,no
36,male,teacher,B,85,senior high,750,no
48,female,scientest,AB,88,primary,700,no
49,female,singer,O,52,junior high,690,no
16,female,neet,AB,88,university,29,no
18,male,singer,AB,63,senior high,6600,no
16,female,singer,AB,38,senior high,900,yes
66,female,teacher,AB,53,senior high,9500,no
20,female,scientest,B,92,senior high,1,no
87,female,chef,AB,41,master,750,no
40,third,engineer,A,47,master,3100,yes
46,third,singer,O,58,junior high,32,no
4,third,teacher,B,87,senior high,95,no
15,third,chef,AB,78,university,72,no
88,female,teacher,O,37,junior high,3100,no
97,female,student,O,55,primary,110,no
47,male,engineer,A,70,senior high,40,no
13,male,chef,A,43,doctor,4600,no
73,third,salesman,AB,46,master,550,no
51,female,teacher,B,54,junior high,82,no
80,male,teacher,AB,76,university,340,no
80,female,singer,A,63,primary,450,no
47,male,chef,A,80,doctor,41,yes
74,male,scientest,B,45,master,620,no
55,female,singer,O,99,primary,57,no
90,male,scientest,AB,95,university,530,no
64,third,programmer,AB,80,primary,8000,no
11,third,chef,AB,83,senior high,170,no
63,male,singer,A,40,master,40,no
13,third,chef,AB,35,master,520,no
73,male,scientest,B,88,master,85,no
68,third,neet,B,78,university,350,no
12,third,engineer,A,51,junior high,770,no
92,female,chef,A,63,doctor,780,no
18,third,singer,B,58,master,6300,no
7,male,student,AB,38,junior high,590,no
51,female,scientest,AB,56,junior high,7,no
85,female,scientest,AB,87,primary,10000,no
56,male,chef,AB,97,junior high,58,no
50,male,engineer,A,74,master,5500,yes
95,male,engineer,A,46,senior high,6200,no
77,female,salesman,A,35,university,25,no
87,third,chef,AB,52,senior high,110,no
55,male,teacher,AB,65,senior high,820,no
83,female,neet,A,35,junior high,58,no
8,female,scientest,A,42,junior high,26,no
59,female,neet,A,85,primary,990,no
84,third,student,B,74,senior high,900,no
17,female,programmer,AB,79,master,85,no
50,third,salesman,AB,43,junior high,14,no
14,third,scientest,AB,91,primary,65,no
98,female,singer,O,58,master,490,no
24,male,neet,B,73,university,3600,no
61,female,student,A,68,doctor,500,no
2,male,student,B,71,university,360,no
36,male,teacher,AB,62,doctor,150,no
18,female,engineer,AB,51,junior high,600,no
44,third,neet,O,52,junior high,18,no
21,female,singer,A,38,senior high,5700,no
13,male,salesman,O,42,junior high,44,no
42,female,neet,A,50,primary,98,no
28,male,scientest,A,62,master,6400,yes
55,female,teacher,O,88,doctor,66,no
77,third,singer,A,72,university,1500,no
16,female,teacher,AB,93,primary,93,no
1,third,student,A,53,master,470,no
68,female,salesman,O,73,junior high,58,no
4,male,scientest,B,68,master,6400,no
40,male,chef,B,68,university,8000,yes
24,male,teacher,AB,82,senior high,610,no
86,third,teacher,A,66,master,49,no
29,third,salesman,AB,41,master,72,no
45,third,singer,AB,71,university,710,no
91,male,salesman,AB,41,senior high,84,no
71,third,teacher,A,71,senior high,8900,no
84,male,salesman,AB,89,junior high,6200,no
23,male,neet,B,64,master,8500,no
0,male,programmer,O,92,junior high,77,no
28,third,programmer,AB,94,primary,450,no
49,male,student,A,53,junior high,40,no
83,third,singer,AB,51,primary,4800,no
34,female,programmer,AB,85,primary,790,no
85,male,programmer,A,95,senior high,85,no
48,male,salesman,AB,67,primary,2000,no
55,male,engineer,O,79,master,340,no
19,male,engineer,B,84,master,360,no
63,third,neet,AB,88,primary,420,no
43,male,chef,AB,39,senior high,71,yes
43,third,student,AB,54,primary,170,no
4,female,programmer,B,43,junior high,3100,no
56,male,scientest,O,51,primary,120,no
11,male,student,A,80,university,8100,no
78,female,engineer,A,40,senior high,440,no
16,male,neet,AB,63,senior high,430,no
3,male,salesman,B,59,senior high,5800,no
42,female,engineer,B,77,university,55,no
72,female,teacher,A,61,university,6000,no
88,male,salesman,O,65,primary,3300,no
68,third,programmer,O,68,junior high,8800,no
91,third,teacher,O,59,junior high,670,no
7,male,programmer,O,55,junior high,2700,no
29,third,scientest,AB,55,junior high,5900,no
95,third,singer,AB,73,master,2800,no
53,male,scientest,O,47,junior high,520,no
25,third,programmer,AB,94,primary,85,no
80,female,singer,AB,85,primary,5100,no
41,female,singer,A,81,junior high,6200,no
99,third,singer,A,37,junior high,69,no
25,male,student,AB,88,senior high,61,no
31,female,scientest,O,38,junior high,78,yes
33,third,programmer,B,51,primary,2400,no
50,female,chef,AB,60,doctor,54,yes
3,third,engineer,B,57,junior high,50,no
53,female,student,AB,35,junior high,490,no
91,male,singer,O,91,university,3800,no
71,female,scientest,A,94,university,380,no
82,third,engineer,O,83,master,4800,no
37,female,singer,O,60,senior high,3,yes
2,male,singer,O,35,doctor,450,no
35,female,teacher,AB,92,master,35,no
71,third,engineer,B,91,senior high,860,no
96,male,engineer,A,63,master,3700,no
53,male,student,A,53,senior high,95,no
43,third,student,O,70,primary,9200,no
51,female,engineer,O,85,university,110,no
47,third,chef,O,40,junior high,82,yes
91,female,student,A,84,junior high,300,no
86,male,singer,A,97,primary,450,no
15,female,engineer,A,98,senior high,84,no
68,third,student,O,50,primary,31,no
70,third,programmer,A,51,university,3500,no
76,third,chef,B,42,senior high,81,no
36,female,programmer,B,77,university,4600,no
39,third,salesman,AB,59,primary,250,no
47,male,student,O,65,junior high,2300,no
89,third,singer,A,98,master,40,no
66,third,engineer,A,86,doctor,33,no
7,third,singer,B,38,university,93,no
0,third,neet,B,40,university,8000,no
81,male,scientest,A,54,primary,650,no
47,female,salesman,O,75,primary,500,no
94,male,programmer,O,48,doctor,510,no
71,female,student,A,97,university,3200,no
65,female,student,B,41,master,120,no
26,third,teacher,B,38,doctor,12,no
68,male,engineer,A,78,senior high,400,no
85,female,chef,AB,36,university,110,no
56,third,neet,A,73,senior high,490,no
33,male,scientest,A,91,university,98,no
53,male,scientest,AB,77,university,5800,no
31,third,programmer,O,74,senior high,75,yes
30,male,engineer,AB,40,primary,79,no
58,female,student,AB,76,junior high,77,no
64,third,student,A,38,junior high,29,no
17,third,scientest,A,95,primary,700,no
87,third,scientest,O,95,university,300,no
60,female,salesman,AB,99,senior high,30,no
54,male,scientest,A,77,senior high,130,no
95,third,teacher,A,54,senior high,63,no
96,male,chef,A,52,senior high,700,no
56,male,singer,B,63,primary,5600,no
71,third,engineer,AB,76,master,230,no
41,female,scientest,O,72,junior high,7000,no
14,female,programmer,AB,98,doctor,700,no
14,female,neet,B,56,master,460,no
46,male,neet,O,44,primary,78,no
5,male,neet,AB,50,master,200,no
85,third,scientest,B,70,primary,890,no
46,male,teacher,A,70,master,75,no
82,third,singer,AB,74,university,2000,no
17,third,salesman,B,92,university,160,no
9,female,teacher,AB,81,primary,6400,no
35,third,scientest,A,92,junior high,14,no
68,female,neet,O,99,junior high,58,no
44,third,student,AB,74,master,36,no
88,male,programmer,A,52,university,520,no
10,female,scientest,AB,43,doctor,6900,yes
44,male,singer,O,65,primary,2800,no
59,third,student,O,78,primary,4100,no
95,third,teacher,B,96,doctor,960,no
72,male,scientest,B,72,master,9300,no
24,third,neet,A,67,university,930,no
50,third,engineer,O,95,senior high,9500,no
10,third,engineer,A,62,senior high,2200,no
32,female,programmer,A,35,senior high,49,no
22,female,programmer,A,64,master,200,yes
58,male,chef,O,35,primary,960,no
70,male,salesman,AB,39,university,570,no
27,female,chef,AB,67,junior high,14,yes
52,third,student,A,86,junior high,6200,no
13,female,neet,AB,83,junior high,8900,no
55,male,neet,A,47,master,7,no
70,third,singer,AB,41,junior high,5700,no
55,third,programmer,AB,98,junior high,840,no
83,third,neet,O,55,primary,2100,no
65,male,neet,B,54,master,3800,no
56,third,salesman,AB,77,senior high,6500,no
28,third,neet,A,37,university,8900,no
78,female,scientest,A,98,primary,39,no
10,male,engineer,AB,57,junior high,450,no
88,female,teacher,AB,85,master,59,no
15,third,scientest,B,84,senior high,73,no
97,male,student,AB,50,junior high,1600,no
69,male,scientest,O,40,university,28,no
49,male,chef,AB,51,senior high,520,yes
63,male,scientest,O,49,senior high,620,no
42,male,chef,A,88,doctor,95,yes
78,male,singer,A,75,doctor,54,no
8,female,singer,O,55,doctor,98,no
22,third,student,B,69,master,640,no
48,male,salesman,O,51,university,110,no
43,third,programmer,A,49,master,4300,yes
25,third,student,O,52,senior high,92,yes
39,male,neet,B,42,doctor,9200,no
61,female,singer,O,46,junior high,78,no
30,third,chef,B,59,doctor,180,yes
33,female,teacher,O,97,master,7,yes
76,third,programmer,AB,77,master,340,no
9,third,engineer,B,94,university,51,no
64,female,neet,O,66,doctor,3200,no
52,female,singer,O,95,primary,8500,no
76,third,salesman,O,63,senior high,10000,no
27,male,singer,O,97,primary,190,yes
80,female,teacher,A,59,doctor,2000,no
54,male,chef,A,35,junior high,71,no
99,third,scientest,A,81,junior high,13,no
12,male,scientest,A,37,junior high,73,yes
70,male,programmer,A,90,doctor,6800,no
26,third,chef,AB,72,junior high,61,yes
70,male,salesman,AB,44,junior high,840,no
79,third,student,B,40,senior high,580,no
66,female,salesman,AB,94,doctor,5400,no
78,male,scientest,A,71,senior high,34,no
18,male,singer,O,87,primary,6100,yes
98,third,programmer,B,90,primary,8000,no
16,third,engineer,O,48,doctor,370,yes
48,male,student,B,81,doctor,8700,no
28,female,scientest,O,35,master,800,yes
86,female,chef,A,74,primary,930,no
8,male,neet,AB,84,university,98,no
9,female,chef,AB,66,junior high,35,no
11,female,salesman,A,86,master,67,no
25,female,neet,B,80,senior high,5000,no
53,third,student,B,38,master,31,no
18,female,chef,O,53,doctor,60,yes
3,third,teacher,B,83,primary,44,no
75,third,programmer,O,68,senior high,140,no
21,female,singer,O,99,master,230,yes
51,female,singer,A,58,primary,5700,no
33,female,chef,AB,52,master,2000,yes
11,female,scientest,O,69,master,16,no
29,third,engineer,O,96,university,620,yes
83,third,salesman,B,89,primary,66,no
81,female,student,A,51,junior high,8700,no
25,female,engineer,AB,99,primary,17,no
75,female,chef,A,76,primary,420,no
82,female,engineer,A,68,senior high,5600,no
75,third,programmer,AB,51,senior high,7100,no
80,male,programmer,B,79,senior high,100,no
98,female,teacher,B,38,senior high,93,no
54,female,chef,AB,52,master,49,no
63,male,neet,O,41,university,45,no
69,third,student,AB,55,senior high,140,no
19,male,scientest,A,82,master,3600,no
68,female,teacher,A,72,university,450,no
25,female,chef,A,41,university,2700,yes
82,female,student,O,85,primary,500,no
62,third,chef,O,49,doctor,95,no
