Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Cosplay

	43,	male,	singer,	A,	150,	90,	doctor,	500,	no

	15,	female,	programmer,	O,	179,	69,	primary,	950,	yes

	74,	third,	singer,	O,	155,	74,	master,	240,	yes

	65,	male,	singer,	AB,	169,	85,	junior high,	980,	no

	72,	female,	chef,	B,	169,	81,	primary,	98,	no

	68,	third,	engineer,	A,	142,	83,	university,	41,	yes

	27,	third,	engineer,	O,	177,	77,	university,	3200,	yes

	88,	male,	singer,	B,	193,	83,	university,	42,	yes

	55,	male,	neet,	O,	190,	89,	university,	6500,	no

	54,	third,	student,	A,	171,	54,	master,	150,	yes

	65,	male,	student,	O,	167,	82,	senior high,	57,	no

	12,	female,	engineer,	AB,	153,	77,	university,	2100,	yes

	5,	female,	teacher,	B,	143,	89,	senior high,	25,	no

	59,	female,	singer,	AB,	170,	41,	senior high,	41,	no

	10,	female,	salesman,	AB,	168,	47,	senior high,	690,	no

	62,	third,	singer,	AB,	166,	98,	university,	7300,	no

	39,	male,	programmer,	A,	146,	48,	doctor,	42,	yes

	73,	male,	neet,	O,	175,	53,	junior high,	200,	no

	39,	third,	singer,	AB,	174,	36,	doctor,	25,	no

	51,	third,	chef,	AB,	181,	81,	master,	22,	yes

	8,	male,	teacher,	B,	141,	72,	primary,	92,	yes

	30,	female,	student,	O,	161,	59,	master,	690,	no

	71,	third,	teacher,	O,	199,	95,	master,	110,	no

	43,	female,	chef,	A,	183,	57,	junior high,	8500,	yes

	30,	male,	scientest,	O,	186,	93,	junior high,	410,	yes

	57,	male,	salesman,	AB,	187,	98,	doctor,	3500,	no

	94,	male,	singer,	B,	176,	46,	university,	25,	no

	45,	male,	student,	B,	168,	46,	senior high,	9600,	yes

	5,	third,	salesman,	O,	152,	74,	master,	3100,	no

	45,	female,	neet,	O,	146,	89,	senior high,	31,	yes

	14,	female,	chef,	O,	163,	93,	doctor,	210,	yes

	55,	female,	singer,	B,	161,	56,	senior high,	340,	yes

	77,	third,	chef,	A,	174,	52,	primary,	20,	yes

	5,	female,	engineer,	B,	155,	56,	university,	420,	yes

	25,	third,	student,	B,	183,	98,	junior high,	6100,	no

	23,	third,	singer,	A,	165,	94,	junior high,	960,	no

	70,	male,	chef,	O,	184,	80,	master,	740,	no

	44,	male,	programmer,	A,	183,	68,	primary,	4,	yes

	20,	female,	engineer,	O,	155,	43,	primary,	36,	yes

	83,	female,	engineer,	A,	183,	83,	senior high,	500,	yes

	35,	male,	teacher,	O,	194,	38,	university,	8200,	no

	96,	female,	programmer,	B,	141,	56,	university,	5700,	no

	12,	male,	salesman,	AB,	170,	94,	senior high,	160,	no

	90,	male,	student,	AB,	196,	47,	doctor,	880,	yes

	74,	third,	scientest,	A,	158,	88,	university,	970,	yes

	93,	third,	student,	AB,	184,	39,	senior high,	12,	no

	80,	female,	singer,	B,	191,	45,	master,	450,	yes

	36,	male,	singer,	B,	153,	48,	junior high,	5000,	no

	70,	female,	scientest,	B,	150,	57,	university,	200,	yes

	23,	third,	student,	AB,	174,	56,	university,	720,	no

	11,	female,	scientest,	O,	168,	77,	university,	510,	no

	63,	male,	engineer,	O,	173,	58,	senior high,	3000,	no

	87,	third,	chef,	A,	192,	59,	university,	61,	yes

	38,	third,	engineer,	A,	159,	52,	doctor,	43,	no

	11,	third,	chef,	AB,	191,	79,	master,	260,	no

	47,	male,	chef,	B,	183,	50,	senior high,	10,	yes

	42,	female,	engineer,	A,	161,	69,	senior high,	4800,	no

	88,	female,	salesman,	A,	163,	59,	senior high,	41,	no

	94,	third,	student,	A,	145,	75,	doctor,	4200,	yes

	91,	female,	salesman,	AB,	163,	87,	university,	58,	no

	15,	female,	engineer,	A,	154,	59,	doctor,	450,	no

	28,	third,	singer,	B,	170,	36,	doctor,	6400,	no

	37,	third,	singer,	A,	161,	58,	doctor,	7500,	no

	16,	male,	salesman,	A,	191,	85,	master,	17,	yes

	75,	third,	singer,	A,	176,	92,	doctor,	610,	no

	29,	female,	teacher,	A,	199,	50,	master,	250,	no

	33,	female,	salesman,	A,	156,	40,	senior high,	10,	no

	58,	third,	teacher,	B,	174,	89,	master,	7800,	yes

	99,	third,	singer,	O,	140,	51,	master,	8800,	no

	49,	male,	neet,	A,	147,	40,	primary,	9200,	no

	56,	female,	teacher,	A,	157,	84,	doctor,	3900,	yes

	71,	female,	student,	AB,	150,	50,	junior high,	660,	yes

	4,	male,	chef,	A,	160,	75,	university,	15,	no

	77,	female,	student,	AB,	178,	61,	senior high,	500,	yes

	17,	male,	student,	B,	157,	97,	primary,	6800,	no

	5,	third,	neet,	AB,	161,	63,	master,	870,	no

	79,	female,	singer,	O,	186,	51,	primary,	600,	yes

	44,	third,	teacher,	O,	175,	89,	doctor,	31,	no

	47,	third,	programmer,	B,	145,	68,	master,	840,	no

	54,	female,	singer,	AB,	157,	87,	doctor,	700,	no

	56,	female,	salesman,	O,	160,	65,	university,	9000,	yes

	30,	third,	engineer,	B,	149,	99,	master,	7900,	no

	35,	male,	programmer,	B,	160,	66,	university,	4700,	no

	5,	female,	programmer,	O,	195,	82,	junior high,	850,	yes

	29,	male,	scientest,	AB,	181,	56,	junior high,	5,	no

	92,	male,	teacher,	AB,	190,	93,	doctor,	900,	no

	44,	third,	teacher,	O,	191,	99,	doctor,	5400,	yes

	86,	male,	teacher,	B,	159,	40,	master,	77,	no

	46,	male,	engineer,	AB,	146,	63,	doctor,	7300,	no

	24,	female,	programmer,	A,	166,	64,	junior high,	10,	yes

	97,	female,	neet,	AB,	156,	48,	university,	960,	no

	44,	male,	singer,	O,	199,	89,	doctor,	420,	yes

	20,	third,	singer,	O,	184,	50,	primary,	630,	no

	3,	female,	teacher,	O,	180,	73,	doctor,	340,	no

	82,	male,	teacher,	B,	180,	83,	junior high,	4600,	yes

	41,	female,	programmer,	B,	142,	68,	senior high,	95,	no

	61,	female,	teacher,	B,	169,	71,	senior high,	400,	no

	61,	male,	student,	A,	190,	77,	primary,	91,	yes

	52,	female,	engineer,	A,	154,	38,	junior high,	90,	no

	82,	male,	scientest,	A,	141,	56,	master,	740,	no

	90,	third,	programmer,	B,	187,	43,	junior high,	360,	no

	51,	third,	teacher,	AB,	187,	59,	doctor,	5500,	yes

	66,	male,	scientest,	AB,	186,	75,	master,	360,	no

	2,	male,	student,	A,	172,	69,	master,	7100,	no

	63,	male,	student,	AB,	195,	48,	doctor,	7,	no

	21,	female,	student,	B,	143,	56,	senior high,	65,	yes

	47,	female,	programmer,	B,	168,	57,	senior high,	14,	no

	49,	third,	singer,	AB,	140,	63,	senior high,	350,	no

	97,	third,	scientest,	A,	162,	40,	university,	350,	yes

	39,	male,	salesman,	A,	178,	72,	master,	1600,	yes

	50,	female,	scientest,	O,	179,	62,	master,	1400,	yes

	8,	third,	neet,	A,	166,	43,	junior high,	99,	yes

	85,	third,	scientest,	A,	164,	70,	junior high,	1500,	no

	4,	male,	programmer,	B,	146,	68,	primary,	610,	yes

	95,	female,	singer,	A,	160,	74,	doctor,	1600,	no

	25,	third,	student,	AB,	185,	54,	senior high,	87,	yes

	80,	male,	scientest,	O,	166,	79,	primary,	940,	no

	16,	female,	salesman,	B,	181,	53,	doctor,	320,	no

	10,	female,	singer,	A,	184,	75,	senior high,	600,	yes

	91,	male,	scientest,	B,	140,	40,	master,	720,	yes

	90,	female,	programmer,	AB,	145,	35,	senior high,	4600,	no

	82,	male,	engineer,	O,	161,	53,	doctor,	30,	no

	2,	female,	chef,	A,	141,	43,	university,	1400,	yes

	18,	female,	salesman,	A,	159,	38,	junior high,	890,	yes

	48,	third,	singer,	O,	166,	77,	primary,	7800,	no

	80,	male,	engineer,	AB,	195,	37,	senior high,	10,	yes

	80,	third,	singer,	A,	154,	78,	junior high,	20,	no

	69,	female,	chef,	O,	171,	48,	senior high,	560,	no

	76,	male,	neet,	B,	164,	43,	university,	6400,	no

	20,	female,	student,	B,	185,	74,	master,	10,	no

	25,	third,	singer,	A,	174,	43,	senior high,	3800,	yes

	54,	male,	student,	O,	185,	53,	primary,	8600,	yes

	40,	female,	chef,	B,	199,	41,	senior high,	540,	yes

	83,	male,	student,	B,	149,	59,	university,	90,	no

	2,	female,	neet,	AB,	144,	49,	master,	69,	yes

	53,	third,	scientest,	O,	141,	35,	primary,	7100,	yes

	14,	male,	engineer,	B,	173,	41,	doctor,	2000,	no

	30,	female,	salesman,	AB,	152,	90,	doctor,	6300,	no

	90,	male,	engineer,	O,	143,	67,	doctor,	940,	yes

	43,	female,	salesman,	O,	186,	56,	university,	86,	yes

	43,	male,	neet,	O,	163,	62,	senior high,	450,	no

	13,	male,	scientest,	O,	196,	60,	junior high,	80,	yes

	64,	third,	teacher,	A,	168,	82,	master,	93,	no

	88,	female,	engineer,	O,	166,	87,	senior high,	370,	no

	27,	female,	student,	O,	164,	83,	junior high,	38,	no

	85,	male,	student,	B,	174,	36,	doctor,	8,	no

	86,	third,	chef,	B,	167,	41,	primary,	48,	no

	7,	female,	engineer,	AB,	157,	36,	junior high,	6500,	no

	42,	third,	student,	AB,	168,	49,	doctor,	98,	yes

	24,	third,	engineer,	AB,	152,	36,	senior high,	9900,	yes

	19,	female,	singer,	B,	153,	74,	senior high,	600,	yes

	62,	third,	programmer,	AB,	168,	86,	master,	600,	yes

	9,	male,	chef,	A,	185,	62,	master,	65,	no

	91,	third,	engineer,	O,	190,	85,	junior high,	53,	yes

	78,	female,	chef,	AB,	152,	91,	master,	32,	yes

	80,	third,	engineer,	A,	165,	70,	master,	360,	no

	84,	third,	chef,	O,	163,	57,	primary,	37,	yes

	47,	third,	salesman,	AB,	162,	89,	university,	99,	yes

	26,	female,	neet,	O,	199,	55,	doctor,	250,	no

	33,	third,	salesman,	B,	187,	77,	primary,	900,	no

	73,	third,	chef,	B,	145,	53,	primary,	9800,	yes

	25,	male,	chef,	B,	173,	78,	doctor,	9100,	yes

	80,	female,	engineer,	A,	142,	47,	primary,	240,	yes

	3,	male,	student,	B,	141,	55,	master,	170,	no

	57,	third,	singer,	O,	193,	37,	junior high,	800,	no

	40,	female,	programmer,	B,	146,	99,	senior high,	360,	no

	70,	male,	singer,	O,	175,	82,	doctor,	2200,	no

	24,	third,	engineer,	AB,	162,	76,	primary,	76,	no

	44,	male,	student,	B,	145,	51,	junior high,	1100,	yes

	0,	male,	chef,	A,	190,	87,	primary,	23,	no

	86,	third,	scientest,	A,	167,	35,	university,	5500,	no

	46,	female,	chef,	O,	168,	79,	senior high,	22,	no

	45,	male,	chef,	AB,	140,	40,	junior high,	9100,	no

	39,	third,	engineer,	AB,	177,	81,	senior high,	82,	no

	99,	third,	singer,	B,	184,	88,	university,	930,	yes

	64,	male,	student,	B,	146,	83,	master,	29,	yes

	58,	female,	teacher,	A,	171,	78,	university,	40,	yes

	36,	male,	singer,	O,	146,	76,	primary,	4100,	no

	82,	female,	programmer,	B,	157,	40,	junior high,	50,	no

	69,	third,	teacher,	A,	163,	59,	doctor,	11,	yes

	5,	third,	scientest,	AB,	160,	75,	master,	78,	yes

	3,	third,	chef,	B,	171,	64,	junior high,	60,	no

	59,	female,	scientest,	A,	182,	44,	senior high,	3,	no

	91,	third,	scientest,	B,	160,	64,	university,	740,	yes

	35,	female,	engineer,	O,	140,	73,	primary,	80,	no

	98,	male,	salesman,	O,	167,	74,	primary,	370,	no

	95,	third,	programmer,	A,	160,	35,	junior high,	7000,	yes

	3,	male,	engineer,	AB,	150,	65,	master,	40,	no

	60,	female,	chef,	B,	159,	78,	junior high,	50,	no

	18,	male,	programmer,	O,	168,	90,	senior high,	340,	no

	28,	third,	neet,	AB,	154,	65,	primary,	1000,	no

	83,	male,	engineer,	A,	156,	41,	senior high,	19,	yes

	48,	male,	scientest,	AB,	196,	68,	primary,	5000,	no

	32,	third,	salesman,	A,	166,	54,	doctor,	7400,	yes

	66,	third,	chef,	A,	193,	48,	primary,	48,	yes

	36,	female,	singer,	AB,	150,	46,	master,	54,	yes

	13,	male,	programmer,	B,	165,	74,	university,	1000,	yes

	1,	third,	neet,	A,	150,	66,	university,	3400,	yes

	75,	female,	singer,	AB,	182,	67,	primary,	630,	no

	57,	third,	scientest,	A,	174,	84,	university,	900,	no

	47,	male,	scientest,	B,	150,	36,	primary,	8300,	yes

	96,	third,	neet,	A,	153,	66,	university,	26,	yes

	61,	male,	neet,	AB,	167,	76,	senior high,	3000,	no

	84,	female,	neet,	B,	158,	52,	junior high,	80,	yes

	72,	male,	chef,	AB,	156,	86,	doctor,	1100,	yes

	31,	third,	chef,	O,	147,	93,	university,	8400,	yes

	64,	female,	chef,	AB,	162,	53,	doctor,	490,	yes

	0,	male,	scientest,	B,	158,	81,	university,	6800,	yes

	59,	third,	singer,	AB,	155,	85,	primary,	120,	no

	11,	third,	neet,	O,	174,	79,	university,	72,	yes

	17,	male,	scientest,	AB,	150,	47,	doctor,	33,	no

	19,	female,	singer,	O,	197,	71,	university,	820,	no

	28,	male,	neet,	B,	172,	68,	senior high,	2,	yes

	70,	male,	scientest,	B,	150,	60,	university,	4000,	yes

	47,	female,	chef,	A,	166,	46,	doctor,	9100,	no

	76,	male,	programmer,	A,	142,	99,	senior high,	30,	yes

	82,	female,	neet,	A,	168,	43,	university,	300,	yes

	30,	male,	singer,	A,	162,	50,	master,	930,	no

	46,	male,	neet,	A,	187,	80,	senior high,	240,	no

	58,	male,	programmer,	AB,	145,	72,	doctor,	38,	yes

	67,	male,	chef,	AB,	190,	62,	primary,	9500,	yes

	12,	male,	scientest,	B,	178,	75,	doctor,	20,	yes

	0,	male,	teacher,	O,	188,	71,	university,	1600,	no

	1,	female,	programmer,	B,	199,	51,	senior high,	780,	no

	97,	male,	scientest,	B,	166,	54,	junior high,	3,	no

	57,	female,	neet,	O,	161,	45,	primary,	2800,	yes

	13,	female,	salesman,	B,	182,	84,	junior high,	430,	no

	73,	male,	neet,	O,	187,	90,	junior high,	990,	yes

	60,	female,	engineer,	O,	176,	49,	university,	27,	yes

	8,	female,	teacher,	B,	164,	78,	junior high,	71,	no

	6,	female,	chef,	AB,	146,	71,	primary,	480,	yes

	46,	third,	singer,	AB,	199,	47,	master,	96,	yes

	4,	male,	neet,	A,	175,	83,	master,	39,	yes

	51,	third,	student,	B,	176,	42,	doctor,	100,	no

	44,	female,	programmer,	B,	143,	95,	junior high,	3400,	yes

	33,	female,	chef,	B,	188,	78,	university,	7600,	no

	0,	male,	singer,	A,	180,	77,	primary,	9400,	no

	64,	third,	student,	AB,	162,	62,	master,	610,	yes

	23,	male,	salesman,	A,	177,	72,	university,	250,	no

	95,	third,	teacher,	O,	171,	69,	primary,	4500,	yes

	31,	male,	student,	O,	192,	68,	junior high,	16,	no

	57,	third,	programmer,	AB,	169,	52,	senior high,	35,	yes

	80,	female,	teacher,	O,	184,	37,	senior high,	36,	no

	70,	male,	student,	B,	146,	42,	doctor,	45,	no

	46,	third,	neet,	O,	149,	79,	senior high,	360,	yes

	43,	male,	chef,	A,	164,	47,	doctor,	82,	yes

	26,	female,	programmer,	O,	140,	98,	doctor,	87,	no

	89,	female,	scientest,	AB,	165,	64,	primary,	74,	no

	96,	third,	scientest,	B,	197,	54,	master,	4700,	no

	33,	male,	salesman,	A,	157,	64,	senior high,	1000,	no

	54,	female,	singer,	AB,	174,	89,	university,	3600,	yes

	20,	female,	neet,	B,	171,	87,	junior high,	52,	yes

	66,	third,	engineer,	A,	150,	91,	university,	940,	no

	85,	female,	engineer,	A,	191,	56,	primary,	43,	no

	54,	male,	teacher,	A,	166,	56,	doctor,	33,	yes

	93,	male,	engineer,	O,	184,	47,	master,	68,	yes

	82,	female,	neet,	AB,	152,	51,	junior high,	86,	no

	36,	male,	engineer,	AB,	195,	38,	junior high,	330,	no

	49,	third,	scientest,	B,	157,	60,	primary,	640,	no

	39,	male,	neet,	O,	197,	79,	junior high,	440,	yes

	56,	male,	singer,	B,	195,	54,	doctor,	67,	yes

	68,	female,	salesman,	A,	149,	76,	master,	3,	yes

	49,	third,	scientest,	A,	183,	56,	senior high,	90,	yes

	45,	male,	student,	A,	157,	60,	university,	860,	yes

	39,	female,	programmer,	O,	164,	97,	primary,	650,	no

	65,	third,	neet,	A,	183,	83,	primary,	980,	yes

	38,	female,	teacher,	AB,	198,	51,	university,	92,	no

	95,	female,	scientest,	B,	199,	95,	senior high,	350,	no

	33,	female,	engineer,	O,	187,	91,	doctor,	22,	no

	61,	third,	neet,	B,	193,	98,	junior high,	9600,	no

	69,	female,	teacher,	AB,	169,	99,	primary,	470,	no

	58,	third,	singer,	O,	183,	68,	master,	6200,	yes

	18,	third,	programmer,	A,	195,	40,	university,	4800,	yes

	29,	female,	salesman,	AB,	141,	53,	junior high,	1800,	yes

	83,	female,	singer,	AB,	178,	37,	doctor,	180,	no

	87,	female,	engineer,	O,	141,	75,	master,	4800,	no

	70,	third,	engineer,	O,	173,	91,	doctor,	68,	no

	71,	female,	scientest,	O,	190,	61,	university,	480,	no

	98,	third,	student,	O,	142,	78,	primary,	790,	yes

	69,	third,	engineer,	B,	156,	38,	junior high,	130,	no

	56,	female,	salesman,	B,	148,	57,	university,	1000,	no

	2,	male,	scientest,	B,	198,	52,	university,	64,	yes

	96,	third,	singer,	B,	154,	50,	doctor,	30,	no

	89,	male,	engineer,	O,	187,	69,	senior high,	98,	no

	34,	third,	teacher,	A,	180,	95,	senior high,	30,	no

	25,	female,	chef,	AB,	174,	65,	university,	4400,	yes

	81,	female,	neet,	A,	151,	94,	doctor,	140,	yes

	83,	female,	student,	A,	158,	88,	senior high,	32,	yes

	57,	third,	neet,	AB,	146,	91,	junior high,	500,	no

	77,	male,	scientest,	A,	158,	98,	primary,	42,	no

	61,	female,	neet,	O,	155,	99,	junior high,	6300,	no

	19,	female,	neet,	AB,	152,	71,	doctor,	2800,	yes

	69,	male,	student,	A,	167,	53,	doctor,	5200,	yes

	93,	third,	neet,	O,	185,	76,	university,	370,	yes

	91,	third,	scientest,	O,	144,	77,	primary,	550,	yes

	8,	female,	chef,	A,	167,	76,	primary,	95,	no

	73,	female,	engineer,	B,	178,	79,	master,	700,	yes

	40,	third,	student,	B,	151,	69,	university,	2300,	yes

	49,	third,	teacher,	B,	155,	59,	master,	310,	yes

	4,	male,	engineer,	A,	166,	42,	master,	70,	yes

	71,	third,	chef,	AB,	194,	76,	doctor,	670,	no

	92,	female,	teacher,	A,	150,	85,	junior high,	690,	no

	35,	male,	scientest,	AB,	192,	93,	university,	19,	no

	1,	male,	student,	AB,	185,	49,	master,	8800,	no

	37,	female,	student,	A,	177,	36,	doctor,	13,	yes

	75,	male,	teacher,	AB,	168,	71,	university,	22,	yes

	90,	third,	chef,	B,	189,	47,	master,	360,	yes

	35,	third,	singer,	AB,	171,	77,	primary,	800,	no

	54,	third,	scientest,	AB,	186,	69,	university,	77,	no

	17,	female,	scientest,	A,	141,	60,	senior high,	1500,	yes

	28,	male,	salesman,	O,	151,	53,	university,	6,	yes

	34,	male,	salesman,	AB,	161,	78,	junior high,	700,	no

	83,	male,	programmer,	A,	198,	84,	master,	7600,	yes

	91,	third,	engineer,	B,	178,	39,	master,	3100,	yes

	79,	female,	engineer,	B,	172,	61,	junior high,	640,	no

	50,	third,	scientest,	AB,	156,	54,	junior high,	8,	yes

	12,	third,	engineer,	B,	191,	73,	master,	8800,	yes

	96,	third,	student,	B,	170,	39,	university,	46,	yes

	69,	third,	salesman,	A,	170,	85,	senior high,	69,	yes

	86,	third,	salesman,	B,	147,	55,	junior high,	30,	no

	21,	female,	singer,	AB,	144,	45,	primary,	5800,	no

	8,	third,	teacher,	O,	149,	58,	primary,	9900,	yes

	7,	male,	student,	O,	143,	47,	master,	33,	yes

	80,	third,	neet,	AB,	192,	77,	primary,	63,	no

	25,	female,	teacher,	A,	161,	60,	university,	260,	yes

	48,	male,	chef,	B,	144,	51,	primary,	590,	no

	75,	female,	teacher,	A,	191,	60,	doctor,	400,	no

	86,	third,	teacher,	B,	145,	90,	master,	5500,	no

	39,	male,	chef,	O,	158,	80,	primary,	770,	yes

	29,	male,	engineer,	AB,	194,	82,	master,	55,	yes

	87,	third,	salesman,	B,	152,	52,	primary,	50,	yes

	6,	male,	chef,	AB,	185,	83,	primary,	8400,	no

	54,	female,	singer,	AB,	199,	46,	senior high,	920,	yes

	33,	third,	teacher,	B,	147,	77,	junior high,	92,	yes

	63,	male,	salesman,	AB,	147,	68,	junior high,	520,	no

	44,	male,	engineer,	O,	182,	82,	junior high,	740,	no

	14,	female,	teacher,	A,	185,	76,	senior high,	700,	yes

	50,	third,	engineer,	B,	185,	73,	doctor,	180,	no

	89,	female,	salesman,	O,	171,	50,	doctor,	950,	no

	58,	female,	chef,	AB,	176,	91,	senior high,	3600,	yes

	6,	female,	salesman,	A,	183,	48,	senior high,	94,	yes

	45,	female,	salesman,	AB,	168,	42,	doctor,	450,	yes

	39,	third,	salesman,	A,	140,	59,	senior high,	10,	no

	71,	third,	singer,	B,	154,	88,	university,	8400,	yes

	99,	female,	chef,	AB,	141,	79,	university,	65,	yes

	35,	third,	chef,	AB,	146,	95,	doctor,	790,	no

	80,	female,	neet,	O,	166,	70,	master,	99,	no

	10,	male,	singer,	AB,	183,	85,	master,	1900,	no

	25,	third,	teacher,	AB,	196,	76,	primary,	8600,	no

	47,	female,	engineer,	O,	164,	88,	senior high,	940,	no

	60,	third,	engineer,	O,	198,	98,	senior high,	300,	yes

	87,	female,	scientest,	A,	181,	38,	primary,	8400,	no

	52,	female,	chef,	AB,	153,	95,	primary,	4900,	yes

	81,	female,	salesman,	B,	151,	78,	senior high,	800,	yes

	72,	male,	student,	O,	179,	97,	senior high,	52,	no

	93,	male,	student,	AB,	152,	41,	primary,	81,	yes

	0,	third,	singer,	AB,	198,	96,	doctor,	38,	no

	22,	third,	scientest,	B,	142,	60,	doctor,	830,	no

	52,	third,	student,	AB,	162,	41,	master,	380,	no

	15,	female,	teacher,	B,	171,	59,	junior high,	560,	no

	20,	third,	teacher,	B,	194,	77,	senior high,	3000,	no

	57,	third,	programmer,	AB,	177,	73,	primary,	5000,	yes

	17,	female,	salesman,	A,	190,	57,	senior high,	110,	no

	57,	male,	singer,	O,	156,	72,	senior high,	460,	no

	21,	female,	programmer,	B,	190,	40,	senior high,	170,	yes

	8,	male,	singer,	AB,	182,	35,	doctor,	890,	no

	54,	male,	salesman,	AB,	140,	39,	master,	230,	yes

	80,	female,	student,	B,	178,	81,	junior high,	47,	no

	33,	female,	neet,	B,	151,	81,	master,	730,	yes

	67,	female,	student,	A,	194,	45,	primary,	6,	no

	10,	female,	student,	AB,	164,	86,	university,	560,	no

	2,	female,	neet,	B,	178,	63,	senior high,	6200,	no

	27,	male,	salesman,	A,	144,	78,	junior high,	88,	no

	41,	female,	programmer,	AB,	162,	41,	junior high,	1100,	no

	27,	female,	chef,	A,	191,	98,	senior high,	24,	no

	6,	male,	engineer,	AB,	158,	99,	university,	5,	yes

	8,	female,	student,	AB,	158,	35,	junior high,	220,	yes

	30,	male,	teacher,	A,	145,	73,	junior high,	4400,	no

	81,	female,	teacher,	O,	155,	41,	primary,	45,	no

	10,	third,	neet,	B,	154,	53,	primary,	13,	no

	13,	third,	engineer,	B,	161,	49,	junior high,	5500,	no

	55,	third,	teacher,	O,	160,	46,	primary,	5600,	no

	38,	male,	programmer,	B,	159,	62,	university,	9,	no

	0,	third,	salesman,	O,	172,	70,	master,	24,	no

	88,	male,	neet,	A,	188,	97,	doctor,	8400,	no

	70,	third,	programmer,	AB,	179,	41,	master,	160,	yes

	46,	male,	salesman,	AB,	187,	77,	primary,	73,	no

	0,	male,	singer,	B,	153,	67,	senior high,	900,	yes

	3,	male,	programmer,	O,	192,	88,	junior high,	660,	yes

	1,	male,	programmer,	O,	168,	60,	master,	710,	no

	42,	third,	salesman,	A,	191,	58,	junior high,	10,	yes

	43,	third,	programmer,	A,	186,	38,	primary,	12,	no

	0,	male,	teacher,	O,	183,	87,	primary,	900,	no

	73,	female,	engineer,	O,	161,	35,	doctor,	7700,	yes

	4,	female,	student,	AB,	162,	68,	master,	850,	no

	61,	male,	neet,	A,	147,	71,	primary,	9900,	no

	78,	female,	programmer,	O,	149,	75,	university,	31,	yes

	9,	male,	engineer,	B,	184,	71,	master,	410,	yes

	42,	male,	engineer,	O,	182,	50,	university,	68,	yes

	61,	male,	scientest,	B,	160,	79,	senior high,	250,	no

	66,	third,	salesman,	B,	140,	82,	primary,	9900,	no

	74,	male,	chef,	A,	167,	99,	junior high,	10,	no

	56,	female,	chef,	A,	158,	61,	senior high,	4900,	yes

	66,	female,	student,	A,	152,	36,	university,	4,	yes

	72,	male,	singer,	O,	146,	41,	primary,	490,	yes

	51,	male,	salesman,	O,	157,	36,	master,	75,	yes

	87,	male,	scientest,	AB,	140,	81,	junior high,	9200,	no

	23,	third,	singer,	A,	162,	78,	master,	890,	yes

	6,	male,	chef,	AB,	191,	58,	senior high,	330,	yes

	55,	male,	neet,	A,	199,	56,	junior high,	18,	no

	71,	third,	chef,	B,	163,	42,	junior high,	2400,	yes

	67,	third,	teacher,	O,	166,	90,	master,	22,	no

	51,	third,	singer,	A,	183,	86,	primary,	70,	no

	68,	third,	neet,	B,	154,	57,	doctor,	320,	yes

	58,	female,	programmer,	O,	161,	47,	university,	370,	yes

	41,	female,	chef,	AB,	161,	46,	junior high,	97,	no

	40,	female,	neet,	O,	194,	86,	doctor,	1000,	yes

	47,	female,	student,	A,	176,	92,	university,	32,	yes

	4,	female,	engineer,	O,	176,	96,	master,	4700,	yes

	51,	third,	teacher,	O,	152,	97,	senior high,	76,	yes

	91,	third,	scientest,	A,	158,	46,	doctor,	80,	no

	91,	third,	scientest,	A,	185,	80,	junior high,	6500,	yes

	94,	female,	singer,	AB,	177,	39,	university,	2300,	yes

	9,	male,	programmer,	O,	152,	50,	primary,	5500,	no

	59,	third,	singer,	O,	160,	74,	primary,	1,	yes

	24,	third,	engineer,	B,	146,	60,	doctor,	12,	no

	69,	third,	salesman,	A,	161,	58,	university,	1700,	no

	34,	third,	singer,	O,	164,	54,	master,	570,	yes

	76,	third,	scientest,	B,	195,	81,	senior high,	700,	no

	81,	third,	scientest,	A,	182,	60,	doctor,	5100,	yes

	62,	female,	engineer,	B,	172,	77,	junior high,	14,	yes

	58,	third,	singer,	O,	149,	43,	junior high,	90,	no

	44,	third,	salesman,	AB,	150,	36,	junior high,	4600,	no

	51,	female,	programmer,	AB,	161,	61,	master,	5600,	yes

	49,	male,	salesman,	A,	149,	67,	master,	570,	yes

	17,	female,	scientest,	A,	186,	49,	doctor,	66,	no

	98,	female,	singer,	O,	152,	83,	senior high,	76,	yes

	91,	female,	scientest,	O,	194,	56,	junior high,	89,	no

	86,	male,	scientest,	A,	156,	66,	junior high,	7100,	no

	54,	male,	scientest,	O,	158,	60,	junior high,	580,	no

	70,	female,	student,	O,	176,	74,	doctor,	95,	no

