Age,Gender,Occupations,Blood group,Weight,Education,Choosed
45,female,student,AB,96,senior high,no
37,male,engineer,B,82,junior high,no
44,female,engineer,A,82,senior high,no
43,female,engineer,A,64,doctor,yes
56,female,scientest,A,81,university,no
0,female,scientest,B,88,senior high,no
77,third,salesman,AB,95,master,no
99,third,singer,O,78,senior high,no
33,male,engineer,AB,64,junior high,no
6,female,chef,O,50,senior high,no
99,female,neet,B,88,primary,no
37,third,engineer,AB,81,primary,no
3,third,salesman,AB,53,senior high,no
45,male,student,O,65,university,no
97,male,singer,AB,82,doctor,no
83,male,singer,AB,63,primary,no
87,third,singer,A,80,master,no
37,female,salesman,O,43,primary,yes
21,female,neet,B,42,doctor,no
39,third,singer,O,75,junior high,yes
67,male,student,A,36,master,no
11,male,neet,B,35,primary,yes
63,female,programmer,B,82,master,no
56,female,teacher,AB,71,university,no
10,third,salesman,O,71,master,no
27,male,salesman,B,54,primary,no
47,third,scientest,O,41,senior high,no
88,third,engineer,O,79,primary,no
16,female,teacher,AB,60,master,no
17,female,teacher,B,98,doctor,no
55,female,chef,AB,40,doctor,no
16,male,scientest,AB,42,doctor,no
38,female,student,A,99,doctor,no
53,third,engineer,AB,47,doctor,no
68,male,student,AB,90,university,no
67,female,neet,O,52,primary,no
8,third,singer,AB,52,primary,no
33,male,programmer,B,78,master,yes
32,male,salesman,A,99,master,no
90,third,chef,O,81,senior high,no
9,male,neet,A,36,doctor,yes
87,female,programmer,O,89,junior high,no
55,third,chef,O,48,university,no
34,third,teacher,AB,52,university,no
0,female,scientest,A,52,primary,no
69,female,engineer,AB,85,junior high,no
16,female,teacher,B,73,master,no
18,third,salesman,B,54,primary,no
54,male,student,A,64,junior high,no
34,third,programmer,A,40,master,yes
47,male,salesman,B,88,university,no
15,third,teacher,AB,46,primary,no
33,female,singer,O,76,university,yes
70,male,engineer,O,68,doctor,no
71,female,singer,B,77,master,no
12,female,salesman,A,45,primary,yes
9,third,singer,B,69,senior high,no
98,female,singer,AB,61,senior high,no
47,third,salesman,AB,79,junior high,no
39,male,salesman,O,42,primary,yes
81,male,salesman,A,64,primary,no
55,third,scientest,O,58,master,no
53,female,programmer,B,85,university,no
28,female,engineer,A,67,senior high,no
93,third,chef,O,99,junior high,no
30,male,chef,B,74,junior high,yes
87,male,salesman,A,95,university,no
32,third,teacher,O,78,master,yes
33,male,neet,O,38,junior high,yes
65,third,scientest,B,40,master,no
6,female,student,O,66,master,no
31,female,salesman,B,41,primary,no
74,male,singer,B,49,junior high,no
46,female,singer,O,88,primary,no
88,male,scientest,B,57,master,no
17,female,student,O,41,primary,yes
76,third,scientest,B,39,primary,no
94,male,engineer,A,51,master,no
36,female,singer,A,98,doctor,no
56,third,singer,O,88,university,no
25,female,engineer,A,69,primary,no
9,male,salesman,O,56,doctor,no
65,third,neet,B,96,doctor,no
9,male,programmer,B,41,master,yes
36,female,neet,AB,73,master,no
54,male,programmer,O,97,doctor,no
87,male,engineer,AB,97,junior high,no
5,male,programmer,AB,67,junior high,no
30,male,student,B,58,master,no
8,third,chef,AB,58,master,no
1,third,neet,B,82,senior high,no
25,third,chef,O,84,junior high,yes
47,female,teacher,A,37,doctor,no
72,third,chef,AB,75,university,no
44,female,programmer,O,88,junior high,no
89,third,programmer,AB,38,primary,no
82,male,engineer,O,88,master,no
69,male,programmer,O,39,master,no
2,male,teacher,O,57,senior high,no
26,male,student,O,51,junior high,yes
97,third,salesman,AB,60,junior high,no
49,female,scientest,AB,78,doctor,yes
31,third,engineer,AB,98,junior high,no
46,male,teacher,A,90,primary,no
19,female,engineer,B,66,junior high,no
18,female,engineer,O,40,doctor,yes
28,male,chef,AB,94,master,yes
48,third,salesman,AB,65,senior high,no
30,third,singer,O,51,senior high,yes
6,third,chef,O,52,university,no
39,third,salesman,AB,87,master,no
47,male,scientest,O,57,doctor,yes
23,male,student,AB,82,junior high,no
24,female,chef,O,97,doctor,yes
79,third,engineer,O,91,primary,no
68,third,student,A,57,senior high,no
7,male,teacher,AB,96,master,no
13,female,scientest,O,73,master,no
44,female,student,AB,84,doctor,no
28,female,programmer,A,95,senior high,no
11,female,engineer,A,75,master,no
88,female,salesman,B,72,junior high,no
11,female,neet,AB,76,university,no
88,female,chef,A,41,university,no
41,female,singer,A,94,primary,no
73,female,scientest,AB,69,senior high,no
78,third,singer,A,49,junior high,no
4,male,neet,B,78,doctor,no
43,female,teacher,O,39,junior high,no
53,third,teacher,O,88,senior high,no
3,male,singer,O,45,primary,no
6,male,salesman,A,54,university,no
68,male,singer,B,88,senior high,no
7,female,programmer,O,52,doctor,no
67,female,neet,A,76,doctor,no
36,third,student,AB,55,master,no
72,male,singer,AB,80,primary,no
6,female,salesman,AB,43,junior high,no
74,male,engineer,B,35,primary,no
95,third,salesman,AB,37,master,no
36,male,student,O,74,junior high,yes
41,male,engineer,O,70,master,yes
69,third,singer,B,59,university,no
25,third,salesman,AB,41,doctor,no
27,male,student,B,81,senior high,no
46,third,programmer,AB,42,university,no
93,third,student,B,56,junior high,no
20,third,programmer,O,39,senior high,yes
56,third,neet,A,86,master,no
2,female,teacher,A,72,university,no
29,male,chef,O,45,doctor,yes
7,third,chef,AB,45,senior high,no
13,male,salesman,AB,70,primary,no
65,female,teacher,A,66,university,no
6,third,engineer,B,94,primary,no
28,third,singer,AB,66,master,no
72,third,salesman,A,94,master,no
68,female,chef,O,83,university,no
58,male,student,O,53,master,no
26,third,scientest,AB,60,university,no
1,male,salesman,B,82,doctor,no
24,third,singer,A,52,master,no
42,female,chef,AB,63,university,yes
73,third,salesman,B,41,master,no
49,third,singer,O,98,doctor,no
37,male,singer,A,54,junior high,no
28,female,student,O,92,senior high,yes
31,male,engineer,AB,49,doctor,yes
45,female,engineer,AB,64,senior high,no
70,third,programmer,O,40,senior high,no
27,female,programmer,A,39,senior high,no
50,third,engineer,A,82,doctor,yes
44,male,scientest,A,89,master,yes
70,male,neet,O,65,doctor,no
50,male,neet,AB,73,junior high,no
76,female,scientest,B,94,doctor,no
6,female,student,A,55,senior high,no
51,third,engineer,B,90,junior high,no
47,male,chef,O,85,doctor,yes
52,third,engineer,O,40,doctor,no
60,third,chef,AB,69,university,no
45,male,salesman,A,43,junior high,no
26,third,chef,AB,92,senior high,yes
53,third,singer,A,91,senior high,no
3,female,chef,O,36,university,no
92,third,chef,O,50,junior high,no
34,female,chef,B,74,doctor,yes
81,male,singer,B,81,university,no
41,male,salesman,A,56,doctor,no
41,male,chef,AB,68,junior high,yes
96,female,neet,B,52,master,no
13,third,salesman,A,75,master,no
34,female,student,O,94,junior high,yes
94,female,chef,A,79,university,no
7,female,neet,AB,58,master,no
44,third,singer,B,54,junior high,no
6,female,teacher,AB,68,university,no
86,female,salesman,AB,48,primary,no
37,male,singer,A,77,master,no
94,male,student,B,86,junior high,no
80,male,programmer,AB,47,junior high,no
96,third,student,A,61,senior high,no
55,third,teacher,A,74,junior high,no
93,male,scientest,O,89,doctor,no
70,male,scientest,AB,65,junior high,no
75,female,engineer,A,47,doctor,no
98,male,programmer,B,36,doctor,no
20,third,singer,B,76,primary,no
22,third,neet,O,61,university,yes
51,female,chef,O,90,doctor,no
1,female,chef,O,71,university,no
73,female,teacher,A,51,junior high,no
0,female,salesman,O,79,university,no
57,female,student,B,86,senior high,no
17,female,scientest,O,82,junior high,yes
78,female,programmer,O,36,doctor,no
8,male,scientest,O,59,senior high,no
87,male,neet,AB,63,junior high,no
70,third,neet,A,73,junior high,no
48,female,student,O,62,junior high,no
9,third,salesman,B,86,doctor,no
14,male,salesman,A,63,university,no
15,female,neet,AB,74,junior high,no
29,third,programmer,AB,94,senior high,no
42,third,singer,B,87,doctor,no
47,female,neet,A,73,university,no
36,third,programmer,O,55,primary,yes
38,third,salesman,AB,81,master,no
86,male,salesman,O,96,doctor,no
76,male,scientest,AB,71,junior high,no
14,female,teacher,O,88,doctor,no
18,male,chef,A,59,primary,yes
82,female,neet,AB,95,senior high,no
42,female,programmer,B,96,university,no
29,male,engineer,B,55,junior high,no
96,third,singer,AB,57,doctor,no
66,third,neet,AB,41,primary,no
0,male,programmer,O,48,senior high,no
45,third,chef,B,66,junior high,yes
76,third,singer,AB,54,university,no
60,male,teacher,B,55,university,no
62,female,scientest,AB,72,university,no
92,third,chef,O,59,doctor,no
20,male,neet,O,72,university,yes
33,third,teacher,B,61,senior high,no
75,third,salesman,B,95,primary,no
84,third,scientest,O,40,doctor,no
62,third,salesman,B,40,primary,no
30,third,programmer,A,61,university,no
80,female,neet,AB,62,junior high,no
69,male,chef,AB,72,university,no
60,third,teacher,A,41,primary,no
68,female,scientest,B,53,primary,no
63,female,salesman,B,97,junior high,no
9,male,chef,O,69,master,no
67,male,chef,A,61,junior high,no
51,female,programmer,B,45,university,no
13,female,neet,AB,40,senior high,yes
13,female,teacher,AB,42,junior high,yes
73,female,student,O,50,master,no
59,male,student,B,45,senior high,no
65,female,neet,B,96,doctor,no
10,female,chef,O,65,primary,no
0,female,teacher,AB,47,primary,no
78,third,engineer,AB,71,master,no
38,third,scientest,A,68,master,yes
92,third,neet,AB,63,primary,no
7,male,chef,A,89,senior high,no
70,male,chef,AB,51,senior high,no
61,third,chef,B,76,master,no
72,third,neet,B,94,senior high,no
7,male,student,O,94,junior high,no
8,third,programmer,O,47,senior high,no
67,male,programmer,B,37,junior high,no
32,male,neet,B,43,university,no
34,male,chef,A,73,primary,yes
25,male,chef,A,67,junior high,yes
25,male,student,A,66,primary,no
96,third,engineer,AB,38,primary,no
50,male,programmer,O,75,junior high,no
33,female,scientest,O,92,primary,yes
88,third,scientest,B,36,primary,no
68,male,salesman,O,50,doctor,no
65,third,engineer,AB,56,doctor,no
47,female,programmer,AB,43,university,no
29,male,student,O,76,primary,yes
51,male,programmer,B,88,primary,no
75,female,salesman,O,73,junior high,no
25,male,singer,A,66,senior high,no
82,male,scientest,AB,43,junior high,no
33,female,singer,O,79,primary,yes
53,female,neet,O,49,junior high,no
5,female,teacher,O,57,doctor,no
1,third,engineer,O,36,senior high,no
76,third,student,B,47,master,no
46,male,salesman,O,73,senior high,no
50,female,neet,AB,46,university,no
51,male,programmer,A,75,university,no
64,third,neet,AB,90,senior high,no
34,third,singer,B,95,senior high,no
6,third,singer,O,39,doctor,no
62,male,engineer,B,82,junior high,no
11,third,teacher,O,52,primary,no
44,male,programmer,A,46,university,no
11,male,teacher,O,49,master,yes
27,female,student,O,49,university,yes
64,female,salesman,O,35,junior high,no
10,male,teacher,B,55,primary,no
2,male,scientest,O,88,primary,no
76,third,student,O,43,master,no
24,third,singer,B,73,senior high,no
58,female,student,B,93,primary,no
58,third,programmer,AB,88,university,no
30,third,programmer,O,66,master,yes
86,third,neet,AB,81,senior high,no
84,male,student,A,54,senior high,no
64,third,neet,A,55,junior high,no
76,male,singer,O,51,senior high,no
87,male,scientest,A,38,junior high,no
74,female,chef,A,94,university,no
61,female,programmer,B,82,university,no
9,third,teacher,AB,60,university,no
36,third,engineer,AB,37,university,no
28,third,singer,A,61,primary,no
30,third,chef,A,89,senior high,yes
12,male,engineer,B,86,university,no
96,third,teacher,A,58,university,no
88,male,singer,B,39,junior high,no
73,male,student,AB,88,primary,no
61,female,teacher,B,86,master,no
7,female,chef,AB,68,master,no
58,female,engineer,A,64,master,no
72,third,salesman,AB,98,doctor,no
44,male,programmer,AB,61,senior high,no
89,female,programmer,A,44,master,no
35,third,programmer,AB,51,university,no
4,third,programmer,B,71,junior high,no
78,female,chef,A,60,master,no
80,third,teacher,AB,39,senior high,no
7,male,teacher,O,66,junior high,no
29,male,programmer,AB,52,doctor,yes
4,male,scientest,AB,99,senior high,no
92,male,neet,A,39,university,no
30,third,student,A,89,master,no
41,female,scientest,AB,50,doctor,yes
28,male,salesman,A,85,university,no
66,male,programmer,B,85,doctor,no
82,male,salesman,AB,37,senior high,no
73,male,salesman,A,51,primary,no
53,third,salesman,B,71,doctor,no
20,male,engineer,B,37,university,no
51,male,chef,AB,86,primary,no
23,male,salesman,AB,57,junior high,no
65,female,programmer,O,72,master,no
45,male,student,O,89,junior high,no
35,male,salesman,AB,61,university,no
41,third,salesman,AB,77,senior high,no
67,third,engineer,B,54,university,no
18,female,teacher,AB,39,primary,no
9,third,salesman,B,64,junior high,no
70,male,chef,AB,62,junior high,no
39,male,neet,A,49,university,no
72,male,neet,AB,70,university,no
31,male,singer,O,39,university,yes
67,male,chef,AB,65,junior high,no
62,female,salesman,B,43,university,no
56,third,neet,AB,61,master,no
93,third,student,B,77,doctor,no
62,third,neet,A,91,junior high,no
40,third,scientest,A,45,doctor,yes
72,female,neet,A,81,master,no
97,female,teacher,O,58,senior high,no
69,female,programmer,O,71,master,no
39,third,singer,B,72,junior high,no
90,third,teacher,B,79,junior high,no
73,female,scientest,B,63,junior high,no
45,female,student,O,68,master,no
17,male,student,A,80,primary,no
63,female,singer,AB,97,junior high,no
43,male,neet,O,54,primary,no
62,male,teacher,B,78,senior high,no
47,female,scientest,AB,52,junior high,no
72,female,student,A,94,primary,no
81,female,programmer,AB,44,senior high,no
94,female,salesman,A,57,junior high,no
69,third,neet,A,44,doctor,no
20,female,scientest,B,39,master,no
90,male,singer,O,90,senior high,no
85,third,teacher,AB,80,university,no
82,third,salesman,O,74,university,no
51,third,engineer,A,87,doctor,no
53,female,student,A,46,senior high,no
12,male,singer,A,58,junior high,no
10,third,engineer,AB,61,junior high,no
10,third,programmer,A,64,primary,no
14,female,student,B,56,university,no
66,male,programmer,A,92,university,no
7,female,engineer,B,94,doctor,no
32,female,scientest,AB,86,primary,no
0,third,salesman,AB,36,junior high,no
34,female,singer,AB,51,doctor,no
60,male,teacher,O,75,university,no
90,male,chef,O,84,doctor,no
4,third,scientest,O,38,university,no
38,male,student,B,51,master,no
75,third,scientest,AB,75,doctor,no
54,third,engineer,B,48,master,no
58,female,student,A,71,doctor,no
82,female,singer,AB,55,doctor,no
54,male,salesman,O,98,primary,no
92,female,chef,A,80,senior high,no
34,third,chef,B,55,primary,yes
26,male,neet,B,61,university,no
6,male,salesman,O,35,doctor,no
82,male,scientest,AB,74,junior high,no
25,female,salesman,B,97,doctor,no
22,female,student,O,55,junior high,yes
36,female,teacher,O,78,junior high,yes
80,male,engineer,O,96,master,no
50,third,salesman,B,77,senior high,no
54,male,student,AB,97,master,no
51,female,singer,A,39,senior high,no
9,male,programmer,AB,87,university,no
74,third,singer,B,84,doctor,no
94,female,neet,O,91,senior high,no
39,third,salesman,O,60,master,yes
36,male,student,AB,91,master,no
8,female,programmer,B,37,master,no
61,male,student,A,58,university,no
98,third,chef,O,79,junior high,no
87,female,engineer,B,69,doctor,no
4,male,programmer,B,36,senior high,no
78,female,chef,O,62,junior high,no
97,male,engineer,A,68,senior high,no
47,male,salesman,B,57,senior high,no
39,male,neet,B,39,university,no
50,female,singer,A,65,doctor,no
2,male,chef,AB,52,primary,no
19,third,singer,O,47,primary,yes
55,third,chef,O,81,primary,no
78,female,teacher,O,62,primary,no
72,male,salesman,AB,54,primary,no
84,female,neet,O,49,primary,no
83,third,neet,B,52,primary,no
48,female,singer,B,87,master,no
6,third,salesman,AB,77,master,no
51,male,neet,A,62,senior high,no
81,female,student,B,58,university,no
96,third,scientest,AB,48,senior high,no
57,male,engineer,A,91,doctor,no
58,male,teacher,AB,97,doctor,no
33,female,student,O,52,primary,yes
97,third,engineer,O,65,doctor,no
52,female,programmer,A,58,senior high,no
52,third,scientest,AB,62,university,no
42,male,scientest,O,45,primary,no
53,male,salesman,O,42,university,no
45,male,teacher,O,45,primary,no
1,male,programmer,A,84,senior high,no
10,female,singer,AB,69,senior high,no
2,female,teacher,B,98,senior high,no
37,male,singer,AB,79,junior high,no
77,third,teacher,O,66,master,no
14,female,student,AB,64,senior high,no
55,third,student,O,91,university,no
63,female,engineer,AB,60,master,no
29,third,teacher,A,48,university,no
52,third,programmer,O,69,senior high,no
61,third,neet,O,97,master,no
32,female,teacher,B,75,doctor,no
55,male,singer,AB,72,doctor,no
74,female,engineer,B,66,master,no
81,female,teacher,O,93,primary,no
81,third,neet,B,66,university,no
10,third,student,O,85,primary,no
85,third,singer,B,47,senior high,no
9,third,engineer,AB,78,junior high,no
46,female,programmer,A,50,primary,no
5,third,chef,AB,35,master,no
80,third,scientest,AB,47,primary,no
65,third,neet,AB,67,senior high,no
70,female,scientest,AB,59,primary,no
36,female,teacher,A,70,doctor,no
65,third,programmer,B,73,doctor,no
14,third,neet,B,95,master,no
48,third,teacher,A,92,junior high,no
6,male,programmer,A,35,senior high,no
37,female,salesman,O,41,junior high,yes
89,third,neet,O,57,university,no
31,female,scientest,B,76,junior high,no
3,male,singer,A,62,doctor,no
90,third,neet,AB,63,junior high,no
42,third,programmer,A,63,primary,no
91,third,singer,AB,96,master,no
51,female,engineer,A,50,junior high,no
37,third,student,B,42,doctor,no
14,third,chef,B,41,primary,no
96,third,teacher,B,77,primary,no
78,female,teacher,O,44,junior high,no
91,third,teacher,AB,92,doctor,no
97,male,programmer,A,65,university,no
22,third,singer,A,66,primary,no
46,female,neet,AB,66,university,no
14,male,salesman,A,55,doctor,no
40,third,programmer,AB,71,junior high,no
7,female,scientest,AB,76,doctor,no
72,third,chef,A,48,master,no
97,third,teacher,O,41,master,no
96,female,engineer,O,64,primary,no
93,female,student,O,77,senior high,no
19,female,salesman,A,94,doctor,no
22,female,salesman,A,84,senior high,no
22,male,teacher,AB,96,doctor,no
47,male,teacher,A,86,primary,no
25,male,neet,A,65,senior high,no
40,female,salesman,AB,66,doctor,no
18,male,chef,O,60,junior high,yes
34,third,scientest,O,88,primary,yes
49,female,singer,B,46,primary,no
2,male,singer,A,95,primary,no
35,third,salesman,AB,92,senior high,no
21,third,singer,A,98,master,no
27,male,salesman,B,49,master,no
6,male,teacher,B,71,primary,no
68,third,salesman,A,56,university,no
99,third,programmer,B,54,primary,no
14,male,engineer,B,36,doctor,no
43,third,scientest,AB,64,master,yes
8,male,programmer,O,72,master,no
36,male,salesman,AB,82,doctor,no
96,female,chef,B,57,junior high,no
34,female,salesman,O,44,junior high,yes
53,male,programmer,AB,62,junior high,no
24,third,programmer,A,35,senior high,no
28,female,student,O,43,primary,yes
70,third,teacher,B,37,master,no
33,male,singer,O,54,university,yes
34,third,scientest,AB,77,primary,no
63,third,engineer,A,58,master,no
81,male,teacher,O,44,university,no
23,third,programmer,O,73,senior high,yes
30,female,teacher,B,46,doctor,no
9,third,salesman,AB,92,doctor,no
78,male,engineer,A,39,university,no
28,male,engineer,AB,99,master,yes
92,male,scientest,B,81,primary,no
30,male,teacher,B,55,university,no
34,female,chef,AB,88,junior high,yes
66,male,scientest,A,70,master,no
87,third,scientest,B,67,senior high,no
61,male,student,A,50,master,no
99,male,salesman,AB,35,primary,no
91,male,programmer,AB,35,university,no
24,third,student,O,38,primary,yes
65,third,engineer,A,73,primary,no
8,female,chef,B,65,university,no
28,female,programmer,B,95,university,no
43,female,programmer,AB,40,junior high,no
11,female,neet,B,62,doctor,no
9,male,student,O,93,doctor,no
77,male,teacher,O,83,master,no
53,female,chef,B,43,master,no
20,third,scientest,B,97,junior high,no
39,male,programmer,AB,79,primary,no
99,third,neet,AB,77,junior high,no
91,male,teacher,O,89,senior high,no
20,female,salesman,AB,60,junior high,no
30,female,programmer,A,58,master,yes
20,third,chef,A,59,university,yes
26,third,neet,A,97,primary,no
20,third,singer,B,46,university,no
55,third,scientest,A,46,university,no
4,female,programmer,AB,81,senior high,no
85,third,student,AB,53,university,no
87,male,singer,O,51,senior high,no
56,female,chef,B,93,master,no
34,female,scientest,B,39,master,yes
96,third,salesman,AB,38,senior high,no
82,female,programmer,B,70,university,no
61,third,singer,AB,36,master,no
86,male,chef,O,86,doctor,no
71,female,scientest,O,86,junior high,no
29,female,programmer,A,88,junior high,no
97,male,student,B,61,junior high,no
62,female,chef,A,43,doctor,no
5,female,scientest,A,64,junior high,no
94,female,scientest,A,71,primary,no
59,third,scientest,A,78,master,no
1,third,scientest,AB,93,master,no
7,third,chef,B,59,primary,no
32,female,singer,AB,94,junior high,no
75,female,engineer,O,96,doctor,no
13,female,student,B,73,primary,no
88,male,teacher,O,39,senior high,no
70,female,neet,B,98,primary,no
49,third,teacher,O,83,master,no
77,female,student,B,83,doctor,no
94,male,engineer,B,48,doctor,no
35,female,student,O,75,senior high,yes
87,female,chef,B,72,university,no
60,male,salesman,B,50,master,no
79,male,salesman,B,37,senior high,no
17,male,scientest,A,42,master,no
32,third,programmer,AB,50,primary,no
40,third,student,A,52,master,no
40,third,neet,A,36,junior high,no
81,male,scientest,B,54,junior high,no
26,third,chef,A,58,university,yes
47,female,student,AB,52,master,no
89,female,salesman,B,60,primary,no
51,male,programmer,O,58,doctor,no
36,female,engineer,O,42,doctor,yes
89,female,neet,A,68,primary,no
31,female,neet,A,84,primary,no
50,female,salesman,A,64,doctor,no
67,male,scientest,B,78,junior high,no
85,third,chef,B,36,doctor,no
9,third,scientest,B,35,doctor,no
34,male,chef,O,52,university,yes
68,third,singer,B,76,junior high,no
78,third,neet,O,72,junior high,no
19,male,neet,A,47,university,no
95,female,programmer,B,81,master,no
18,male,engineer,A,84,doctor,no
16,male,neet,AB,62,doctor,no
71,female,neet,AB,64,university,no
58,female,student,AB,72,master,no
26,female,salesman,O,66,university,yes
95,third,neet,AB,88,doctor,no
42,female,scientest,A,91,doctor,yes
7,female,teacher,AB,39,master,no
12,male,singer,A,54,master,no
14,male,singer,B,71,master,no
3,third,chef,B,84,master,no
85,male,chef,B,52,university,no
5,third,programmer,B,87,master,no
42,third,salesman,AB,75,university,no
93,third,teacher,B,39,university,no
32,male,salesman,O,70,primary,yes
14,third,singer,O,61,junior high,no
64,third,neet,AB,55,senior high,no
47,male,student,A,67,junior high,no
36,male,chef,B,36,senior high,yes
30,male,salesman,B,93,primary,no
17,male,singer,A,41,primary,no
0,third,engineer,B,37,master,no
8,female,teacher,A,65,master,no
59,female,engineer,O,84,primary,no
83,third,chef,A,47,senior high,no
89,third,programmer,O,68,doctor,no
67,male,chef,O,41,junior high,no
68,female,neet,B,58,doctor,no
99,male,engineer,B,37,senior high,no
68,third,salesman,A,76,junior high,no
21,female,salesman,A,44,primary,no
94,female,singer,AB,68,master,no
69,female,salesman,A,75,senior high,no
35,female,singer,O,50,master,yes
2,female,singer,AB,56,primary,no
65,female,programmer,B,41,senior high,no
86,male,chef,O,85,doctor,no
49,female,singer,O,93,junior high,no
78,male,salesman,AB,90,junior high,no
52,female,chef,AB,52,senior high,no
35,male,student,A,59,junior high,no
70,male,neet,O,75,master,no
50,female,scientest,A,65,primary,no
33,male,scientest,A,87,university,no
27,female,engineer,AB,76,university,no
10,third,teacher,B,81,doctor,no
77,male,singer,AB,79,doctor,no
89,third,chef,B,63,senior high,no
14,male,teacher,AB,68,master,no
28,third,teacher,B,43,master,no
19,male,student,B,39,senior high,no
83,male,student,B,83,primary,no
52,male,salesman,AB,97,university,no
65,male,salesman,AB,67,primary,no
34,third,scientest,O,58,university,yes
99,third,programmer,A,53,university,no
19,female,student,AB,43,senior high,no
1,third,salesman,A,65,university,no
94,third,student,O,63,university,no
63,male,neet,O,35,university,no
80,male,chef,AB,75,master,no
42,third,teacher,AB,99,junior high,no
59,male,scientest,O,60,senior high,no
20,male,programmer,B,83,junior high,no
41,male,singer,AB,50,master,no
22,female,student,O,61,senior high,yes
81,female,neet,AB,87,university,no
23,female,salesman,O,57,junior high,yes
20,third,teacher,O,53,master,yes
61,female,neet,B,59,university,no
7,third,teacher,B,51,senior high,no
51,female,teacher,B,36,doctor,no
35,female,scientest,AB,55,primary,no
32,third,teacher,AB,94,senior high,no
92,male,programmer,AB,80,primary,no
34,third,student,A,87,senior high,no
48,third,neet,B,76,senior high,no
11,female,neet,A,85,university,no
10,third,engineer,AB,62,master,no
22,male,programmer,A,64,primary,no
76,male,programmer,A,65,senior high,no
0,third,engineer,B,52,junior high,no
12,female,scientest,B,36,master,yes
28,male,student,A,67,doctor,no
56,third,scientest,O,61,primary,no
26,female,singer,A,50,doctor,no
63,female,engineer,B,83,doctor,no
1,third,engineer,AB,68,master,no
91,female,engineer,A,96,junior high,no
64,female,neet,O,59,primary,no
33,male,scientest,O,69,doctor,yes
96,female,chef,O,65,primary,no
93,third,programmer,B,66,senior high,no
58,male,salesman,B,95,senior high,no
43,male,programmer,A,70,master,yes
65,third,teacher,O,52,doctor,no
54,female,engineer,O,64,junior high,no
75,male,programmer,O,63,junior high,no
91,third,teacher,O,51,university,no
98,male,teacher,AB,52,doctor,no
99,third,student,AB,71,master,no
3,male,singer,A,99,junior high,no
38,female,scientest,B,77,senior high,no
13,female,chef,B,53,master,no
75,female,engineer,A,91,senior high,no
21,female,neet,O,80,university,yes
60,female,chef,A,60,doctor,no
75,male,programmer,B,50,senior high,no
44,male,scientest,A,73,junior high,no
71,male,teacher,A,53,primary,no
39,third,singer,O,77,junior high,yes
43,third,salesman,A,67,junior high,no
21,third,engineer,AB,60,junior high,no
59,male,engineer,O,39,senior high,no
81,third,engineer,A,79,university,no
70,female,programmer,B,62,master,no
86,female,singer,B,84,primary,no
50,third,neet,B,96,senior high,no
20,female,chef,B,41,university,yes
54,third,chef,AB,71,senior high,no
73,male,engineer,B,70,university,no
65,male,programmer,A,91,primary,no
23,male,engineer,A,72,primary,no
37,male,chef,A,58,junior high,yes
83,male,salesman,B,42,junior high,no
82,third,programmer,B,42,university,no
42,third,engineer,O,87,doctor,yes
48,third,student,B,72,primary,no
50,third,programmer,AB,74,junior high,no
39,third,neet,O,98,senior high,yes
96,third,engineer,O,64,university,no
65,third,engineer,AB,98,master,no
62,third,scientest,B,88,university,no
84,third,teacher,A,79,junior high,no
85,third,scientest,AB,79,master,no
54,third,salesman,A,64,master,no
58,female,singer,AB,60,university,no
97,female,salesman,B,39,master,no
33,third,chef,AB,97,master,yes
59,female,salesman,B,49,doctor,no
35,third,singer,A,70,senior high,no
61,third,teacher,O,97,junior high,no
25,third,salesman,AB,35,master,no
41,male,scientest,AB,80,primary,no
82,male,teacher,A,57,senior high,no
44,female,chef,O,42,senior high,yes
59,female,programmer,AB,76,master,no
25,male,chef,A,59,primary,yes
78,male,engineer,AB,92,doctor,no
78,third,student,A,55,doctor,no
22,female,engineer,AB,81,master,yes
71,male,singer,AB,49,university,no
18,male,chef,AB,54,master,yes
49,female,chef,O,84,senior high,yes
32,third,chef,B,46,university,yes
5,female,chef,AB,90,senior high,no
17,female,engineer,AB,63,university,no
27,female,scientest,B,40,primary,no
93,male,singer,O,52,master,no
74,female,student,AB,35,senior high,no
65,third,salesman,O,81,primary,no
49,male,teacher,AB,51,master,no
52,female,programmer,B,85,university,no
78,third,neet,AB,88,senior high,no
72,male,scientest,A,72,doctor,no
35,male,teacher,A,77,primary,no
83,male,teacher,B,39,doctor,no
95,male,salesman,O,39,doctor,no
28,female,singer,AB,95,junior high,no
3,third,engineer,AB,60,doctor,no
13,male,student,B,76,primary,no
49,male,engineer,B,86,university,no
55,male,student,AB,85,senior high,no
69,third,chef,O,85,junior high,no
59,female,programmer,O,68,senior high,no
54,third,singer,B,46,university,no
81,female,singer,O,63,doctor,no
34,third,neet,O,83,junior high,yes
31,third,scientest,O,60,primary,yes
44,third,salesman,A,73,university,no
51,female,scientest,O,83,doctor,no
6,third,singer,AB,39,senior high,no
60,male,neet,AB,82,master,no
2,female,salesman,B,90,doctor,no
97,male,singer,B,89,primary,no
64,female,engineer,AB,65,master,no
84,third,student,A,77,primary,no
87,female,teacher,AB,76,master,no
12,female,chef,B,99,primary,no
22,female,student,A,98,primary,no
58,third,salesman,A,90,doctor,no
68,male,teacher,B,80,senior high,no
9,third,programmer,O,82,senior high,no
67,male,salesman,B,64,junior high,no
4,third,neet,O,80,master,no
59,female,scientest,A,62,university,no
