Age,Gender,Occupations,Blood group,Height,Weight,Education,Choosed
13,third,salesman,B,184,65,senior high,no
52,third,salesman,O,198,92,doctor,no
80,male,salesman,AB,166,93,primary,no
28,male,singer,A,145,41,senior high,no
89,third,singer,AB,190,53,junior high,no
88,female,teacher,A,193,86,senior high,no
20,third,chef,A,172,53,master,yes
35,female,teacher,B,189,93,doctor,no
92,female,student,B,182,51,primary,no
39,male,engineer,O,166,49,master,yes
1,female,teacher,O,151,35,university,no
11,female,engineer,O,151,97,senior high,no
63,female,scientest,O,177,55,doctor,no
26,third,singer,O,153,35,senior high,yes
87,third,programmer,B,145,36,doctor,no
86,male,student,A,152,83,junior high,no
67,male,engineer,A,166,50,doctor,no
93,female,neet,B,190,55,university,no
44,third,neet,O,166,75,junior high,no
51,male,scientest,AB,195,52,primary,no
68,female,teacher,B,181,35,university,no
79,female,singer,AB,172,90,master,no
73,female,neet,A,143,70,senior high,no
72,third,teacher,AB,161,70,university,no
64,male,teacher,B,171,97,university,no
90,third,scientest,A,151,48,primary,no
48,male,engineer,B,162,58,doctor,yes
6,female,chef,O,152,55,junior high,no
21,female,scientest,A,193,35,primary,no
15,male,engineer,A,164,39,master,no
17,female,neet,AB,151,53,university,no
89,male,salesman,AB,153,43,senior high,no
33,third,scientest,A,167,89,university,no
46,male,salesman,B,193,71,senior high,no
33,third,engineer,B,164,63,junior high,no
93,third,teacher,B,159,47,doctor,no
8,female,programmer,O,198,69,junior high,no
17,female,student,B,185,73,junior high,no
95,female,salesman,AB,190,89,university,no
92,male,student,A,153,63,senior high,no
75,third,scientest,B,160,35,senior high,no
65,male,singer,A,157,77,primary,no
42,male,neet,A,149,78,junior high,no
85,female,student,A,180,49,senior high,no
37,male,student,A,194,68,primary,no
71,female,singer,B,151,97,primary,no
87,male,singer,O,159,69,primary,no
80,male,chef,AB,184,91,university,no
19,male,teacher,O,185,46,doctor,yes
11,male,engineer,A,197,39,primary,yes
14,female,student,AB,164,39,primary,yes
77,female,programmer,A,169,98,master,no
44,third,neet,B,153,80,senior high,no
11,male,student,O,165,94,primary,no
60,third,chef,A,180,70,university,no
8,third,chef,A,153,75,junior high,no
94,female,singer,AB,189,49,university,no
39,female,salesman,AB,190,98,junior high,no
52,third,scientest,B,197,71,doctor,no
65,male,neet,O,198,65,university,no
6,male,programmer,AB,182,60,doctor,no
77,female,teacher,B,183,63,primary,no
22,third,engineer,B,188,51,primary,no
1,female,engineer,O,194,66,master,no
5,third,student,B,188,48,master,no
18,female,programmer,O,158,58,university,yes
98,male,programmer,A,174,37,university,no
86,female,singer,O,157,76,doctor,no
54,female,chef,AB,182,59,university,no
80,third,neet,AB,163,65,doctor,no
97,male,neet,O,160,35,senior high,no
13,male,scientest,A,180,63,university,no
51,third,singer,A,185,38,junior high,no
38,third,engineer,AB,155,78,senior high,no
46,male,scientest,O,143,40,junior high,no
43,female,salesman,AB,163,87,master,no
17,female,singer,AB,156,46,university,no
3,female,singer,B,154,64,university,no
83,male,salesman,O,171,37,primary,no
36,female,singer,B,143,91,senior high,no
51,female,scientest,A,167,90,junior high,no
10,third,programmer,AB,142,67,master,no
6,male,chef,O,184,45,master,no
37,female,salesman,B,184,45,master,no
58,male,teacher,O,146,67,master,no
41,male,salesman,A,185,81,junior high,no
90,male,engineer,O,177,72,primary,no
90,third,singer,B,151,74,master,no
0,third,neet,AB,163,68,master,no
9,female,student,AB,173,55,master,no
28,third,singer,B,153,52,doctor,no
8,third,singer,A,173,78,university,no
86,male,scientest,O,190,58,senior high,no
7,female,neet,A,183,88,junior high,no
20,female,chef,B,195,52,doctor,yes
72,third,singer,A,153,82,university,no
41,male,engineer,A,152,37,university,no
77,male,teacher,B,166,45,senior high,no
65,third,student,O,152,79,primary,no
45,male,chef,B,193,75,senior high,yes
83,third,neet,AB,153,89,primary,no
23,male,salesman,B,145,63,primary,no
10,female,neet,A,186,57,junior high,no
69,male,chef,B,149,63,university,no
53,male,teacher,A,154,90,senior high,no
74,male,neet,A,193,45,master,no
53,male,neet,A,185,50,master,no
87,third,singer,A,140,52,primary,no
18,female,salesman,O,142,50,doctor,yes
86,male,singer,O,190,55,junior high,no
63,third,chef,A,199,63,primary,no
15,female,singer,B,178,90,doctor,no
64,male,teacher,A,178,38,master,no
20,third,neet,AB,144,92,university,no
43,third,programmer,O,186,54,master,yes
24,male,chef,O,183,62,master,yes
85,third,scientest,O,176,38,senior high,no
37,male,salesman,O,146,67,university,yes
98,male,chef,B,146,46,junior high,no
56,male,salesman,B,181,72,junior high,no
11,male,student,B,154,40,university,yes
90,third,neet,O,146,46,primary,no
61,female,salesman,B,173,92,primary,no
50,third,programmer,O,182,63,senior high,no
4,female,neet,A,155,42,junior high,no
79,male,teacher,O,156,74,junior high,no
40,female,singer,AB,176,93,junior high,no
90,third,singer,B,161,43,senior high,no
5,male,singer,A,189,52,doctor,no
54,male,engineer,A,176,90,primary,no
95,male,salesman,A,155,95,senior high,no
7,female,student,A,156,67,senior high,no
71,third,programmer,O,183,56,junior high,no
24,female,singer,AB,182,54,junior high,no
47,female,singer,B,169,37,doctor,no
59,male,singer,O,152,57,junior high,no
16,third,student,B,176,69,junior high,no
26,female,chef,A,189,83,senior high,yes
47,female,singer,A,177,80,primary,no
57,female,neet,A,177,48,master,no
83,male,engineer,AB,179,89,junior high,no
82,female,engineer,B,146,92,senior high,no
53,male,singer,B,144,45,master,no
39,male,scientest,B,157,46,master,yes
45,female,singer,O,178,91,master,no
52,male,chef,B,191,95,junior high,no
67,female,scientest,B,161,55,master,no
14,female,neet,AB,158,54,senior high,no
2,male,student,A,183,36,master,no
85,male,scientest,B,185,84,university,no
53,third,salesman,A,163,52,primary,no
55,female,teacher,AB,170,69,doctor,no
13,female,neet,AB,144,50,university,no
48,male,engineer,A,176,48,university,no
36,third,teacher,O,155,89,doctor,yes
63,male,student,AB,158,44,doctor,no
69,male,teacher,AB,189,97,junior high,no
74,female,student,O,173,99,master,no
16,female,scientest,B,178,51,master,no
45,third,neet,O,198,63,doctor,no
38,third,salesman,A,160,57,doctor,no
93,third,salesman,A,195,38,senior high,no
60,third,salesman,O,183,63,primary,no
17,third,teacher,AB,157,99,primary,no
80,female,teacher,AB,172,99,primary,no
21,third,teacher,O,199,79,senior high,yes
98,third,scientest,B,156,83,master,no
51,male,scientest,O,156,64,university,no
62,female,neet,AB,166,48,university,no
13,female,teacher,O,181,92,senior high,no
10,third,teacher,O,150,78,university,no
80,female,chef,B,191,96,senior high,no
68,third,singer,O,150,84,doctor,no
22,male,engineer,O,155,81,doctor,yes
27,female,neet,A,186,53,primary,no
15,third,salesman,AB,191,39,senior high,no
72,female,singer,AB,199,83,primary,no
15,female,neet,A,188,73,senior high,no
83,male,teacher,B,186,85,doctor,no
93,female,chef,AB,152,59,senior high,no
74,male,scientest,B,143,36,master,no
78,third,neet,B,143,38,doctor,no
99,third,programmer,O,163,46,master,no
85,female,salesman,A,197,69,university,no
41,third,chef,O,187,72,senior high,yes
67,third,chef,O,170,90,junior high,no
8,male,chef,A,152,63,master,no
74,female,engineer,A,148,74,junior high,no
93,male,teacher,O,195,98,master,no
42,female,singer,B,170,36,senior high,no
69,third,chef,AB,147,77,doctor,no
42,third,neet,B,198,57,master,no
27,male,singer,O,153,75,junior high,yes
66,male,salesman,A,172,74,junior high,no
51,third,salesman,B,194,92,doctor,no
88,male,engineer,O,172,53,senior high,no
78,third,chef,B,199,88,doctor,no
94,third,chef,A,141,96,doctor,no
65,female,teacher,AB,161,92,junior high,no
38,third,teacher,A,141,59,primary,no
13,third,salesman,B,167,75,junior high,no
66,male,neet,A,150,42,university,no
56,male,engineer,A,161,80,primary,no
48,male,salesman,B,184,68,university,no
36,female,chef,A,152,78,primary,yes
27,third,scientest,A,182,79,doctor,yes
32,female,engineer,O,188,45,senior high,yes
27,third,scientest,O,142,52,master,yes
78,male,chef,O,182,44,master,no
91,male,neet,B,196,81,senior high,no
18,female,programmer,B,155,88,master,no
82,male,singer,AB,170,41,senior high,no
44,male,singer,B,192,69,university,no
4,male,chef,AB,162,47,master,no
22,third,neet,AB,151,35,doctor,no
41,male,neet,A,183,45,master,no
15,third,neet,A,192,44,university,no
72,third,salesman,O,194,52,primary,no
60,female,engineer,AB,159,71,university,no
8,male,engineer,B,167,53,university,no
37,third,scientest,B,159,72,junior high,no
53,third,programmer,O,157,95,university,no
93,third,programmer,O,180,50,primary,no
36,male,salesman,O,192,91,primary,yes
11,male,singer,AB,148,82,primary,no
56,female,neet,O,186,86,primary,no
84,male,scientest,AB,148,92,junior high,no
84,male,neet,O,172,89,senior high,no
4,female,engineer,B,178,58,primary,no
47,female,teacher,A,167,95,doctor,no
47,third,scientest,A,167,49,master,yes
98,third,teacher,B,166,48,doctor,no
15,female,salesman,A,169,96,senior high,no
36,female,student,A,155,84,senior high,no
65,male,student,AB,177,81,doctor,no
11,third,chef,AB,152,44,junior high,no
85,third,teacher,AB,165,77,senior high,no
44,third,student,AB,194,63,senior high,no
40,female,scientest,B,169,63,junior high,no
31,male,salesman,A,183,95,primary,no
25,female,teacher,B,166,51,university,no
80,male,teacher,B,170,75,primary,no
83,male,teacher,A,176,84,master,no
36,third,engineer,O,189,83,senior high,yes
1,male,student,AB,144,98,doctor,no
86,male,chef,B,177,36,master,no
40,female,neet,AB,154,93,university,no
1,third,student,AB,150,67,senior high,no
51,female,singer,A,157,55,master,no
20,female,programmer,A,161,48,primary,no
26,third,neet,AB,145,78,university,no
14,male,student,B,195,64,master,no
65,third,scientest,AB,188,68,master,no
87,third,chef,O,188,46,doctor,no
43,female,chef,A,174,60,primary,yes
8,male,salesman,B,171,63,junior high,no
54,female,programmer,AB,171,96,master,no
89,third,teacher,B,158,70,university,no
60,female,student,O,175,91,primary,no
48,female,programmer,AB,148,56,doctor,yes
94,third,chef,O,199,74,primary,no
15,third,engineer,B,159,77,primary,no
37,female,teacher,B,162,41,junior high,no
27,male,student,A,171,75,master,no
36,male,chef,AB,174,92,university,yes
97,male,scientest,A,185,42,master,no
87,female,engineer,B,156,71,doctor,no
39,female,chef,A,168,96,university,yes
97,third,programmer,AB,156,91,doctor,no
13,male,salesman,AB,164,87,senior high,no
50,male,teacher,A,145,56,master,no
90,male,scientest,AB,185,51,university,no
79,third,student,O,157,51,senior high,no
60,female,programmer,AB,188,60,primary,no
42,male,salesman,O,191,37,university,no
77,male,scientest,AB,164,41,senior high,no
31,male,teacher,AB,158,96,junior high,no
4,female,neet,B,158,57,primary,no
55,third,singer,O,193,39,master,no
81,third,salesman,O,154,72,university,no
47,male,engineer,AB,176,43,doctor,yes
11,male,programmer,AB,141,43,primary,yes
99,female,neet,AB,142,47,junior high,no
76,male,singer,A,164,75,master,no
22,third,programmer,AB,165,85,university,no
82,third,programmer,AB,197,38,senior high,no
77,female,student,A,176,48,junior high,no
92,third,neet,O,191,53,doctor,no
51,male,salesman,A,155,40,master,no
59,male,engineer,O,187,61,senior high,no
82,male,teacher,A,196,47,university,no
56,male,chef,B,146,99,primary,no
92,male,neet,AB,178,86,junior high,no
36,male,teacher,AB,154,48,junior high,no
39,male,salesman,A,156,42,junior high,no
91,female,engineer,O,167,79,senior high,no
56,male,singer,AB,154,50,junior high,no
81,female,chef,A,175,54,primary,no
32,male,engineer,AB,155,66,master,yes
88,female,programmer,O,143,62,junior high,no
52,male,teacher,A,173,36,primary,no
45,male,engineer,A,160,89,primary,no
95,third,singer,A,180,98,university,no
40,female,programmer,O,198,75,master,yes
25,female,chef,AB,175,75,doctor,yes
38,third,programmer,O,180,83,doctor,yes
15,female,singer,B,183,38,master,yes
55,male,singer,B,154,93,master,no
87,male,salesman,AB,175,74,junior high,no
55,male,chef,B,144,35,doctor,no
2,third,neet,AB,163,64,primary,no
62,female,scientest,A,175,85,junior high,no
13,male,student,O,148,41,doctor,no
51,male,singer,B,140,38,university,no
53,female,student,A,153,75,doctor,no
80,female,singer,AB,153,98,senior high,no
15,third,neet,B,148,62,university,no
93,third,engineer,B,150,47,master,no
58,third,engineer,A,168,64,junior high,no
64,female,singer,O,159,99,senior high,no
65,female,student,O,194,67,university,no
85,third,student,O,146,36,university,no
15,female,singer,A,179,52,doctor,no
65,third,singer,A,193,62,primary,no
61,male,neet,A,197,44,senior high,no
34,female,engineer,B,156,57,primary,no
66,female,scientest,AB,153,43,senior high,no
30,male,student,AB,154,43,primary,no
11,male,neet,O,193,37,master,yes
51,female,programmer,AB,189,75,doctor,no
96,female,singer,AB,157,37,university,no
41,female,scientest,A,182,51,primary,no
35,third,singer,B,141,35,senior high,no
82,female,teacher,O,178,36,primary,no
91,female,chef,AB,150,97,university,no
33,male,salesman,O,150,57,master,yes
94,male,student,A,195,64,senior high,no
1,third,student,B,174,76,junior high,no
74,male,engineer,B,145,62,senior high,no
25,third,engineer,AB,172,57,master,yes
29,male,scientest,B,171,94,senior high,no
65,female,programmer,A,188,54,university,no
56,third,programmer,O,184,64,primary,no
99,female,chef,A,160,56,doctor,no
94,female,engineer,A,179,73,primary,no
80,third,scientest,AB,176,61,junior high,no
81,male,engineer,B,144,80,junior high,no
27,third,programmer,B,170,86,university,no
90,male,chef,A,171,47,university,no
56,male,programmer,AB,168,47,junior high,no
33,female,chef,AB,190,60,master,yes
95,third,student,AB,197,53,university,no
5,male,salesman,A,194,58,junior high,no
13,female,scientest,A,173,97,master,no
51,male,salesman,B,158,98,master,no
42,male,engineer,B,140,94,junior high,no
72,female,programmer,O,194,39,senior high,no
1,female,scientest,B,147,87,senior high,no
93,male,student,A,146,80,doctor,no
41,third,neet,A,154,86,master,no
79,female,neet,B,168,38,university,no
5,male,teacher,AB,183,91,junior high,no
8,male,programmer,O,170,91,doctor,no
6,female,teacher,B,157,44,senior high,no
59,third,singer,B,175,56,primary,no
19,female,singer,B,142,60,university,no
6,male,singer,B,189,86,junior high,no
32,male,student,O,171,88,junior high,yes
48,third,neet,A,184,68,university,no
17,third,scientest,A,144,41,doctor,no
82,third,scientest,AB,159,82,university,no
25,third,chef,O,146,73,doctor,yes
81,male,neet,B,150,83,senior high,no
3,male,chef,O,163,90,primary,no
51,third,neet,AB,182,35,university,no
38,third,engineer,O,184,78,junior high,yes
44,male,chef,O,143,69,university,yes
4,third,singer,B,185,75,junior high,no
56,third,programmer,O,160,38,primary,no
33,third,programmer,A,173,60,primary,no
44,third,chef,O,189,44,university,yes
18,third,chef,O,199,39,junior high,yes
50,third,scientest,AB,150,80,junior high,no
63,third,salesman,O,188,92,master,no
74,female,engineer,A,188,83,primary,no
79,third,scientest,A,185,74,master,no
64,male,neet,B,169,61,junior high,no
36,male,teacher,B,179,85,senior high,no
48,female,scientest,AB,191,88,primary,no
49,female,singer,O,163,52,junior high,no
16,female,neet,AB,161,88,university,no
18,male,singer,AB,143,63,senior high,no
16,female,singer,AB,177,38,senior high,yes
66,female,teacher,AB,196,53,senior high,no
20,female,scientest,B,141,92,senior high,no
87,female,chef,AB,164,41,master,no
40,third,engineer,A,193,47,master,yes
46,third,singer,O,162,58,junior high,no
4,third,teacher,B,186,87,senior high,no
15,third,chef,AB,189,78,university,no
88,female,teacher,O,192,37,junior high,no
97,female,student,O,178,55,primary,no
47,male,engineer,A,167,70,senior high,no
13,male,chef,A,195,43,doctor,no
73,third,salesman,AB,175,46,master,no
51,female,teacher,B,160,54,junior high,no
80,male,teacher,AB,180,76,university,no
80,female,singer,A,159,63,primary,no
47,male,chef,A,143,80,doctor,yes
74,male,scientest,B,179,45,master,no
55,female,singer,O,149,99,primary,no
90,male,scientest,AB,165,95,university,no
64,third,programmer,AB,170,80,primary,no
11,third,chef,AB,188,83,senior high,no
63,male,singer,A,196,40,master,no
13,third,chef,AB,190,35,master,no
73,male,scientest,B,193,88,master,no
68,third,neet,B,186,78,university,no
12,third,engineer,A,159,51,junior high,no
92,female,chef,A,154,63,doctor,no
18,third,singer,B,149,58,master,no
7,male,student,AB,182,38,junior high,no
51,female,scientest,AB,168,56,junior high,no
85,female,scientest,AB,171,87,primary,no
56,male,chef,AB,153,97,junior high,no
50,male,engineer,A,187,74,master,yes
95,male,engineer,A,143,46,senior high,no
77,female,salesman,A,160,35,university,no
87,third,chef,AB,171,52,senior high,no
55,male,teacher,AB,156,65,senior high,no
83,female,neet,A,166,35,junior high,no
8,female,scientest,A,167,42,junior high,no
59,female,neet,A,157,85,primary,no
84,third,student,B,195,74,senior high,no
17,female,programmer,AB,160,79,master,no
50,third,salesman,AB,168,43,junior high,no
14,third,scientest,AB,196,91,primary,no
98,female,singer,O,169,58,master,no
24,male,neet,B,168,73,university,no
61,female,student,A,196,68,doctor,no
2,male,student,B,160,71,university,no
36,male,teacher,AB,149,62,doctor,no
18,female,engineer,AB,146,51,junior high,no
44,third,neet,O,143,52,junior high,no
21,female,singer,A,164,38,senior high,no
13,male,salesman,O,177,42,junior high,no
42,female,neet,A,181,50,primary,no
28,male,scientest,A,150,62,master,yes
55,female,teacher,O,182,88,doctor,no
77,third,singer,A,158,72,university,no
16,female,teacher,AB,147,93,primary,no
1,third,student,A,189,53,master,no
68,female,salesman,O,147,73,junior high,no
4,male,scientest,B,181,68,master,no
40,male,chef,B,197,68,university,yes
24,male,teacher,AB,176,82,senior high,no
86,third,teacher,A,175,66,master,no
29,third,salesman,AB,167,41,master,no
45,third,singer,AB,157,71,university,no
91,male,salesman,AB,194,41,senior high,no
71,third,teacher,A,159,71,senior high,no
84,male,salesman,AB,140,89,junior high,no
23,male,neet,B,145,64,master,no
0,male,programmer,O,145,92,junior high,no
28,third,programmer,AB,150,94,primary,no
49,male,student,A,149,53,junior high,no
83,third,singer,AB,190,51,primary,no
34,female,programmer,AB,142,85,primary,no
85,male,programmer,A,161,95,senior high,no
48,male,salesman,AB,144,67,primary,no
55,male,engineer,O,164,79,master,no
19,male,engineer,B,195,84,master,no
63,third,neet,AB,182,88,primary,no
43,male,chef,AB,192,39,senior high,yes
43,third,student,AB,156,54,primary,no
4,female,programmer,B,195,43,junior high,no
56,male,scientest,O,172,51,primary,no
11,male,student,A,166,80,university,no
78,female,engineer,A,145,40,senior high,no
16,male,neet,AB,142,63,senior high,no
3,male,salesman,B,151,59,senior high,no
42,female,engineer,B,199,77,university,no
72,female,teacher,A,195,61,university,no
88,male,salesman,O,171,65,primary,no
68,third,programmer,O,159,68,junior high,no
91,third,teacher,O,193,59,junior high,no
7,male,programmer,O,177,55,junior high,no
29,third,scientest,AB,170,55,junior high,no
95,third,singer,AB,166,73,master,no
53,male,scientest,O,162,47,junior high,no
25,third,programmer,AB,185,94,primary,no
80,female,singer,AB,148,85,primary,no
41,female,singer,A,158,81,junior high,no
99,third,singer,A,193,37,junior high,no
25,male,student,AB,156,88,senior high,no
31,female,scientest,O,142,38,junior high,yes
33,third,programmer,B,197,51,primary,no
50,female,chef,AB,147,60,doctor,yes
3,third,engineer,B,182,57,junior high,no
53,female,student,AB,144,35,junior high,no
91,male,singer,O,157,91,university,no
71,female,scientest,A,162,94,university,no
82,third,engineer,O,143,83,master,no
37,female,singer,O,187,60,senior high,yes
2,male,singer,O,143,35,doctor,no
35,female,teacher,AB,173,92,master,no
71,third,engineer,B,183,91,senior high,no
96,male,engineer,A,149,63,master,no
53,male,student,A,191,53,senior high,no
43,third,student,O,163,70,primary,no
51,female,engineer,O,141,85,university,no
47,third,chef,O,193,40,junior high,yes
91,female,student,A,161,84,junior high,no
86,male,singer,A,155,97,primary,no
15,female,engineer,A,190,98,senior high,no
68,third,student,O,190,50,primary,no
70,third,programmer,A,148,51,university,no
76,third,chef,B,165,42,senior high,no
36,female,programmer,B,146,77,university,no
39,third,salesman,AB,196,59,primary,no
47,male,student,O,149,65,junior high,no
89,third,singer,A,189,98,master,no
66,third,engineer,A,148,86,doctor,no
7,third,singer,B,189,38,university,no
0,third,neet,B,160,40,university,no
81,male,scientest,A,161,54,primary,no
47,female,salesman,O,162,75,primary,no
94,male,programmer,O,167,48,doctor,no
71,female,student,A,162,97,university,no
65,female,student,B,186,41,master,no
26,third,teacher,B,197,38,doctor,no
68,male,engineer,A,184,78,senior high,no
85,female,chef,AB,188,36,university,no
56,third,neet,A,181,73,senior high,no
33,male,scientest,A,193,91,university,no
53,male,scientest,AB,189,77,university,no
31,third,programmer,O,161,74,senior high,yes
30,male,engineer,AB,148,40,primary,no
58,female,student,AB,151,76,junior high,no
64,third,student,A,146,38,junior high,no
17,third,scientest,A,144,95,primary,no
87,third,scientest,O,165,95,university,no
60,female,salesman,AB,187,99,senior high,no
54,male,scientest,A,150,77,senior high,no
95,third,teacher,A,176,54,senior high,no
96,male,chef,A,184,52,senior high,no
56,male,singer,B,156,63,primary,no
71,third,engineer,AB,173,76,master,no
41,female,scientest,O,185,72,junior high,no
14,female,programmer,AB,161,98,doctor,no
14,female,neet,B,152,56,master,no
46,male,neet,O,144,44,primary,no
5,male,neet,AB,179,50,master,no
85,third,scientest,B,159,70,primary,no
46,male,teacher,A,182,70,master,no
82,third,singer,AB,171,74,university,no
17,third,salesman,B,163,92,university,no
9,female,teacher,AB,155,81,primary,no
35,third,scientest,A,193,92,junior high,no
68,female,neet,O,177,99,junior high,no
44,third,student,AB,179,74,master,no
88,male,programmer,A,188,52,university,no
10,female,scientest,AB,196,43,doctor,yes
44,male,singer,O,168,65,primary,no
59,third,student,O,188,78,primary,no
95,third,teacher,B,169,96,doctor,no
72,male,scientest,B,193,72,master,no
24,third,neet,A,166,67,university,no
50,third,engineer,O,189,95,senior high,no
10,third,engineer,A,183,62,senior high,no
32,female,programmer,A,145,35,senior high,no
22,female,programmer,A,155,64,master,yes
58,male,chef,O,197,35,primary,no
70,male,salesman,AB,152,39,university,no
27,female,chef,AB,179,67,junior high,yes
52,third,student,A,189,86,junior high,no
13,female,neet,AB,155,83,junior high,no
55,male,neet,A,180,47,master,no
70,third,singer,AB,179,41,junior high,no
55,third,programmer,AB,190,98,junior high,no
83,third,neet,O,181,55,primary,no
65,male,neet,B,173,54,master,no
56,third,salesman,AB,148,77,senior high,no
28,third,neet,A,163,37,university,no
78,female,scientest,A,190,98,primary,no
10,male,engineer,AB,145,57,junior high,no
88,female,teacher,AB,197,85,master,no
15,third,scientest,B,158,84,senior high,no
97,male,student,AB,157,50,junior high,no
69,male,scientest,O,146,40,university,no
49,male,chef,AB,172,51,senior high,yes
63,male,scientest,O,179,49,senior high,no
42,male,chef,A,155,88,doctor,yes
78,male,singer,A,155,75,doctor,no
8,female,singer,O,161,55,doctor,no
22,third,student,B,150,69,master,no
48,male,salesman,O,170,51,university,no
43,third,programmer,A,176,49,master,yes
25,third,student,O,199,52,senior high,yes
39,male,neet,B,167,42,doctor,no
61,female,singer,O,187,46,junior high,no
30,third,chef,B,179,59,doctor,yes
33,female,teacher,O,170,97,master,yes
76,third,programmer,AB,165,77,master,no
9,third,engineer,B,151,94,university,no
64,female,neet,O,159,66,doctor,no
52,female,singer,O,144,95,primary,no
76,third,salesman,O,191,63,senior high,no
27,male,singer,O,157,97,primary,yes
80,female,teacher,A,177,59,doctor,no
54,male,chef,A,151,35,junior high,no
99,third,scientest,A,194,81,junior high,no
12,male,scientest,A,148,37,junior high,yes
70,male,programmer,A,193,90,doctor,no
26,third,chef,AB,154,72,junior high,yes
70,male,salesman,AB,192,44,junior high,no
79,third,student,B,159,40,senior high,no
66,female,salesman,AB,185,94,doctor,no
78,male,scientest,A,199,71,senior high,no
18,male,singer,O,170,87,primary,yes
98,third,programmer,B,184,90,primary,no
16,third,engineer,O,176,48,doctor,yes
48,male,student,B,192,81,doctor,no
28,female,scientest,O,145,35,master,yes
86,female,chef,A,162,74,primary,no
8,male,neet,AB,149,84,university,no
9,female,chef,AB,143,66,junior high,no
11,female,salesman,A,148,86,master,no
25,female,neet,B,183,80,senior high,no
53,third,student,B,140,38,master,no
18,female,chef,O,174,53,doctor,yes
3,third,teacher,B,192,83,primary,no
75,third,programmer,O,188,68,senior high,no
21,female,singer,O,199,99,master,yes
51,female,singer,A,188,58,primary,no
33,female,chef,AB,183,52,master,yes
11,female,scientest,O,185,69,master,no
29,third,engineer,O,155,96,university,yes
83,third,salesman,B,186,89,primary,no
81,female,student,A,164,51,junior high,no
25,female,engineer,AB,160,99,primary,no
75,female,chef,A,179,76,primary,no
82,female,engineer,A,168,68,senior high,no
75,third,programmer,AB,145,51,senior high,no
80,male,programmer,B,167,79,senior high,no
98,female,teacher,B,196,38,senior high,no
54,female,chef,AB,150,52,master,no
63,male,neet,O,143,41,university,no
69,third,student,AB,195,55,senior high,no
19,male,scientest,A,159,82,master,no
68,female,teacher,A,170,72,university,no
25,female,chef,A,193,41,university,yes
82,female,student,O,194,85,primary,no
62,third,chef,O,163,49,doctor,no
89,male,salesman,A,140,45,university,no
71,male,singer,A,148,59,senior high,no
36,female,teacher,AB,151,76,junior high,no
59,third,salesman,AB,187,36,junior high,no
31,third,salesman,B,164,36,senior high,no
91,third,scientest,AB,168,38,doctor,no
0,male,neet,O,166,44,senior high,no
15,female,engineer,A,163,79,university,no
96,female,scientest,AB,170,48,university,no
81,female,engineer,B,170,41,university,no
13,third,salesman,O,146,49,junior high,no
42,male,singer,O,154,45,university,no
51,male,singer,A,173,68,junior high,no
65,male,chef,A,148,57,primary,no
76,third,engineer,O,184,96,master,no
90,male,singer,B,175,76,junior high,no
61,male,programmer,AB,181,73,junior high,no
66,male,salesman,A,169,62,primary,no
49,female,engineer,B,189,91,doctor,yes
18,male,scientest,O,141,87,university,yes
43,third,singer,B,181,87,doctor,no
32,male,singer,AB,144,61,university,no
54,female,singer,O,141,60,university,no
38,third,programmer,A,191,42,junior high,no
3,male,engineer,O,187,44,primary,no
73,female,neet,O,174,90,primary,no
75,male,singer,O,159,93,university,no
86,third,singer,A,156,45,primary,no
15,male,teacher,AB,174,69,junior high,no
15,third,programmer,O,176,69,doctor,no
73,third,salesman,O,145,76,doctor,no
35,third,programmer,AB,163,44,primary,no
35,female,engineer,B,144,43,master,yes
50,third,teacher,B,165,85,junior high,no
53,male,singer,B,171,78,senior high,no
67,female,singer,A,164,39,junior high,no
10,third,scientest,A,143,40,primary,no
98,female,engineer,B,173,37,master,no
99,female,chef,A,173,85,doctor,no
87,female,programmer,A,171,98,junior high,no
86,male,engineer,A,166,35,primary,no
10,male,student,A,144,73,primary,no
27,male,chef,AB,160,96,junior high,yes
21,third,engineer,O,149,78,master,yes
48,third,scientest,A,155,40,senior high,no
47,female,teacher,B,195,80,primary,no
74,female,salesman,B,187,43,doctor,no
76,male,chef,A,142,93,primary,no
92,male,neet,O,156,44,primary,no
54,female,scientest,A,145,56,junior high,no
83,male,singer,A,182,80,master,no
45,male,teacher,O,177,50,primary,no
12,third,teacher,B,169,64,primary,no
43,female,scientest,AB,155,62,master,yes
5,male,chef,AB,162,94,senior high,no
63,female,neet,AB,173,58,junior high,no
27,female,salesman,AB,190,98,doctor,no
41,third,chef,B,196,42,primary,yes
33,third,student,AB,167,85,senior high,no
47,third,programmer,O,151,84,university,no
70,male,teacher,A,187,46,primary,no
5,male,programmer,AB,198,88,primary,no
74,female,neet,AB,165,65,university,no
53,third,engineer,B,155,93,primary,no
70,third,chef,A,177,47,senior high,no
95,male,student,AB,154,64,junior high,no
36,male,teacher,B,172,67,primary,no
72,third,singer,A,173,46,university,no
34,male,salesman,AB,174,77,master,no
30,third,salesman,O,153,76,junior high,yes
56,third,chef,A,180,67,university,no
83,female,salesman,A,199,60,senior high,no
87,female,chef,B,163,97,university,no
47,female,singer,AB,148,57,doctor,no
75,third,engineer,A,161,55,primary,no
87,third,chef,A,154,95,master,no
13,male,programmer,AB,149,90,senior high,no
6,female,singer,B,145,66,senior high,no
5,third,teacher,AB,196,62,university,no
7,third,programmer,O,156,44,junior high,no
50,female,chef,AB,197,47,university,yes
39,female,neet,O,175,42,senior high,yes
