Age,Gender,Occupations,Blood group,Education,Choosed
48,female,student,O,junior high,no
9,third,salesman,B,doctor,no
14,male,salesman,A,university,no
15,female,neet,AB,junior high,no
29,third,programmer,AB,senior high,no
42,third,singer,B,doctor,no
47,female,neet,A,university,no
36,third,programmer,O,primary,yes
38,third,salesman,AB,master,no
86,male,salesman,O,doctor,no
76,male,scientest,AB,junior high,no
14,female,teacher,O,doctor,no
18,male,chef,A,primary,yes
82,female,neet,AB,senior high,no
42,female,programmer,B,university,no
29,male,engineer,B,junior high,no
96,third,singer,AB,doctor,no
66,third,neet,AB,primary,no
0,male,programmer,O,senior high,no
45,third,chef,B,junior high,yes
76,third,singer,AB,university,no
60,male,teacher,B,university,no
62,female,scientest,AB,university,no
92,third,chef,O,doctor,no
20,male,neet,O,university,yes
33,third,teacher,B,senior high,no
75,third,salesman,B,primary,no
84,third,scientest,O,doctor,no
62,third,salesman,B,primary,no
30,third,programmer,A,university,no
80,female,neet,AB,junior high,no
69,male,chef,AB,university,no
60,third,teacher,A,primary,no
68,female,scientest,B,primary,no
63,female,salesman,B,junior high,no
9,male,chef,O,master,no
67,male,chef,A,junior high,no
51,female,programmer,B,university,no
13,female,neet,AB,senior high,yes
13,female,teacher,AB,junior high,yes
73,female,student,O,master,no
59,male,student,B,senior high,no
65,female,neet,B,doctor,no
10,female,chef,O,primary,no
0,female,teacher,AB,primary,no
78,third,engineer,AB,master,no
38,third,scientest,A,master,yes
92,third,neet,AB,primary,no
7,male,chef,A,senior high,no
70,male,chef,AB,senior high,no
61,third,chef,B,master,no
72,third,neet,B,senior high,no
7,male,student,O,junior high,no
8,third,programmer,O,senior high,no
67,male,programmer,B,junior high,no
32,male,neet,B,university,no
34,male,chef,A,primary,yes
25,male,chef,A,junior high,yes
25,male,student,A,primary,no
96,third,engineer,AB,primary,no
50,male,programmer,O,junior high,no
33,female,scientest,O,primary,yes
88,third,scientest,B,primary,no
68,male,salesman,O,doctor,no
65,third,engineer,AB,doctor,no
47,female,programmer,AB,university,no
29,male,student,O,primary,yes
51,male,programmer,B,primary,no
75,female,salesman,O,junior high,no
25,male,singer,A,senior high,no
82,male,scientest,AB,junior high,no
33,female,singer,O,primary,yes
53,female,neet,O,junior high,no
5,female,teacher,O,doctor,no
1,third,engineer,O,senior high,no
76,third,student,B,master,no
46,male,salesman,O,senior high,no
50,female,neet,AB,university,no
51,male,programmer,A,university,no
64,third,neet,AB,senior high,no
34,third,singer,B,senior high,no
6,third,singer,O,doctor,no
62,male,engineer,B,junior high,no
11,third,teacher,O,primary,no
44,male,programmer,A,university,no
11,male,teacher,O,master,yes
27,female,student,O,university,yes
64,female,salesman,O,junior high,no
10,male,teacher,B,primary,no
2,male,scientest,O,primary,no
76,third,student,O,master,no
24,third,singer,B,senior high,no
58,female,student,B,primary,no
58,third,programmer,AB,university,no
30,third,programmer,O,master,yes
86,third,neet,AB,senior high,no
84,male,student,A,senior high,no
64,third,neet,A,junior high,no
76,male,singer,O,senior high,no
87,male,scientest,A,junior high,no
74,female,chef,A,university,no
61,female,programmer,B,university,no
9,third,teacher,AB,university,no
36,third,engineer,AB,university,no
28,third,singer,A,primary,no
30,third,chef,A,senior high,yes
12,male,engineer,B,university,no
96,third,teacher,A,university,no
88,male,singer,B,junior high,no
73,male,student,AB,primary,no
61,female,teacher,B,master,no
7,female,chef,AB,master,no
58,female,engineer,A,master,no
72,third,salesman,AB,doctor,no
44,male,programmer,AB,senior high,no
89,female,programmer,A,master,no
35,third,programmer,AB,university,no
4,third,programmer,B,junior high,no
78,female,chef,A,master,no
80,third,teacher,AB,senior high,no
7,male,teacher,O,junior high,no
29,male,programmer,AB,doctor,yes
4,male,scientest,AB,senior high,no
92,male,neet,A,university,no
30,third,student,A,master,no
41,female,scientest,AB,doctor,yes
28,male,salesman,A,university,no
66,male,programmer,B,doctor,no
82,male,salesman,AB,senior high,no
73,male,salesman,A,primary,no
53,third,salesman,B,doctor,no
20,male,engineer,B,university,no
51,male,chef,AB,primary,no
23,male,salesman,AB,junior high,no
65,female,programmer,O,master,no
45,male,student,O,junior high,no
35,male,salesman,AB,university,no
41,third,salesman,AB,senior high,no
67,third,engineer,B,university,no
18,female,teacher,AB,primary,no
9,third,salesman,B,junior high,no
70,male,chef,AB,junior high,no
39,male,neet,A,university,no
72,male,neet,AB,university,no
31,male,singer,O,university,yes
67,male,chef,AB,junior high,no
62,female,salesman,B,university,no
56,third,neet,AB,master,no
93,third,student,B,doctor,no
62,third,neet,A,junior high,no
40,third,scientest,A,doctor,yes
72,female,neet,A,master,no
97,female,teacher,O,senior high,no
69,female,programmer,O,master,no
39,third,singer,B,junior high,no
90,third,teacher,B,junior high,no
73,female,scientest,B,junior high,no
45,female,student,O,master,no
17,male,student,A,primary,no
63,female,singer,AB,junior high,no
43,male,neet,O,primary,no
62,male,teacher,B,senior high,no
47,female,scientest,AB,junior high,no
72,female,student,A,primary,no
81,female,programmer,AB,senior high,no
94,female,salesman,A,junior high,no
69,third,neet,A,doctor,no
20,female,scientest,B,master,no
90,male,singer,O,senior high,no
85,third,teacher,AB,university,no
82,third,salesman,O,university,no
51,third,engineer,A,doctor,no
53,female,student,A,senior high,no
12,male,singer,A,junior high,no
10,third,engineer,AB,junior high,no
10,third,programmer,A,primary,no
14,female,student,B,university,no
66,male,programmer,A,university,no
7,female,engineer,B,doctor,no
32,female,scientest,AB,primary,no
0,third,salesman,AB,junior high,no
34,female,singer,AB,doctor,no
60,male,teacher,O,university,no
90,male,chef,O,doctor,no
4,third,scientest,O,university,no
38,male,student,B,master,no
75,third,scientest,AB,doctor,no
54,third,engineer,B,master,no
58,female,student,A,doctor,no
82,female,singer,AB,doctor,no
54,male,salesman,O,primary,no
92,female,chef,A,senior high,no
34,third,chef,B,primary,yes
26,male,neet,B,university,no
6,male,salesman,O,doctor,no
82,male,scientest,AB,junior high,no
25,female,salesman,B,doctor,no
22,female,student,O,junior high,yes
36,female,teacher,O,junior high,yes
80,male,engineer,O,master,no
50,third,salesman,B,senior high,no
54,male,student,AB,master,no
51,female,singer,A,senior high,no
9,male,programmer,AB,university,no
74,third,singer,B,doctor,no
94,female,neet,O,senior high,no
39,third,salesman,O,master,yes
36,male,student,AB,master,no
8,female,programmer,B,master,no
61,male,student,A,university,no
98,third,chef,O,junior high,no
87,female,engineer,B,doctor,no
4,male,programmer,B,senior high,no
78,female,chef,O,junior high,no
97,male,engineer,A,senior high,no
47,male,salesman,B,senior high,no
39,male,neet,B,university,no
50,female,singer,A,doctor,no
2,male,chef,AB,primary,no
19,third,singer,O,primary,yes
55,third,chef,O,primary,no
78,female,teacher,O,primary,no
72,male,salesman,AB,primary,no
84,female,neet,O,primary,no
83,third,neet,B,primary,no
48,female,singer,B,master,no
6,third,salesman,AB,master,no
51,male,neet,A,senior high,no
81,female,student,B,university,no
96,third,scientest,AB,senior high,no
57,male,engineer,A,doctor,no
58,male,teacher,AB,doctor,no
33,female,student,O,primary,yes
97,third,engineer,O,doctor,no
52,female,programmer,A,senior high,no
52,third,scientest,AB,university,no
42,male,scientest,O,primary,no
53,male,salesman,O,university,no
45,male,teacher,O,primary,no
1,male,programmer,A,senior high,no
10,female,singer,AB,senior high,no
2,female,teacher,B,senior high,no
37,male,singer,AB,junior high,no
77,third,teacher,O,master,no
14,female,student,AB,senior high,no
55,third,student,O,university,no
63,female,engineer,AB,master,no
29,third,teacher,A,university,no
52,third,programmer,O,senior high,no
61,third,neet,O,master,no
32,female,teacher,B,doctor,no
55,male,singer,AB,doctor,no
74,female,engineer,B,master,no
81,female,teacher,O,primary,no
81,third,neet,B,university,no
10,third,student,O,primary,no
85,third,singer,B,senior high,no
9,third,engineer,AB,junior high,no
46,female,programmer,A,primary,no
5,third,chef,AB,master,no
80,third,scientest,AB,primary,no
65,third,neet,AB,senior high,no
70,female,scientest,AB,primary,no
36,female,teacher,A,doctor,no
65,third,programmer,B,doctor,no
14,third,neet,B,master,no
48,third,teacher,A,junior high,no
6,male,programmer,A,senior high,no
37,female,salesman,O,junior high,yes
89,third,neet,O,university,no
31,female,scientest,B,junior high,no
3,male,singer,A,doctor,no
90,third,neet,AB,junior high,no
42,third,programmer,A,primary,no
91,third,singer,AB,master,no
51,female,engineer,A,junior high,no
37,third,student,B,doctor,no
14,third,chef,B,primary,no
96,third,teacher,B,primary,no
78,female,teacher,O,junior high,no
91,third,teacher,AB,doctor,no
97,male,programmer,A,university,no
22,third,singer,A,primary,no
46,female,neet,AB,university,no
14,male,salesman,A,doctor,no
40,third,programmer,AB,junior high,no
7,female,scientest,AB,doctor,no
72,third,chef,A,master,no
97,third,teacher,O,master,no
96,female,engineer,O,primary,no
93,female,student,O,senior high,no
19,female,salesman,A,doctor,no
22,female,salesman,A,senior high,no
22,male,teacher,AB,doctor,no
47,male,teacher,A,primary,no
25,male,neet,A,senior high,no
40,female,salesman,AB,doctor,no
18,male,chef,O,junior high,yes
34,third,scientest,O,primary,yes
49,female,singer,B,primary,no
2,male,singer,A,primary,no
35,third,salesman,AB,senior high,no
21,third,singer,A,master,no
27,male,salesman,B,master,no
6,male,teacher,B,primary,no
68,third,salesman,A,university,no
99,third,programmer,B,primary,no
14,male,engineer,B,doctor,no
43,third,scientest,AB,master,yes
8,male,programmer,O,master,no
36,male,salesman,AB,doctor,no
96,female,chef,B,junior high,no
34,female,salesman,O,junior high,yes
53,male,programmer,AB,junior high,no
24,third,programmer,A,senior high,no
28,female,student,O,primary,yes
70,third,teacher,B,master,no
33,male,singer,O,university,yes
34,third,scientest,AB,primary,no
63,third,engineer,A,master,no
81,male,teacher,O,university,no
23,third,programmer,O,senior high,yes
30,female,teacher,B,doctor,no
9,third,salesman,AB,doctor,no
78,male,engineer,A,university,no
28,male,engineer,AB,master,yes
92,male,scientest,B,primary,no
30,male,teacher,B,university,no
34,female,chef,AB,junior high,yes
66,male,scientest,A,master,no
87,third,scientest,B,senior high,no
61,male,student,A,master,no
99,male,salesman,AB,primary,no
91,male,programmer,AB,university,no
24,third,student,O,primary,yes
65,third,engineer,A,primary,no
8,female,chef,B,university,no
28,female,programmer,B,university,no
43,female,programmer,AB,junior high,no
11,female,neet,B,doctor,no
9,male,student,O,doctor,no
77,male,teacher,O,master,no
53,female,chef,B,master,no
20,third,scientest,B,junior high,no
39,male,programmer,AB,primary,no
99,third,neet,AB,junior high,no
91,male,teacher,O,senior high,no
20,female,salesman,AB,junior high,no
30,female,programmer,A,master,yes
20,third,chef,A,university,yes
26,third,neet,A,primary,no
20,third,singer,B,university,no
55,third,scientest,A,university,no
4,female,programmer,AB,senior high,no
85,third,student,AB,university,no
87,male,singer,O,senior high,no
56,female,chef,B,master,no
34,female,scientest,B,master,yes
96,third,salesman,AB,senior high,no
82,female,programmer,B,university,no
61,third,singer,AB,master,no
86,male,chef,O,doctor,no
71,female,scientest,O,junior high,no
29,female,programmer,A,junior high,no
97,male,student,B,junior high,no
62,female,chef,A,doctor,no
5,female,scientest,A,junior high,no
94,female,scientest,A,primary,no
59,third,scientest,A,master,no
1,third,scientest,AB,master,no
7,third,chef,B,primary,no
32,female,singer,AB,junior high,no
75,female,engineer,O,doctor,no
13,female,student,B,primary,no
88,male,teacher,O,senior high,no
70,female,neet,B,primary,no
49,third,teacher,O,master,no
77,female,student,B,doctor,no
94,male,engineer,B,doctor,no
35,female,student,O,senior high,yes
87,female,chef,B,university,no
60,male,salesman,B,master,no
79,male,salesman,B,senior high,no
17,male,scientest,A,master,no
32,third,programmer,AB,primary,no
40,third,student,A,master,no
40,third,neet,A,junior high,no
81,male,scientest,B,junior high,no
26,third,chef,A,university,yes
47,female,student,AB,master,no
89,female,salesman,B,primary,no
51,male,programmer,O,doctor,no
36,female,engineer,O,doctor,yes
89,female,neet,A,primary,no
31,female,neet,A,primary,no
50,female,salesman,A,doctor,no
67,male,scientest,B,junior high,no
85,third,chef,B,doctor,no
9,third,scientest,B,doctor,no
34,male,chef,O,university,yes
68,third,singer,B,junior high,no
78,third,neet,O,junior high,no
19,male,neet,A,university,no
95,female,programmer,B,master,no
18,male,engineer,A,doctor,no
16,male,neet,AB,doctor,no
71,female,neet,AB,university,no
58,female,student,AB,master,no
26,female,salesman,O,university,yes
95,third,neet,AB,doctor,no
42,female,scientest,A,doctor,yes
7,female,teacher,AB,master,no
12,male,singer,A,master,no
14,male,singer,B,master,no
3,third,chef,B,master,no
85,male,chef,B,university,no
5,third,programmer,B,master,no
42,third,salesman,AB,university,no
93,third,teacher,B,university,no
32,male,salesman,O,primary,yes
14,third,singer,O,junior high,no
64,third,neet,AB,senior high,no
47,male,student,A,junior high,no
36,male,chef,B,senior high,yes
30,male,salesman,B,primary,no
17,male,singer,A,primary,no
0,third,engineer,B,master,no
8,female,teacher,A,master,no
59,female,engineer,O,primary,no
83,third,chef,A,senior high,no
89,third,programmer,O,doctor,no
67,male,chef,O,junior high,no
68,female,neet,B,doctor,no
99,male,engineer,B,senior high,no
68,third,salesman,A,junior high,no
21,female,salesman,A,primary,no
94,female,singer,AB,master,no
69,female,salesman,A,senior high,no
35,female,singer,O,master,yes
2,female,singer,AB,primary,no
65,female,programmer,B,senior high,no
86,male,chef,O,doctor,no
49,female,singer,O,junior high,no
78,male,salesman,AB,junior high,no
52,female,chef,AB,senior high,no
35,male,student,A,junior high,no
70,male,neet,O,master,no
50,female,scientest,A,primary,no
33,male,scientest,A,university,no
27,female,engineer,AB,university,no
10,third,teacher,B,doctor,no
77,male,singer,AB,doctor,no
89,third,chef,B,senior high,no
14,male,teacher,AB,master,no
28,third,teacher,B,master,no
19,male,student,B,senior high,no
83,male,student,B,primary,no
52,male,salesman,AB,university,no
65,male,salesman,AB,primary,no
34,third,scientest,O,university,yes
99,third,programmer,A,university,no
19,female,student,AB,senior high,no
1,third,salesman,A,university,no
94,third,student,O,university,no
63,male,neet,O,university,no
80,male,chef,AB,master,no
42,third,teacher,AB,junior high,no
59,male,scientest,O,senior high,no
20,male,programmer,B,junior high,no
41,male,singer,AB,master,no
22,female,student,O,senior high,yes
81,female,neet,AB,university,no
23,female,salesman,O,junior high,yes
20,third,teacher,O,master,yes
61,female,neet,B,university,no
7,third,teacher,B,senior high,no
51,female,teacher,B,doctor,no
35,female,scientest,AB,primary,no
32,third,teacher,AB,senior high,no
92,male,programmer,AB,primary,no
34,third,student,A,senior high,no
48,third,neet,B,senior high,no
11,female,neet,A,university,no
10,third,engineer,AB,master,no
22,male,programmer,A,primary,no
76,male,programmer,A,senior high,no
0,third,engineer,B,junior high,no
12,female,scientest,B,master,yes
28,male,student,A,doctor,no
56,third,scientest,O,primary,no
26,female,singer,A,doctor,no
63,female,engineer,B,doctor,no
1,third,engineer,AB,master,no
91,female,engineer,A,junior high,no
64,female,neet,O,primary,no
33,male,scientest,O,doctor,yes
96,female,chef,O,primary,no
93,third,programmer,B,senior high,no
58,male,salesman,B,senior high,no
43,male,programmer,A,master,yes
65,third,teacher,O,doctor,no
54,female,engineer,O,junior high,no
75,male,programmer,O,junior high,no
91,third,teacher,O,university,no
98,male,teacher,AB,doctor,no
99,third,student,AB,master,no
3,male,singer,A,junior high,no
38,female,scientest,B,senior high,no
13,female,chef,B,master,no
75,female,engineer,A,senior high,no
21,female,neet,O,university,yes
60,female,chef,A,doctor,no
75,male,programmer,B,senior high,no
44,male,scientest,A,junior high,no
71,male,teacher,A,primary,no
39,third,singer,O,junior high,yes
43,third,salesman,A,junior high,no
21,third,engineer,AB,junior high,no
59,male,engineer,O,senior high,no
81,third,engineer,A,university,no
70,female,programmer,B,master,no
86,female,singer,B,primary,no
50,third,neet,B,senior high,no
20,female,chef,B,university,yes
54,third,chef,AB,senior high,no
73,male,engineer,B,university,no
65,male,programmer,A,primary,no
23,male,engineer,A,primary,no
37,male,chef,A,junior high,yes
83,male,salesman,B,junior high,no
82,third,programmer,B,university,no
42,third,engineer,O,doctor,yes
48,third,student,B,primary,no
50,third,programmer,AB,junior high,no
39,third,neet,O,senior high,yes
96,third,engineer,O,university,no
65,third,engineer,AB,master,no
62,third,scientest,B,university,no
84,third,teacher,A,junior high,no
85,third,scientest,AB,master,no
54,third,salesman,A,master,no
58,female,singer,AB,university,no
97,female,salesman,B,master,no
33,third,chef,AB,master,yes
59,female,salesman,B,doctor,no
35,third,singer,A,senior high,no
61,third,teacher,O,junior high,no
25,third,salesman,AB,master,no
41,male,scientest,AB,primary,no
82,male,teacher,A,senior high,no
44,female,chef,O,senior high,yes
59,female,programmer,AB,master,no
25,male,chef,A,primary,yes
78,male,engineer,AB,doctor,no
78,third,student,A,doctor,no
22,female,engineer,AB,master,yes
71,male,singer,AB,university,no
18,male,chef,AB,master,yes
49,female,chef,O,senior high,yes
32,third,chef,B,university,yes
5,female,chef,AB,senior high,no
17,female,engineer,AB,university,no
27,female,scientest,B,primary,no
93,male,singer,O,master,no
74,female,student,AB,senior high,no
65,third,salesman,O,primary,no
49,male,teacher,AB,master,no
52,female,programmer,B,university,no
78,third,neet,AB,senior high,no
72,male,scientest,A,doctor,no
35,male,teacher,A,primary,no
83,male,teacher,B,doctor,no
95,male,salesman,O,doctor,no
28,female,singer,AB,junior high,no
3,third,engineer,AB,doctor,no
13,male,student,B,primary,no
49,male,engineer,B,university,no
55,male,student,AB,senior high,no
69,third,chef,O,junior high,no
59,female,programmer,O,senior high,no
54,third,singer,B,university,no
81,female,singer,O,doctor,no
34,third,neet,O,junior high,yes
31,third,scientest,O,primary,yes
44,third,salesman,A,university,no
51,female,scientest,O,doctor,no
6,third,singer,AB,senior high,no
60,male,neet,AB,master,no
2,female,salesman,B,doctor,no
97,male,singer,B,primary,no
64,female,engineer,AB,master,no
84,third,student,A,primary,no
87,female,teacher,AB,master,no
12,female,chef,B,primary,no
22,female,student,A,primary,no
58,third,salesman,A,doctor,no
68,male,teacher,B,senior high,no
9,third,programmer,O,senior high,no
67,male,salesman,B,junior high,no
4,third,neet,O,master,no
59,female,scientest,A,university,no
7,female,singer,O,junior high,no
44,third,scientest,AB,doctor,yes
58,female,singer,O,senior high,no
34,third,singer,A,junior high,no
36,female,engineer,B,doctor,yes
16,female,student,A,senior high,no
78,female,chef,B,master,no
77,male,teacher,O,master,no
76,third,scientest,B,primary,no
79,third,chef,O,junior high,no
6,female,neet,B,senior high,no
80,female,salesman,A,junior high,no
19,male,student,A,university,no
82,female,engineer,A,primary,no
7,female,programmer,B,junior high,no
5,third,salesman,B,doctor,no
62,third,teacher,B,master,no
79,female,salesman,O,junior high,no
45,third,singer,A,university,no
23,male,teacher,B,junior high,no
20,female,teacher,O,doctor,yes
95,male,student,B,master,no
78,female,scientest,AB,master,no
72,third,teacher,O,master,no
57,male,salesman,O,senior high,no
49,female,salesman,B,doctor,no
21,male,chef,O,primary,yes
49,female,student,A,senior high,no
24,male,salesman,AB,doctor,no
32,female,student,B,senior high,no
1,male,singer,A,senior high,no
26,male,scientest,AB,master,yes
10,third,teacher,AB,primary,no
13,third,scientest,O,primary,no
85,third,singer,AB,junior high,no
50,third,programmer,O,master,yes
5,third,neet,A,junior high,no
81,male,neet,AB,university,no
32,female,salesman,A,junior high,no
29,third,programmer,O,primary,yes
7,female,programmer,A,primary,no
79,male,singer,AB,primary,no
81,third,scientest,A,doctor,no
1,female,teacher,B,university,no
39,third,engineer,AB,senior high,no
28,female,salesman,B,master,no
82,third,programmer,B,doctor,no
51,third,singer,A,doctor,no
64,female,singer,O,doctor,no
2,third,singer,A,primary,no
7,male,programmer,AB,university,no
38,third,engineer,A,university,no
62,female,scientest,A,doctor,no
2,female,scientest,B,university,no
71,male,student,O,university,no
48,female,singer,B,senior high,no
81,third,teacher,A,junior high,no
13,female,teacher,AB,master,no
52,male,teacher,A,doctor,no
24,female,singer,O,doctor,yes
79,male,student,B,doctor,no
13,third,salesman,B,senior high,no
52,third,salesman,O,doctor,no
80,male,salesman,AB,primary,no
28,male,singer,A,senior high,no
89,third,singer,AB,junior high,no
88,female,teacher,A,senior high,no
20,third,chef,A,master,yes
35,female,teacher,B,doctor,no
92,female,student,B,primary,no
39,male,engineer,O,master,yes
1,female,teacher,O,university,no
11,female,engineer,O,senior high,no
63,female,scientest,O,doctor,no
26,third,singer,O,senior high,yes
87,third,programmer,B,doctor,no
86,male,student,A,junior high,no
67,male,engineer,A,doctor,no
93,female,neet,B,university,no
44,third,neet,O,junior high,no
51,male,scientest,AB,primary,no
68,female,teacher,B,university,no
79,female,singer,AB,master,no
73,female,neet,A,senior high,no
72,third,teacher,AB,university,no
64,male,teacher,B,university,no
90,third,scientest,A,primary,no
48,male,engineer,B,doctor,yes
6,female,chef,O,junior high,no
21,female,scientest,A,primary,no
15,male,engineer,A,master,no
17,female,neet,AB,university,no
89,male,salesman,AB,senior high,no
33,third,scientest,A,university,no
46,male,salesman,B,senior high,no
33,third,engineer,B,junior high,no
93,third,teacher,B,doctor,no
8,female,programmer,O,junior high,no
17,female,student,B,junior high,no
95,female,salesman,AB,university,no
92,male,student,A,senior high,no
75,third,scientest,B,senior high,no
65,male,singer,A,primary,no
42,male,neet,A,junior high,no
85,female,student,A,senior high,no
37,male,student,A,primary,no
71,female,singer,B,primary,no
87,male,singer,O,primary,no
80,male,chef,AB,university,no
19,male,teacher,O,doctor,yes
11,male,engineer,A,primary,yes
14,female,student,AB,primary,yes
77,female,programmer,A,master,no
44,third,neet,B,senior high,no
11,male,student,O,primary,no
60,third,chef,A,university,no
8,third,chef,A,junior high,no
94,female,singer,AB,university,no
39,female,salesman,AB,junior high,no
52,third,scientest,B,doctor,no
65,male,neet,O,university,no
6,male,programmer,AB,doctor,no
77,female,teacher,B,primary,no
22,third,engineer,B,primary,no
1,female,engineer,O,master,no
5,third,student,B,master,no
18,female,programmer,O,university,yes
98,male,programmer,A,university,no
86,female,singer,O,doctor,no
54,female,chef,AB,university,no
80,third,neet,AB,doctor,no
97,male,neet,O,senior high,no
13,male,scientest,A,university,no
51,third,singer,A,junior high,no
38,third,engineer,AB,senior high,no
46,male,scientest,O,junior high,no
43,female,salesman,AB,master,no
17,female,singer,AB,university,no
3,female,singer,B,university,no
83,male,salesman,O,primary,no
36,female,singer,B,senior high,no
51,female,scientest,A,junior high,no
10,third,programmer,AB,master,no
6,male,chef,O,master,no
37,female,salesman,B,master,no
58,male,teacher,O,master,no
41,male,salesman,A,junior high,no
90,male,engineer,O,primary,no
90,third,singer,B,master,no
0,third,neet,AB,master,no
9,female,student,AB,master,no
28,third,singer,B,doctor,no
8,third,singer,A,university,no
86,male,scientest,O,senior high,no
7,female,neet,A,junior high,no
20,female,chef,B,doctor,yes
72,third,singer,A,university,no
41,male,engineer,A,university,no
77,male,teacher,B,senior high,no
65,third,student,O,primary,no
45,male,chef,B,senior high,yes
83,third,neet,AB,primary,no
23,male,salesman,B,primary,no
10,female,neet,A,junior high,no
69,male,chef,B,university,no
53,male,teacher,A,senior high,no
74,male,neet,A,master,no
53,male,neet,A,master,no
87,third,singer,A,primary,no
18,female,salesman,O,doctor,yes
86,male,singer,O,junior high,no
63,third,chef,A,primary,no
15,female,singer,B,doctor,no
64,male,teacher,A,master,no
20,third,neet,AB,university,no
43,third,programmer,O,master,yes
24,male,chef,O,master,yes
85,third,scientest,O,senior high,no
37,male,salesman,O,university,yes
98,male,chef,B,junior high,no
56,male,salesman,B,junior high,no
11,male,student,B,university,yes
90,third,neet,O,primary,no
61,female,salesman,B,primary,no
50,third,programmer,O,senior high,no
4,female,neet,A,junior high,no
79,male,teacher,O,junior high,no
40,female,singer,AB,junior high,no
90,third,singer,B,senior high,no
5,male,singer,A,doctor,no
54,male,engineer,A,primary,no
95,male,salesman,A,senior high,no
7,female,student,A,senior high,no
71,third,programmer,O,junior high,no
24,female,singer,AB,junior high,no
47,female,singer,B,doctor,no
59,male,singer,O,junior high,no
16,third,student,B,junior high,no
26,female,chef,A,senior high,yes
47,female,singer,A,primary,no
57,female,neet,A,master,no
83,male,engineer,AB,junior high,no
82,female,engineer,B,senior high,no
53,male,singer,B,master,no
39,male,scientest,B,master,yes
45,female,singer,O,master,no
52,male,chef,B,junior high,no
67,female,scientest,B,master,no
14,female,neet,AB,senior high,no
2,male,student,A,master,no
85,male,scientest,B,university,no
53,third,salesman,A,primary,no
55,female,teacher,AB,doctor,no
13,female,neet,AB,university,no
48,male,engineer,A,university,no
36,third,teacher,O,doctor,yes
63,male,student,AB,doctor,no
69,male,teacher,AB,junior high,no
74,female,student,O,master,no
16,female,scientest,B,master,no
45,third,neet,O,doctor,no
38,third,salesman,A,doctor,no
93,third,salesman,A,senior high,no
60,third,salesman,O,primary,no
17,third,teacher,AB,primary,no
80,female,teacher,AB,primary,no
21,third,teacher,O,senior high,yes
98,third,scientest,B,master,no
51,male,scientest,O,university,no
62,female,neet,AB,university,no
13,female,teacher,O,senior high,no
10,third,teacher,O,university,no
80,female,chef,B,senior high,no
68,third,singer,O,doctor,no
22,male,engineer,O,doctor,yes
27,female,neet,A,primary,no
15,third,salesman,AB,senior high,no
72,female,singer,AB,primary,no
15,female,neet,A,senior high,no
83,male,teacher,B,doctor,no
93,female,chef,AB,senior high,no
74,male,scientest,B,master,no
78,third,neet,B,doctor,no
99,third,programmer,O,master,no
85,female,salesman,A,university,no
41,third,chef,O,senior high,yes
67,third,chef,O,junior high,no
8,male,chef,A,master,no
74,female,engineer,A,junior high,no
93,male,teacher,O,master,no
42,female,singer,B,senior high,no
69,third,chef,AB,doctor,no
42,third,neet,B,master,no
27,male,singer,O,junior high,yes
66,male,salesman,A,junior high,no
51,third,salesman,B,doctor,no
88,male,engineer,O,senior high,no
78,third,chef,B,doctor,no
94,third,chef,A,doctor,no
65,female,teacher,AB,junior high,no
38,third,teacher,A,primary,no
13,third,salesman,B,junior high,no
66,male,neet,A,university,no
56,male,engineer,A,primary,no
48,male,salesman,B,university,no
36,female,chef,A,primary,yes
27,third,scientest,A,doctor,yes
32,female,engineer,O,senior high,yes
27,third,scientest,O,master,yes
78,male,chef,O,master,no
91,male,neet,B,senior high,no
18,female,programmer,B,master,no
82,male,singer,AB,senior high,no
44,male,singer,B,university,no
4,male,chef,AB,master,no
22,third,neet,AB,doctor,no
41,male,neet,A,master,no
15,third,neet,A,university,no
72,third,salesman,O,primary,no
60,female,engineer,AB,university,no
8,male,engineer,B,university,no
37,third,scientest,B,junior high,no
53,third,programmer,O,university,no
93,third,programmer,O,primary,no
36,male,salesman,O,primary,yes
11,male,singer,AB,primary,no
56,female,neet,O,primary,no
84,male,scientest,AB,junior high,no
84,male,neet,O,senior high,no
4,female,engineer,B,primary,no
47,female,teacher,A,doctor,no
47,third,scientest,A,master,yes
98,third,teacher,B,doctor,no
15,female,salesman,A,senior high,no
36,female,student,A,senior high,no
65,male,student,AB,doctor,no
11,third,chef,AB,junior high,no
85,third,teacher,AB,senior high,no
44,third,student,AB,senior high,no
40,female,scientest,B,junior high,no
31,male,salesman,A,primary,no
25,female,teacher,B,university,no
80,male,teacher,B,primary,no
83,male,teacher,A,master,no
36,third,engineer,O,senior high,yes
1,male,student,AB,doctor,no
86,male,chef,B,master,no
40,female,neet,AB,university,no
1,third,student,AB,senior high,no
51,female,singer,A,master,no
20,female,programmer,A,primary,no
26,third,neet,AB,university,no
14,male,student,B,master,no
65,third,scientest,AB,master,no
87,third,chef,O,doctor,no
43,female,chef,A,primary,yes
8,male,salesman,B,junior high,no
54,female,programmer,AB,master,no
89,third,teacher,B,university,no
60,female,student,O,primary,no
48,female,programmer,AB,doctor,yes
94,third,chef,O,primary,no
15,third,engineer,B,primary,no
37,female,teacher,B,junior high,no
27,male,student,A,master,no
36,male,chef,AB,university,yes
97,male,scientest,A,master,no
87,female,engineer,B,doctor,no
39,female,chef,A,university,yes
97,third,programmer,AB,doctor,no
13,male,salesman,AB,senior high,no
50,male,teacher,A,master,no
