Age,Gender,Occupations,Blood group,Weight,Choosed
63,female,singer,AB,97,no
43,male,neet,O,54,no
62,male,teacher,B,78,no
47,female,scientest,AB,52,no
72,female,student,A,94,no
81,female,programmer,AB,44,no
94,female,salesman,A,57,no
69,third,neet,A,44,no
20,female,scientest,B,39,no
90,male,singer,O,90,no
85,third,teacher,AB,80,no
82,third,salesman,O,74,no
51,third,engineer,A,87,no
53,female,student,A,46,no
12,male,singer,A,58,no
10,third,engineer,AB,61,no
10,third,programmer,A,64,no
14,female,student,B,56,no
66,male,programmer,A,92,no
7,female,engineer,B,94,no
32,female,scientest,AB,86,no
0,third,salesman,AB,36,no
34,female,singer,AB,51,no
60,male,teacher,O,75,no
90,male,chef,O,84,no
4,third,scientest,O,38,no
38,male,student,B,51,no
75,third,scientest,AB,75,no
54,third,engineer,B,48,no
58,female,student,A,71,no
82,female,singer,AB,55,no
54,male,salesman,O,98,no
92,female,chef,A,80,no
34,third,chef,B,55,yes
26,male,neet,B,61,no
6,male,salesman,O,35,no
82,male,scientest,AB,74,no
25,female,salesman,B,97,no
22,female,student,O,55,yes
36,female,teacher,O,78,yes
80,male,engineer,O,96,no
50,third,salesman,B,77,no
54,male,student,AB,97,no
51,female,singer,A,39,no
9,male,programmer,AB,87,no
74,third,singer,B,84,no
94,female,neet,O,91,no
39,third,salesman,O,60,yes
36,male,student,AB,91,no
8,female,programmer,B,37,no
61,male,student,A,58,no
98,third,chef,O,79,no
87,female,engineer,B,69,no
4,male,programmer,B,36,no
78,female,chef,O,62,no
97,male,engineer,A,68,no
47,male,salesman,B,57,no
39,male,neet,B,39,no
50,female,singer,A,65,no
2,male,chef,AB,52,no
19,third,singer,O,47,yes
55,third,chef,O,81,no
78,female,teacher,O,62,no
72,male,salesman,AB,54,no
84,female,neet,O,49,no
83,third,neet,B,52,no
48,female,singer,B,87,no
6,third,salesman,AB,77,no
51,male,neet,A,62,no
81,female,student,B,58,no
96,third,scientest,AB,48,no
57,male,engineer,A,91,no
58,male,teacher,AB,97,no
33,female,student,O,52,yes
97,third,engineer,O,65,no
52,female,programmer,A,58,no
52,third,scientest,AB,62,no
42,male,scientest,O,45,no
53,male,salesman,O,42,no
45,male,teacher,O,45,no
1,male,programmer,A,84,no
10,female,singer,AB,69,no
2,female,teacher,B,98,no
37,male,singer,AB,79,no
77,third,teacher,O,66,no
14,female,student,AB,64,no
55,third,student,O,91,no
63,female,engineer,AB,60,no
29,third,teacher,A,48,no
52,third,programmer,O,69,no
61,third,neet,O,97,no
32,female,teacher,B,75,no
55,male,singer,AB,72,no
74,female,engineer,B,66,no
81,female,teacher,O,93,no
81,third,neet,B,66,no
10,third,student,O,85,no
85,third,singer,B,47,no
9,third,engineer,AB,78,no
46,female,programmer,A,50,no
5,third,chef,AB,35,no
80,third,scientest,AB,47,no
65,third,neet,AB,67,no
70,female,scientest,AB,59,no
36,female,teacher,A,70,no
65,third,programmer,B,73,no
14,third,neet,B,95,no
48,third,teacher,A,92,no
6,male,programmer,A,35,no
37,female,salesman,O,41,yes
89,third,neet,O,57,no
31,female,scientest,B,76,no
3,male,singer,A,62,no
90,third,neet,AB,63,no
42,third,programmer,A,63,no
91,third,singer,AB,96,no
51,female,engineer,A,50,no
37,third,student,B,42,no
14,third,chef,B,41,no
96,third,teacher,B,77,no
78,female,teacher,O,44,no
91,third,teacher,AB,92,no
97,male,programmer,A,65,no
22,third,singer,A,66,no
46,female,neet,AB,66,no
14,male,salesman,A,55,no
40,third,programmer,AB,71,no
7,female,scientest,AB,76,no
72,third,chef,A,48,no
97,third,teacher,O,41,no
96,female,engineer,O,64,no
93,female,student,O,77,no
19,female,salesman,A,94,no
22,female,salesman,A,84,no
22,male,teacher,AB,96,no
47,male,teacher,A,86,no
25,male,neet,A,65,no
40,female,salesman,AB,66,no
18,male,chef,O,60,yes
34,third,scientest,O,88,yes
49,female,singer,B,46,no
2,male,singer,A,95,no
35,third,salesman,AB,92,no
21,third,singer,A,98,no
27,male,salesman,B,49,no
6,male,teacher,B,71,no
68,third,salesman,A,56,no
99,third,programmer,B,54,no
14,male,engineer,B,36,no
43,third,scientest,AB,64,yes
8,male,programmer,O,72,no
36,male,salesman,AB,82,no
96,female,chef,B,57,no
34,female,salesman,O,44,yes
53,male,programmer,AB,62,no
24,third,programmer,A,35,no
28,female,student,O,43,yes
70,third,teacher,B,37,no
33,male,singer,O,54,yes
34,third,scientest,AB,77,no
63,third,engineer,A,58,no
81,male,teacher,O,44,no
23,third,programmer,O,73,yes
30,female,teacher,B,46,no
9,third,salesman,AB,92,no
78,male,engineer,A,39,no
28,male,engineer,AB,99,yes
92,male,scientest,B,81,no
30,male,teacher,B,55,no
34,female,chef,AB,88,yes
66,male,scientest,A,70,no
87,third,scientest,B,67,no
61,male,student,A,50,no
99,male,salesman,AB,35,no
91,male,programmer,AB,35,no
24,third,student,O,38,yes
65,third,engineer,A,73,no
8,female,chef,B,65,no
28,female,programmer,B,95,no
43,female,programmer,AB,40,no
11,female,neet,B,62,no
9,male,student,O,93,no
77,male,teacher,O,83,no
53,female,chef,B,43,no
20,third,scientest,B,97,no
39,male,programmer,AB,79,no
99,third,neet,AB,77,no
91,male,teacher,O,89,no
20,female,salesman,AB,60,no
30,female,programmer,A,58,yes
20,third,chef,A,59,yes
26,third,neet,A,97,no
20,third,singer,B,46,no
55,third,scientest,A,46,no
4,female,programmer,AB,81,no
85,third,student,AB,53,no
87,male,singer,O,51,no
56,female,chef,B,93,no
34,female,scientest,B,39,yes
96,third,salesman,AB,38,no
82,female,programmer,B,70,no
61,third,singer,AB,36,no
86,male,chef,O,86,no
71,female,scientest,O,86,no
29,female,programmer,A,88,no
97,male,student,B,61,no
62,female,chef,A,43,no
5,female,scientest,A,64,no
94,female,scientest,A,71,no
59,third,scientest,A,78,no
1,third,scientest,AB,93,no
7,third,chef,B,59,no
32,female,singer,AB,94,no
75,female,engineer,O,96,no
13,female,student,B,73,no
88,male,teacher,O,39,no
70,female,neet,B,98,no
49,third,teacher,O,83,no
77,female,student,B,83,no
94,male,engineer,B,48,no
35,female,student,O,75,yes
87,female,chef,B,72,no
60,male,salesman,B,50,no
79,male,salesman,B,37,no
17,male,scientest,A,42,no
32,third,programmer,AB,50,no
40,third,student,A,52,no
40,third,neet,A,36,no
81,male,scientest,B,54,no
26,third,chef,A,58,yes
47,female,student,AB,52,no
89,female,salesman,B,60,no
51,male,programmer,O,58,no
36,female,engineer,O,42,yes
89,female,neet,A,68,no
31,female,neet,A,84,no
50,female,salesman,A,64,no
67,male,scientest,B,78,no
85,third,chef,B,36,no
9,third,scientest,B,35,no
34,male,chef,O,52,yes
68,third,singer,B,76,no
78,third,neet,O,72,no
19,male,neet,A,47,no
95,female,programmer,B,81,no
18,male,engineer,A,84,no
16,male,neet,AB,62,no
71,female,neet,AB,64,no
58,female,student,AB,72,no
26,female,salesman,O,66,yes
95,third,neet,AB,88,no
42,female,scientest,A,91,yes
7,female,teacher,AB,39,no
12,male,singer,A,54,no
14,male,singer,B,71,no
3,third,chef,B,84,no
85,male,chef,B,52,no
5,third,programmer,B,87,no
42,third,salesman,AB,75,no
93,third,teacher,B,39,no
32,male,salesman,O,70,yes
14,third,singer,O,61,no
64,third,neet,AB,55,no
47,male,student,A,67,no
36,male,chef,B,36,yes
30,male,salesman,B,93,no
17,male,singer,A,41,no
0,third,engineer,B,37,no
8,female,teacher,A,65,no
59,female,engineer,O,84,no
83,third,chef,A,47,no
89,third,programmer,O,68,no
67,male,chef,O,41,no
68,female,neet,B,58,no
99,male,engineer,B,37,no
68,third,salesman,A,76,no
21,female,salesman,A,44,no
94,female,singer,AB,68,no
69,female,salesman,A,75,no
35,female,singer,O,50,yes
2,female,singer,AB,56,no
65,female,programmer,B,41,no
86,male,chef,O,85,no
49,female,singer,O,93,no
78,male,salesman,AB,90,no
52,female,chef,AB,52,no
35,male,student,A,59,no
70,male,neet,O,75,no
50,female,scientest,A,65,no
33,male,scientest,A,87,no
27,female,engineer,AB,76,no
10,third,teacher,B,81,no
77,male,singer,AB,79,no
89,third,chef,B,63,no
14,male,teacher,AB,68,no
28,third,teacher,B,43,no
19,male,student,B,39,no
83,male,student,B,83,no
52,male,salesman,AB,97,no
65,male,salesman,AB,67,no
34,third,scientest,O,58,yes
99,third,programmer,A,53,no
19,female,student,AB,43,no
1,third,salesman,A,65,no
94,third,student,O,63,no
63,male,neet,O,35,no
80,male,chef,AB,75,no
42,third,teacher,AB,99,no
59,male,scientest,O,60,no
20,male,programmer,B,83,no
41,male,singer,AB,50,no
22,female,student,O,61,yes
81,female,neet,AB,87,no
23,female,salesman,O,57,yes
20,third,teacher,O,53,yes
61,female,neet,B,59,no
7,third,teacher,B,51,no
51,female,teacher,B,36,no
35,female,scientest,AB,55,no
32,third,teacher,AB,94,no
92,male,programmer,AB,80,no
34,third,student,A,87,no
48,third,neet,B,76,no
11,female,neet,A,85,no
10,third,engineer,AB,62,no
22,male,programmer,A,64,no
76,male,programmer,A,65,no
0,third,engineer,B,52,no
12,female,scientest,B,36,yes
28,male,student,A,67,no
56,third,scientest,O,61,no
26,female,singer,A,50,no
63,female,engineer,B,83,no
1,third,engineer,AB,68,no
91,female,engineer,A,96,no
64,female,neet,O,59,no
33,male,scientest,O,69,yes
96,female,chef,O,65,no
93,third,programmer,B,66,no
58,male,salesman,B,95,no
43,male,programmer,A,70,yes
65,third,teacher,O,52,no
54,female,engineer,O,64,no
75,male,programmer,O,63,no
91,third,teacher,O,51,no
98,male,teacher,AB,52,no
99,third,student,AB,71,no
3,male,singer,A,99,no
38,female,scientest,B,77,no
13,female,chef,B,53,no
75,female,engineer,A,91,no
21,female,neet,O,80,yes
60,female,chef,A,60,no
75,male,programmer,B,50,no
44,male,scientest,A,73,no
71,male,teacher,A,53,no
39,third,singer,O,77,yes
43,third,salesman,A,67,no
21,third,engineer,AB,60,no
59,male,engineer,O,39,no
81,third,engineer,A,79,no
70,female,programmer,B,62,no
86,female,singer,B,84,no
50,third,neet,B,96,no
20,female,chef,B,41,yes
54,third,chef,AB,71,no
73,male,engineer,B,70,no
65,male,programmer,A,91,no
23,male,engineer,A,72,no
37,male,chef,A,58,yes
83,male,salesman,B,42,no
82,third,programmer,B,42,no
42,third,engineer,O,87,yes
48,third,student,B,72,no
50,third,programmer,AB,74,no
39,third,neet,O,98,yes
96,third,engineer,O,64,no
65,third,engineer,AB,98,no
62,third,scientest,B,88,no
84,third,teacher,A,79,no
85,third,scientest,AB,79,no
54,third,salesman,A,64,no
58,female,singer,AB,60,no
97,female,salesman,B,39,no
33,third,chef,AB,97,yes
59,female,salesman,B,49,no
35,third,singer,A,70,no
61,third,teacher,O,97,no
25,third,salesman,AB,35,no
41,male,scientest,AB,80,no
82,male,teacher,A,57,no
44,female,chef,O,42,yes
59,female,programmer,AB,76,no
25,male,chef,A,59,yes
78,male,engineer,AB,92,no
78,third,student,A,55,no
22,female,engineer,AB,81,yes
71,male,singer,AB,49,no
18,male,chef,AB,54,yes
49,female,chef,O,84,yes
32,third,chef,B,46,yes
5,female,chef,AB,90,no
17,female,engineer,AB,63,no
27,female,scientest,B,40,no
93,male,singer,O,52,no
74,female,student,AB,35,no
65,third,salesman,O,81,no
49,male,teacher,AB,51,no
52,female,programmer,B,85,no
78,third,neet,AB,88,no
72,male,scientest,A,72,no
35,male,teacher,A,77,no
83,male,teacher,B,39,no
95,male,salesman,O,39,no
28,female,singer,AB,95,no
3,third,engineer,AB,60,no
13,male,student,B,76,no
49,male,engineer,B,86,no
55,male,student,AB,85,no
69,third,chef,O,85,no
59,female,programmer,O,68,no
54,third,singer,B,46,no
81,female,singer,O,63,no
34,third,neet,O,83,yes
31,third,scientest,O,60,yes
44,third,salesman,A,73,no
51,female,scientest,O,83,no
6,third,singer,AB,39,no
60,male,neet,AB,82,no
2,female,salesman,B,90,no
97,male,singer,B,89,no
64,female,engineer,AB,65,no
84,third,student,A,77,no
87,female,teacher,AB,76,no
12,female,chef,B,99,no
22,female,student,A,98,no
58,third,salesman,A,90,no
68,male,teacher,B,80,no
9,third,programmer,O,82,no
67,male,salesman,B,64,no
4,third,neet,O,80,no
59,female,scientest,A,62,no
7,female,singer,O,75,no
44,third,scientest,AB,96,yes
58,female,singer,O,40,no
34,third,singer,A,51,no
36,female,engineer,B,71,yes
16,female,student,A,67,no
78,female,chef,B,60,no
77,male,teacher,O,72,no
76,third,scientest,B,59,no
79,third,chef,O,67,no
6,female,neet,B,64,no
80,female,salesman,A,61,no
19,male,student,A,51,no
82,female,engineer,A,99,no
7,female,programmer,B,60,no
5,third,salesman,B,42,no
62,third,teacher,B,54,no
79,female,salesman,O,85,no
45,third,singer,A,90,no
23,male,teacher,B,38,no
20,female,teacher,O,79,yes
95,male,student,B,44,no
78,female,scientest,AB,36,no
72,third,teacher,O,50,no
57,male,salesman,O,60,no
49,female,salesman,B,97,no
21,male,chef,O,55,yes
49,female,student,A,73,no
24,male,salesman,AB,37,no
32,female,student,B,81,no
1,male,singer,A,45,no
26,male,scientest,AB,49,yes
10,third,teacher,AB,36,no
13,third,scientest,O,39,no
85,third,singer,AB,90,no
50,third,programmer,O,52,yes
5,third,neet,A,76,no
81,male,neet,AB,55,no
32,female,salesman,A,72,no
29,third,programmer,O,67,yes
7,female,programmer,A,60,no
79,male,singer,AB,45,no
81,third,scientest,A,45,no
1,female,teacher,B,51,no
39,third,engineer,AB,56,no
28,female,salesman,B,66,no
82,third,programmer,B,63,no
51,third,singer,A,64,no
64,female,singer,O,93,no
2,third,singer,A,47,no
7,male,programmer,AB,64,no
38,third,engineer,A,37,no
62,female,scientest,A,61,no
2,female,scientest,B,67,no
71,male,student,O,90,no
48,female,singer,B,90,no
81,third,teacher,A,37,no
13,female,teacher,AB,51,no
52,male,teacher,A,49,no
24,female,singer,O,91,yes
79,male,student,B,77,no
13,third,salesman,B,65,no
52,third,salesman,O,92,no
80,male,salesman,AB,93,no
28,male,singer,A,41,no
89,third,singer,AB,53,no
88,female,teacher,A,86,no
20,third,chef,A,53,yes
35,female,teacher,B,93,no
92,female,student,B,51,no
39,male,engineer,O,49,yes
1,female,teacher,O,35,no
11,female,engineer,O,97,no
63,female,scientest,O,55,no
26,third,singer,O,35,yes
87,third,programmer,B,36,no
86,male,student,A,83,no
67,male,engineer,A,50,no
93,female,neet,B,55,no
44,third,neet,O,75,no
51,male,scientest,AB,52,no
68,female,teacher,B,35,no
79,female,singer,AB,90,no
73,female,neet,A,70,no
72,third,teacher,AB,70,no
64,male,teacher,B,97,no
90,third,scientest,A,48,no
48,male,engineer,B,58,yes
6,female,chef,O,55,no
21,female,scientest,A,35,no
15,male,engineer,A,39,no
17,female,neet,AB,53,no
89,male,salesman,AB,43,no
33,third,scientest,A,89,no
46,male,salesman,B,71,no
33,third,engineer,B,63,no
93,third,teacher,B,47,no
8,female,programmer,O,69,no
17,female,student,B,73,no
95,female,salesman,AB,89,no
92,male,student,A,63,no
75,third,scientest,B,35,no
65,male,singer,A,77,no
42,male,neet,A,78,no
85,female,student,A,49,no
37,male,student,A,68,no
71,female,singer,B,97,no
87,male,singer,O,69,no
80,male,chef,AB,91,no
19,male,teacher,O,46,yes
11,male,engineer,A,39,yes
14,female,student,AB,39,yes
77,female,programmer,A,98,no
44,third,neet,B,80,no
11,male,student,O,94,no
60,third,chef,A,70,no
8,third,chef,A,75,no
94,female,singer,AB,49,no
39,female,salesman,AB,98,no
52,third,scientest,B,71,no
65,male,neet,O,65,no
6,male,programmer,AB,60,no
77,female,teacher,B,63,no
22,third,engineer,B,51,no
1,female,engineer,O,66,no
5,third,student,B,48,no
18,female,programmer,O,58,yes
98,male,programmer,A,37,no
86,female,singer,O,76,no
54,female,chef,AB,59,no
80,third,neet,AB,65,no
97,male,neet,O,35,no
13,male,scientest,A,63,no
51,third,singer,A,38,no
38,third,engineer,AB,78,no
46,male,scientest,O,40,no
43,female,salesman,AB,87,no
17,female,singer,AB,46,no
3,female,singer,B,64,no
83,male,salesman,O,37,no
36,female,singer,B,91,no
51,female,scientest,A,90,no
10,third,programmer,AB,67,no
6,male,chef,O,45,no
37,female,salesman,B,45,no
58,male,teacher,O,67,no
41,male,salesman,A,81,no
90,male,engineer,O,72,no
90,third,singer,B,74,no
0,third,neet,AB,68,no
9,female,student,AB,55,no
28,third,singer,B,52,no
8,third,singer,A,78,no
86,male,scientest,O,58,no
7,female,neet,A,88,no
20,female,chef,B,52,yes
72,third,singer,A,82,no
41,male,engineer,A,37,no
77,male,teacher,B,45,no
65,third,student,O,79,no
45,male,chef,B,75,yes
83,third,neet,AB,89,no
23,male,salesman,B,63,no
10,female,neet,A,57,no
69,male,chef,B,63,no
53,male,teacher,A,90,no
74,male,neet,A,45,no
53,male,neet,A,50,no
87,third,singer,A,52,no
18,female,salesman,O,50,yes
86,male,singer,O,55,no
63,third,chef,A,63,no
15,female,singer,B,90,no
64,male,teacher,A,38,no
20,third,neet,AB,92,no
43,third,programmer,O,54,yes
24,male,chef,O,62,yes
85,third,scientest,O,38,no
37,male,salesman,O,67,yes
98,male,chef,B,46,no
56,male,salesman,B,72,no
11,male,student,B,40,yes
90,third,neet,O,46,no
61,female,salesman,B,92,no
50,third,programmer,O,63,no
4,female,neet,A,42,no
79,male,teacher,O,74,no
40,female,singer,AB,93,no
90,third,singer,B,43,no
5,male,singer,A,52,no
54,male,engineer,A,90,no
95,male,salesman,A,95,no
7,female,student,A,67,no
71,third,programmer,O,56,no
24,female,singer,AB,54,no
47,female,singer,B,37,no
59,male,singer,O,57,no
16,third,student,B,69,no
26,female,chef,A,83,yes
47,female,singer,A,80,no
57,female,neet,A,48,no
83,male,engineer,AB,89,no
82,female,engineer,B,92,no
53,male,singer,B,45,no
39,male,scientest,B,46,yes
45,female,singer,O,91,no
52,male,chef,B,95,no
67,female,scientest,B,55,no
14,female,neet,AB,54,no
2,male,student,A,36,no
85,male,scientest,B,84,no
53,third,salesman,A,52,no
55,female,teacher,AB,69,no
13,female,neet,AB,50,no
48,male,engineer,A,48,no
36,third,teacher,O,89,yes
63,male,student,AB,44,no
69,male,teacher,AB,97,no
74,female,student,O,99,no
16,female,scientest,B,51,no
45,third,neet,O,63,no
38,third,salesman,A,57,no
93,third,salesman,A,38,no
60,third,salesman,O,63,no
17,third,teacher,AB,99,no
80,female,teacher,AB,99,no
21,third,teacher,O,79,yes
98,third,scientest,B,83,no
51,male,scientest,O,64,no
62,female,neet,AB,48,no
13,female,teacher,O,92,no
10,third,teacher,O,78,no
80,female,chef,B,96,no
68,third,singer,O,84,no
22,male,engineer,O,81,yes
27,female,neet,A,53,no
15,third,salesman,AB,39,no
72,female,singer,AB,83,no
15,female,neet,A,73,no
83,male,teacher,B,85,no
93,female,chef,AB,59,no
74,male,scientest,B,36,no
78,third,neet,B,38,no
99,third,programmer,O,46,no
85,female,salesman,A,69,no
41,third,chef,O,72,yes
67,third,chef,O,90,no
8,male,chef,A,63,no
74,female,engineer,A,74,no
93,male,teacher,O,98,no
42,female,singer,B,36,no
69,third,chef,AB,77,no
42,third,neet,B,57,no
27,male,singer,O,75,yes
66,male,salesman,A,74,no
51,third,salesman,B,92,no
88,male,engineer,O,53,no
78,third,chef,B,88,no
94,third,chef,A,96,no
65,female,teacher,AB,92,no
38,third,teacher,A,59,no
13,third,salesman,B,75,no
66,male,neet,A,42,no
56,male,engineer,A,80,no
48,male,salesman,B,68,no
36,female,chef,A,78,yes
27,third,scientest,A,79,yes
32,female,engineer,O,45,yes
27,third,scientest,O,52,yes
78,male,chef,O,44,no
91,male,neet,B,81,no
18,female,programmer,B,88,no
82,male,singer,AB,41,no
44,male,singer,B,69,no
4,male,chef,AB,47,no
22,third,neet,AB,35,no
41,male,neet,A,45,no
15,third,neet,A,44,no
72,third,salesman,O,52,no
60,female,engineer,AB,71,no
8,male,engineer,B,53,no
37,third,scientest,B,72,no
53,third,programmer,O,95,no
93,third,programmer,O,50,no
36,male,salesman,O,91,yes
11,male,singer,AB,82,no
56,female,neet,O,86,no
84,male,scientest,AB,92,no
84,male,neet,O,89,no
4,female,engineer,B,58,no
47,female,teacher,A,95,no
47,third,scientest,A,49,yes
98,third,teacher,B,48,no
15,female,salesman,A,96,no
36,female,student,A,84,no
65,male,student,AB,81,no
11,third,chef,AB,44,no
85,third,teacher,AB,77,no
44,third,student,AB,63,no
40,female,scientest,B,63,no
31,male,salesman,A,95,no
25,female,teacher,B,51,no
80,male,teacher,B,75,no
83,male,teacher,A,84,no
36,third,engineer,O,83,yes
1,male,student,AB,98,no
86,male,chef,B,36,no
40,female,neet,AB,93,no
1,third,student,AB,67,no
51,female,singer,A,55,no
20,female,programmer,A,48,no
26,third,neet,AB,78,no
14,male,student,B,64,no
65,third,scientest,AB,68,no
87,third,chef,O,46,no
43,female,chef,A,60,yes
8,male,salesman,B,63,no
54,female,programmer,AB,96,no
89,third,teacher,B,70,no
60,female,student,O,91,no
48,female,programmer,AB,56,yes
94,third,chef,O,74,no
15,third,engineer,B,77,no
37,female,teacher,B,41,no
27,male,student,A,75,no
36,male,chef,AB,92,yes
97,male,scientest,A,42,no
87,female,engineer,B,71,no
39,female,chef,A,96,yes
97,third,programmer,AB,91,no
13,male,salesman,AB,87,no
50,male,teacher,A,56,no
90,male,scientest,AB,51,no
79,third,student,O,51,no
60,female,programmer,AB,60,no
42,male,salesman,O,37,no
77,male,scientest,AB,41,no
31,male,teacher,AB,96,no
4,female,neet,B,57,no
55,third,singer,O,39,no
81,third,salesman,O,72,no
47,male,engineer,AB,43,yes
11,male,programmer,AB,43,yes
99,female,neet,AB,47,no
76,male,singer,A,75,no
22,third,programmer,AB,85,no
82,third,programmer,AB,38,no
77,female,student,A,48,no
92,third,neet,O,53,no
51,male,salesman,A,40,no
59,male,engineer,O,61,no
82,male,teacher,A,47,no
56,male,chef,B,99,no
92,male,neet,AB,86,no
36,male,teacher,AB,48,no
39,male,salesman,A,42,no
91,female,engineer,O,79,no
56,male,singer,AB,50,no
81,female,chef,A,54,no
32,male,engineer,AB,66,yes
88,female,programmer,O,62,no
52,male,teacher,A,36,no
45,male,engineer,A,89,no
95,third,singer,A,98,no
40,female,programmer,O,75,yes
25,female,chef,AB,75,yes
38,third,programmer,O,83,yes
15,female,singer,B,38,yes
55,male,singer,B,93,no
87,male,salesman,AB,74,no
55,male,chef,B,35,no
2,third,neet,AB,64,no
62,female,scientest,A,85,no
13,male,student,O,41,no
51,male,singer,B,38,no
53,female,student,A,75,no
80,female,singer,AB,98,no
15,third,neet,B,62,no
93,third,engineer,B,47,no
58,third,engineer,A,64,no
64,female,singer,O,99,no
65,female,student,O,67,no
85,third,student,O,36,no
15,female,singer,A,52,no
65,third,singer,A,62,no
61,male,neet,A,44,no
34,female,engineer,B,57,no
66,female,scientest,AB,43,no
30,male,student,AB,43,no
11,male,neet,O,37,yes
51,female,programmer,AB,75,no
96,female,singer,AB,37,no
41,female,scientest,A,51,no
35,third,singer,B,35,no
82,female,teacher,O,36,no
91,female,chef,AB,97,no
33,male,salesman,O,57,yes
94,male,student,A,64,no
1,third,student,B,76,no
74,male,engineer,B,62,no
25,third,engineer,AB,57,yes
29,male,scientest,B,94,no
65,female,programmer,A,54,no
56,third,programmer,O,64,no
99,female,chef,A,56,no
94,female,engineer,A,73,no
80,third,scientest,AB,61,no
81,male,engineer,B,80,no
27,third,programmer,B,86,no
90,male,chef,A,47,no
56,male,programmer,AB,47,no
33,female,chef,AB,60,yes
95,third,student,AB,53,no
5,male,salesman,A,58,no
13,female,scientest,A,97,no
51,male,salesman,B,98,no
42,male,engineer,B,94,no
72,female,programmer,O,39,no
1,female,scientest,B,87,no
93,male,student,A,80,no
41,third,neet,A,86,no
79,female,neet,B,38,no
5,male,teacher,AB,91,no
8,male,programmer,O,91,no
6,female,teacher,B,44,no
59,third,singer,B,56,no
19,female,singer,B,60,no
6,male,singer,B,86,no
32,male,student,O,88,yes
48,third,neet,A,68,no
17,third,scientest,A,41,no
82,third,scientest,AB,82,no
25,third,chef,O,73,yes
81,male,neet,B,83,no
3,male,chef,O,90,no
51,third,neet,AB,35,no
38,third,engineer,O,78,yes
44,male,chef,O,69,yes
4,third,singer,B,75,no
56,third,programmer,O,38,no
33,third,programmer,A,60,no
44,third,chef,O,44,yes
18,third,chef,O,39,yes
50,third,scientest,AB,80,no
63,third,salesman,O,92,no
74,female,engineer,A,83,no
79,third,scientest,A,74,no
64,male,neet,B,61,no
36,male,teacher,B,85,no
48,female,scientest,AB,88,no
49,female,singer,O,52,no
16,female,neet,AB,88,no
18,male,singer,AB,63,no
16,female,singer,AB,38,yes
66,female,teacher,AB,53,no
20,female,scientest,B,92,no
87,female,chef,AB,41,no
40,third,engineer,A,47,yes
46,third,singer,O,58,no
4,third,teacher,B,87,no
15,third,chef,AB,78,no
88,female,teacher,O,37,no
97,female,student,O,55,no
47,male,engineer,A,70,no
13,male,chef,A,43,no
73,third,salesman,AB,46,no
51,female,teacher,B,54,no
80,male,teacher,AB,76,no
80,female,singer,A,63,no
47,male,chef,A,80,yes
74,male,scientest,B,45,no
55,female,singer,O,99,no
90,male,scientest,AB,95,no
64,third,programmer,AB,80,no
11,third,chef,AB,83,no
63,male,singer,A,40,no
13,third,chef,AB,35,no
73,male,scientest,B,88,no
68,third,neet,B,78,no
12,third,engineer,A,51,no
92,female,chef,A,63,no
18,third,singer,B,58,no
7,male,student,AB,38,no
51,female,scientest,AB,56,no
85,female,scientest,AB,87,no
56,male,chef,AB,97,no
50,male,engineer,A,74,yes
95,male,engineer,A,46,no
77,female,salesman,A,35,no
87,third,chef,AB,52,no
55,male,teacher,AB,65,no
83,female,neet,A,35,no
8,female,scientest,A,42,no
59,female,neet,A,85,no
84,third,student,B,74,no
17,female,programmer,AB,79,no
50,third,salesman,AB,43,no
14,third,scientest,AB,91,no
98,female,singer,O,58,no
24,male,neet,B,73,no
61,female,student,A,68,no
2,male,student,B,71,no
36,male,teacher,AB,62,no
18,female,engineer,AB,51,no
44,third,neet,O,52,no
21,female,singer,A,38,no
13,male,salesman,O,42,no
42,female,neet,A,50,no
28,male,scientest,A,62,yes
55,female,teacher,O,88,no
77,third,singer,A,72,no
16,female,teacher,AB,93,no
1,third,student,A,53,no
68,female,salesman,O,73,no
4,male,scientest,B,68,no
40,male,chef,B,68,yes
24,male,teacher,AB,82,no
86,third,teacher,A,66,no
29,third,salesman,AB,41,no
45,third,singer,AB,71,no
91,male,salesman,AB,41,no
71,third,teacher,A,71,no
84,male,salesman,AB,89,no
23,male,neet,B,64,no
0,male,programmer,O,92,no
28,third,programmer,AB,94,no
49,male,student,A,53,no
83,third,singer,AB,51,no
34,female,programmer,AB,85,no
85,male,programmer,A,95,no
48,male,salesman,AB,67,no
55,male,engineer,O,79,no
19,male,engineer,B,84,no
63,third,neet,AB,88,no
43,male,chef,AB,39,yes
43,third,student,AB,54,no
4,female,programmer,B,43,no
56,male,scientest,O,51,no
11,male,student,A,80,no
78,female,engineer,A,40,no
16,male,neet,AB,63,no
3,male,salesman,B,59,no
42,female,engineer,B,77,no
72,female,teacher,A,61,no
88,male,salesman,O,65,no
68,third,programmer,O,68,no
91,third,teacher,O,59,no
7,male,programmer,O,55,no
29,third,scientest,AB,55,no
95,third,singer,AB,73,no
53,male,scientest,O,47,no
25,third,programmer,AB,94,no
80,female,singer,AB,85,no
41,female,singer,A,81,no
99,third,singer,A,37,no
25,male,student,AB,88,no
31,female,scientest,O,38,yes
33,third,programmer,B,51,no
50,female,chef,AB,60,yes
3,third,engineer,B,57,no
53,female,student,AB,35,no
91,male,singer,O,91,no
71,female,scientest,A,94,no
82,third,engineer,O,83,no
37,female,singer,O,60,yes
2,male,singer,O,35,no
35,female,teacher,AB,92,no
71,third,engineer,B,91,no
