Age,Gender,Weight,Education,Choosed
6,female,64,senior high,no
80,female,61,junior high,no
19,male,51,university,no
82,female,99,primary,no
7,female,60,junior high,no
5,third,42,doctor,no
62,third,54,master,no
79,female,85,junior high,no
45,third,90,university,no
23,male,38,junior high,no
20,female,79,doctor,yes
95,male,44,master,no
78,female,36,master,no
72,third,50,master,no
57,male,60,senior high,no
49,female,97,doctor,no
21,male,55,primary,yes
49,female,73,senior high,no
24,male,37,doctor,no
32,female,81,senior high,no
1,male,45,senior high,no
26,male,49,master,yes
10,third,36,primary,no
13,third,39,primary,no
85,third,90,junior high,no
50,third,52,master,yes
5,third,76,junior high,no
81,male,55,university,no
32,female,72,junior high,no
29,third,67,primary,yes
7,female,60,primary,no
79,male,45,primary,no
81,third,45,doctor,no
1,female,51,university,no
39,third,56,senior high,no
28,female,66,master,no
82,third,63,doctor,no
51,third,64,doctor,no
64,female,93,doctor,no
2,third,47,primary,no
7,male,64,university,no
38,third,37,university,no
62,female,61,doctor,no
2,female,67,university,no
71,male,90,university,no
48,female,90,senior high,no
81,third,37,junior high,no
13,female,51,master,no
52,male,49,doctor,no
24,female,91,doctor,yes
79,male,77,doctor,no
13,third,65,senior high,no
52,third,92,doctor,no
80,male,93,primary,no
28,male,41,senior high,no
89,third,53,junior high,no
88,female,86,senior high,no
20,third,53,master,yes
35,female,93,doctor,no
92,female,51,primary,no
39,male,49,master,yes
1,female,35,university,no
11,female,97,senior high,no
63,female,55,doctor,no
26,third,35,senior high,yes
87,third,36,doctor,no
86,male,83,junior high,no
67,male,50,doctor,no
93,female,55,university,no
44,third,75,junior high,no
51,male,52,primary,no
68,female,35,university,no
79,female,90,master,no
73,female,70,senior high,no
72,third,70,university,no
64,male,97,university,no
90,third,48,primary,no
48,male,58,doctor,yes
6,female,55,junior high,no
21,female,35,primary,no
15,male,39,master,no
17,female,53,university,no
89,male,43,senior high,no
33,third,89,university,no
46,male,71,senior high,no
33,third,63,junior high,no
93,third,47,doctor,no
8,female,69,junior high,no
17,female,73,junior high,no
95,female,89,university,no
92,male,63,senior high,no
75,third,35,senior high,no
65,male,77,primary,no
42,male,78,junior high,no
85,female,49,senior high,no
37,male,68,primary,no
71,female,97,primary,no
87,male,69,primary,no
80,male,91,university,no
19,male,46,doctor,yes
11,male,39,primary,yes
14,female,39,primary,yes
77,female,98,master,no
44,third,80,senior high,no
11,male,94,primary,no
60,third,70,university,no
8,third,75,junior high,no
94,female,49,university,no
39,female,98,junior high,no
52,third,71,doctor,no
65,male,65,university,no
6,male,60,doctor,no
77,female,63,primary,no
22,third,51,primary,no
1,female,66,master,no
5,third,48,master,no
18,female,58,university,yes
98,male,37,university,no
86,female,76,doctor,no
54,female,59,university,no
80,third,65,doctor,no
97,male,35,senior high,no
13,male,63,university,no
51,third,38,junior high,no
38,third,78,senior high,no
46,male,40,junior high,no
43,female,87,master,no
17,female,46,university,no
3,female,64,university,no
83,male,37,primary,no
36,female,91,senior high,no
51,female,90,junior high,no
10,third,67,master,no
6,male,45,master,no
37,female,45,master,no
58,male,67,master,no
41,male,81,junior high,no
90,male,72,primary,no
90,third,74,master,no
0,third,68,master,no
9,female,55,master,no
28,third,52,doctor,no
8,third,78,university,no
86,male,58,senior high,no
7,female,88,junior high,no
20,female,52,doctor,yes
72,third,82,university,no
41,male,37,university,no
77,male,45,senior high,no
65,third,79,primary,no
45,male,75,senior high,yes
83,third,89,primary,no
23,male,63,primary,no
10,female,57,junior high,no
69,male,63,university,no
53,male,90,senior high,no
74,male,45,master,no
53,male,50,master,no
87,third,52,primary,no
18,female,50,doctor,yes
86,male,55,junior high,no
63,third,63,primary,no
15,female,90,doctor,no
64,male,38,master,no
20,third,92,university,no
43,third,54,master,yes
24,male,62,master,yes
85,third,38,senior high,no
37,male,67,university,yes
98,male,46,junior high,no
56,male,72,junior high,no
11,male,40,university,yes
90,third,46,primary,no
61,female,92,primary,no
50,third,63,senior high,no
4,female,42,junior high,no
79,male,74,junior high,no
40,female,93,junior high,no
90,third,43,senior high,no
5,male,52,doctor,no
54,male,90,primary,no
95,male,95,senior high,no
7,female,67,senior high,no
71,third,56,junior high,no
24,female,54,junior high,no
47,female,37,doctor,no
59,male,57,junior high,no
16,third,69,junior high,no
26,female,83,senior high,yes
47,female,80,primary,no
57,female,48,master,no
83,male,89,junior high,no
82,female,92,senior high,no
53,male,45,master,no
39,male,46,master,yes
45,female,91,master,no
52,male,95,junior high,no
67,female,55,master,no
14,female,54,senior high,no
2,male,36,master,no
85,male,84,university,no
53,third,52,primary,no
55,female,69,doctor,no
13,female,50,university,no
48,male,48,university,no
36,third,89,doctor,yes
63,male,44,doctor,no
69,male,97,junior high,no
74,female,99,master,no
16,female,51,master,no
45,third,63,doctor,no
38,third,57,doctor,no
93,third,38,senior high,no
60,third,63,primary,no
17,third,99,primary,no
80,female,99,primary,no
21,third,79,senior high,yes
98,third,83,master,no
51,male,64,university,no
62,female,48,university,no
13,female,92,senior high,no
10,third,78,university,no
80,female,96,senior high,no
68,third,84,doctor,no
22,male,81,doctor,yes
27,female,53,primary,no
15,third,39,senior high,no
72,female,83,primary,no
15,female,73,senior high,no
83,male,85,doctor,no
93,female,59,senior high,no
74,male,36,master,no
78,third,38,doctor,no
99,third,46,master,no
85,female,69,university,no
41,third,72,senior high,yes
67,third,90,junior high,no
8,male,63,master,no
74,female,74,junior high,no
93,male,98,master,no
42,female,36,senior high,no
69,third,77,doctor,no
42,third,57,master,no
27,male,75,junior high,yes
66,male,74,junior high,no
51,third,92,doctor,no
88,male,53,senior high,no
78,third,88,doctor,no
94,third,96,doctor,no
65,female,92,junior high,no
38,third,59,primary,no
13,third,75,junior high,no
66,male,42,university,no
56,male,80,primary,no
48,male,68,university,no
36,female,78,primary,yes
27,third,79,doctor,yes
32,female,45,senior high,yes
27,third,52,master,yes
78,male,44,master,no
91,male,81,senior high,no
18,female,88,master,no
82,male,41,senior high,no
44,male,69,university,no
4,male,47,master,no
22,third,35,doctor,no
41,male,45,master,no
15,third,44,university,no
72,third,52,primary,no
60,female,71,university,no
8,male,53,university,no
37,third,72,junior high,no
53,third,95,university,no
93,third,50,primary,no
36,male,91,primary,yes
11,male,82,primary,no
56,female,86,primary,no
84,male,92,junior high,no
84,male,89,senior high,no
4,female,58,primary,no
47,female,95,doctor,no
47,third,49,master,yes
98,third,48,doctor,no
15,female,96,senior high,no
36,female,84,senior high,no
65,male,81,doctor,no
11,third,44,junior high,no
85,third,77,senior high,no
44,third,63,senior high,no
40,female,63,junior high,no
31,male,95,primary,no
25,female,51,university,no
80,male,75,primary,no
83,male,84,master,no
36,third,83,senior high,yes
1,male,98,doctor,no
86,male,36,master,no
40,female,93,university,no
1,third,67,senior high,no
51,female,55,master,no
20,female,48,primary,no
26,third,78,university,no
14,male,64,master,no
65,third,68,master,no
87,third,46,doctor,no
43,female,60,primary,yes
8,male,63,junior high,no
54,female,96,master,no
89,third,70,university,no
60,female,91,primary,no
48,female,56,doctor,yes
94,third,74,primary,no
15,third,77,primary,no
37,female,41,junior high,no
27,male,75,master,no
36,male,92,university,yes
97,male,42,master,no
87,female,71,doctor,no
39,female,96,university,yes
97,third,91,doctor,no
13,male,87,senior high,no
50,male,56,master,no
90,male,51,university,no
79,third,51,senior high,no
60,female,60,primary,no
42,male,37,university,no
77,male,41,senior high,no
31,male,96,junior high,no
4,female,57,primary,no
55,third,39,master,no
81,third,72,university,no
47,male,43,doctor,yes
11,male,43,primary,yes
99,female,47,junior high,no
76,male,75,master,no
22,third,85,university,no
82,third,38,senior high,no
77,female,48,junior high,no
92,third,53,doctor,no
51,male,40,master,no
59,male,61,senior high,no
82,male,47,university,no
56,male,99,primary,no
92,male,86,junior high,no
36,male,48,junior high,no
39,male,42,junior high,no
91,female,79,senior high,no
56,male,50,junior high,no
81,female,54,primary,no
32,male,66,master,yes
88,female,62,junior high,no
52,male,36,primary,no
45,male,89,primary,no
95,third,98,university,no
40,female,75,master,yes
25,female,75,doctor,yes
38,third,83,doctor,yes
15,female,38,master,yes
55,male,93,master,no
87,male,74,junior high,no
55,male,35,doctor,no
2,third,64,primary,no
62,female,85,junior high,no
13,male,41,doctor,no
51,male,38,university,no
53,female,75,doctor,no
80,female,98,senior high,no
15,third,62,university,no
93,third,47,master,no
58,third,64,junior high,no
64,female,99,senior high,no
65,female,67,university,no
85,third,36,university,no
15,female,52,doctor,no
65,third,62,primary,no
61,male,44,senior high,no
34,female,57,primary,no
66,female,43,senior high,no
30,male,43,primary,no
11,male,37,master,yes
51,female,75,doctor,no
96,female,37,university,no
41,female,51,primary,no
35,third,35,senior high,no
82,female,36,primary,no
91,female,97,university,no
33,male,57,master,yes
94,male,64,senior high,no
1,third,76,junior high,no
74,male,62,senior high,no
25,third,57,master,yes
29,male,94,senior high,no
65,female,54,university,no
56,third,64,primary,no
99,female,56,doctor,no
94,female,73,primary,no
80,third,61,junior high,no
81,male,80,junior high,no
27,third,86,university,no
90,male,47,university,no
56,male,47,junior high,no
33,female,60,master,yes
95,third,53,university,no
5,male,58,junior high,no
13,female,97,master,no
51,male,98,master,no
42,male,94,junior high,no
72,female,39,senior high,no
1,female,87,senior high,no
93,male,80,doctor,no
41,third,86,master,no
79,female,38,university,no
5,male,91,junior high,no
8,male,91,doctor,no
6,female,44,senior high,no
59,third,56,primary,no
19,female,60,university,no
6,male,86,junior high,no
32,male,88,junior high,yes
48,third,68,university,no
17,third,41,doctor,no
82,third,82,university,no
25,third,73,doctor,yes
81,male,83,senior high,no
3,male,90,primary,no
51,third,35,university,no
38,third,78,junior high,yes
44,male,69,university,yes
4,third,75,junior high,no
56,third,38,primary,no
33,third,60,primary,no
44,third,44,university,yes
18,third,39,junior high,yes
50,third,80,junior high,no
63,third,92,master,no
74,female,83,primary,no
79,third,74,master,no
64,male,61,junior high,no
36,male,85,senior high,no
48,female,88,primary,no
49,female,52,junior high,no
16,female,88,university,no
18,male,63,senior high,no
16,female,38,senior high,yes
66,female,53,senior high,no
20,female,92,senior high,no
87,female,41,master,no
40,third,47,master,yes
46,third,58,junior high,no
4,third,87,senior high,no
15,third,78,university,no
88,female,37,junior high,no
97,female,55,primary,no
47,male,70,senior high,no
13,male,43,doctor,no
73,third,46,master,no
51,female,54,junior high,no
80,male,76,university,no
80,female,63,primary,no
47,male,80,doctor,yes
74,male,45,master,no
55,female,99,primary,no
90,male,95,university,no
64,third,80,primary,no
11,third,83,senior high,no
63,male,40,master,no
13,third,35,master,no
73,male,88,master,no
68,third,78,university,no
12,third,51,junior high,no
92,female,63,doctor,no
18,third,58,master,no
7,male,38,junior high,no
51,female,56,junior high,no
85,female,87,primary,no
56,male,97,junior high,no
50,male,74,master,yes
95,male,46,senior high,no
77,female,35,university,no
87,third,52,senior high,no
55,male,65,senior high,no
83,female,35,junior high,no
8,female,42,junior high,no
59,female,85,primary,no
84,third,74,senior high,no
17,female,79,master,no
50,third,43,junior high,no
14,third,91,primary,no
98,female,58,master,no
24,male,73,university,no
61,female,68,doctor,no
2,male,71,university,no
36,male,62,doctor,no
18,female,51,junior high,no
44,third,52,junior high,no
21,female,38,senior high,no
13,male,42,junior high,no
42,female,50,primary,no
28,male,62,master,yes
55,female,88,doctor,no
77,third,72,university,no
16,female,93,primary,no
1,third,53,master,no
68,female,73,junior high,no
4,male,68,master,no
40,male,68,university,yes
24,male,82,senior high,no
86,third,66,master,no
29,third,41,master,no
45,third,71,university,no
91,male,41,senior high,no
71,third,71,senior high,no
84,male,89,junior high,no
23,male,64,master,no
0,male,92,junior high,no
28,third,94,primary,no
49,male,53,junior high,no
83,third,51,primary,no
34,female,85,primary,no
85,male,95,senior high,no
48,male,67,primary,no
55,male,79,master,no
19,male,84,master,no
63,third,88,primary,no
43,male,39,senior high,yes
43,third,54,primary,no
4,female,43,junior high,no
56,male,51,primary,no
11,male,80,university,no
78,female,40,senior high,no
16,male,63,senior high,no
3,male,59,senior high,no
42,female,77,university,no
72,female,61,university,no
88,male,65,primary,no
68,third,68,junior high,no
91,third,59,junior high,no
7,male,55,junior high,no
29,third,55,junior high,no
95,third,73,master,no
53,male,47,junior high,no
25,third,94,primary,no
80,female,85,primary,no
41,female,81,junior high,no
99,third,37,junior high,no
25,male,88,senior high,no
31,female,38,junior high,yes
33,third,51,primary,no
50,female,60,doctor,yes
3,third,57,junior high,no
53,female,35,junior high,no
91,male,91,university,no
71,female,94,university,no
82,third,83,master,no
37,female,60,senior high,yes
2,male,35,doctor,no
35,female,92,master,no
71,third,91,senior high,no
96,male,63,master,no
53,male,53,senior high,no
43,third,70,primary,no
51,female,85,university,no
47,third,40,junior high,yes
91,female,84,junior high,no
86,male,97,primary,no
15,female,98,senior high,no
68,third,50,primary,no
70,third,51,university,no
76,third,42,senior high,no
36,female,77,university,no
39,third,59,primary,no
47,male,65,junior high,no
89,third,98,master,no
66,third,86,doctor,no
7,third,38,university,no
0,third,40,university,no
81,male,54,primary,no
47,female,75,primary,no
94,male,48,doctor,no
71,female,97,university,no
65,female,41,master,no
26,third,38,doctor,no
68,male,78,senior high,no
85,female,36,university,no
56,third,73,senior high,no
33,male,91,university,no
53,male,77,university,no
31,third,74,senior high,yes
30,male,40,primary,no
58,female,76,junior high,no
64,third,38,junior high,no
17,third,95,primary,no
87,third,95,university,no
60,female,99,senior high,no
54,male,77,senior high,no
95,third,54,senior high,no
96,male,52,senior high,no
56,male,63,primary,no
71,third,76,master,no
41,female,72,junior high,no
14,female,98,doctor,no
14,female,56,master,no
46,male,44,primary,no
5,male,50,master,no
85,third,70,primary,no
46,male,70,master,no
82,third,74,university,no
17,third,92,university,no
9,female,81,primary,no
35,third,92,junior high,no
68,female,99,junior high,no
44,third,74,master,no
88,male,52,university,no
10,female,43,doctor,yes
44,male,65,primary,no
59,third,78,primary,no
95,third,96,doctor,no
72,male,72,master,no
24,third,67,university,no
50,third,95,senior high,no
10,third,62,senior high,no
32,female,35,senior high,no
22,female,64,master,yes
58,male,35,primary,no
70,male,39,university,no
27,female,67,junior high,yes
52,third,86,junior high,no
13,female,83,junior high,no
55,male,47,master,no
70,third,41,junior high,no
55,third,98,junior high,no
83,third,55,primary,no
65,male,54,master,no
56,third,77,senior high,no
28,third,37,university,no
78,female,98,primary,no
10,male,57,junior high,no
88,female,85,master,no
15,third,84,senior high,no
97,male,50,junior high,no
69,male,40,university,no
49,male,51,senior high,yes
63,male,49,senior high,no
42,male,88,doctor,yes
78,male,75,doctor,no
8,female,55,doctor,no
22,third,69,master,no
48,male,51,university,no
43,third,49,master,yes
25,third,52,senior high,yes
39,male,42,doctor,no
61,female,46,junior high,no
30,third,59,doctor,yes
33,female,97,master,yes
76,third,77,master,no
9,third,94,university,no
64,female,66,doctor,no
52,female,95,primary,no
76,third,63,senior high,no
27,male,97,primary,yes
80,female,59,doctor,no
54,male,35,junior high,no
99,third,81,junior high,no
12,male,37,junior high,yes
70,male,90,doctor,no
26,third,72,junior high,yes
70,male,44,junior high,no
79,third,40,senior high,no
66,female,94,doctor,no
78,male,71,senior high,no
18,male,87,primary,yes
98,third,90,primary,no
16,third,48,doctor,yes
48,male,81,doctor,no
28,female,35,master,yes
86,female,74,primary,no
8,male,84,university,no
9,female,66,junior high,no
11,female,86,master,no
25,female,80,senior high,no
53,third,38,master,no
18,female,53,doctor,yes
3,third,83,primary,no
75,third,68,senior high,no
21,female,99,master,yes
51,female,58,primary,no
33,female,52,master,yes
11,female,69,master,no
29,third,96,university,yes
83,third,89,primary,no
81,female,51,junior high,no
25,female,99,primary,no
75,female,76,primary,no
82,female,68,senior high,no
75,third,51,senior high,no
80,male,79,senior high,no
98,female,38,senior high,no
54,female,52,master,no
63,male,41,university,no
69,third,55,senior high,no
19,male,82,master,no
68,female,72,university,no
25,female,41,university,yes
82,female,85,primary,no
62,third,49,doctor,no
89,male,45,university,no
71,male,59,senior high,no
36,female,76,junior high,no
59,third,36,junior high,no
31,third,36,senior high,no
91,third,38,doctor,no
0,male,44,senior high,no
15,female,79,university,no
96,female,48,university,no
81,female,41,university,no
13,third,49,junior high,no
42,male,45,university,no
51,male,68,junior high,no
65,male,57,primary,no
76,third,96,master,no
90,male,76,junior high,no
61,male,73,junior high,no
66,male,62,primary,no
49,female,91,doctor,yes
18,male,87,university,yes
43,third,87,doctor,no
32,male,61,university,no
54,female,60,university,no
38,third,42,junior high,no
3,male,44,primary,no
73,female,90,primary,no
75,male,93,university,no
86,third,45,primary,no
15,male,69,junior high,no
15,third,69,doctor,no
73,third,76,doctor,no
35,third,44,primary,no
35,female,43,master,yes
50,third,85,junior high,no
53,male,78,senior high,no
67,female,39,junior high,no
10,third,40,primary,no
98,female,37,master,no
99,female,85,doctor,no
87,female,98,junior high,no
86,male,35,primary,no
10,male,73,primary,no
27,male,96,junior high,yes
21,third,78,master,yes
48,third,40,senior high,no
47,female,80,primary,no
74,female,43,doctor,no
76,male,93,primary,no
92,male,44,primary,no
54,female,56,junior high,no
83,male,80,master,no
45,male,50,primary,no
12,third,64,primary,no
43,female,62,master,yes
5,male,94,senior high,no
63,female,58,junior high,no
27,female,98,doctor,no
41,third,42,primary,yes
33,third,85,senior high,no
47,third,84,university,no
70,male,46,primary,no
5,male,88,primary,no
74,female,65,university,no
53,third,93,primary,no
70,third,47,senior high,no
95,male,64,junior high,no
36,male,67,primary,no
72,third,46,university,no
34,male,77,master,no
30,third,76,junior high,yes
56,third,67,university,no
83,female,60,senior high,no
87,female,97,university,no
47,female,57,doctor,no
75,third,55,primary,no
87,third,95,master,no
13,male,90,senior high,no
6,female,66,senior high,no
5,third,62,university,no
7,third,44,junior high,no
50,female,47,university,yes
39,female,42,senior high,yes
99,male,46,master,no
88,third,90,primary,no
41,female,89,senior high,no
79,third,92,doctor,no
12,third,95,doctor,no
71,male,84,master,no
12,female,94,senior high,no
64,third,53,master,no
60,female,92,university,no
27,female,46,senior high,yes
57,female,45,primary,no
25,female,42,master,yes
54,male,80,senior high,no
39,third,81,master,yes
99,male,93,senior high,no
0,female,52,master,no
83,third,80,senior high,no
54,third,53,junior high,no
32,female,90,junior high,yes
2,male,79,university,no
50,third,51,junior high,no
47,third,88,junior high,no
78,third,73,junior high,no
14,third,81,university,no
47,female,92,primary,yes
77,female,46,primary,no
52,male,49,doctor,no
14,female,99,senior high,no
81,female,88,senior high,no
50,female,52,primary,no
51,third,43,university,no
75,female,74,university,no
84,male,87,master,no
50,female,53,doctor,yes
91,female,71,master,no
77,male,59,senior high,no
79,third,85,primary,no
31,third,72,primary,yes
71,female,96,senior high,no
5,third,91,doctor,no
62,male,59,junior high,no
20,female,86,senior high,no
19,female,78,university,yes
7,female,77,university,no
3,third,69,doctor,no
95,male,59,master,no
72,female,75,doctor,no
74,third,88,junior high,no
52,third,71,junior high,no
66,third,84,master,no
89,third,97,senior high,no
93,female,37,master,no
40,third,43,master,yes
64,male,38,university,no
46,female,90,master,no
22,male,48,junior high,no
99,male,95,university,no
87,male,53,primary,no
69,third,68,junior high,no
47,male,52,university,no
47,female,95,primary,no
95,third,53,master,no
5,female,95,university,no
68,female,77,primary,no
52,female,43,senior high,no
48,female,95,junior high,no
16,female,82,primary,no
58,female,75,senior high,no
19,third,80,primary,no
14,male,95,senior high,no
83,female,87,doctor,no
46,male,86,senior high,no
19,male,45,doctor,yes
80,third,62,senior high,no
79,male,51,master,no
27,male,42,senior high,yes
61,male,93,master,no
82,third,49,university,no
40,female,40,senior high,yes
29,third,85,university,no
40,female,61,primary,no
20,third,51,primary,no
97,male,87,university,no
5,third,55,senior high,no
28,third,90,master,yes
22,third,92,master,yes
35,male,85,doctor,no
10,third,49,primary,no
95,third,81,senior high,no
52,third,38,university,no
64,female,72,master,no
68,male,95,primary,no
4,third,52,junior high,no
83,female,54,senior high,no
56,female,73,junior high,no
1,male,78,primary,no
82,female,61,university,no
97,third,98,master,no
74,third,40,university,no
34,third,79,doctor,no
16,third,75,doctor,yes
86,male,54,university,no
76,female,41,doctor,no
28,third,99,senior high,no
72,female,75,senior high,no
33,third,57,master,yes
33,third,99,junior high,yes
65,third,75,primary,no
34,third,62,primary,no
54,female,56,master,no
85,male,94,university,no
96,third,67,junior high,no
1,female,64,senior high,no
9,third,35,junior high,no
30,third,96,senior high,yes
86,third,55,senior high,no
97,female,55,university,no
16,male,45,senior high,no
30,male,59,junior high,no
85,third,98,primary,no
57,female,78,senior high,no
1,third,36,senior high,no
46,third,41,master,no
27,female,98,primary,no
98,male,96,primary,no
5,male,75,primary,no
23,female,50,master,yes
18,female,70,master,yes
93,female,70,master,no
10,third,48,university,no
5,male,82,doctor,no
39,third,89,university,no
39,male,43,junior high,no
48,female,75,university,no
50,male,92,master,no
55,third,66,university,no
86,third,83,primary,no
65,male,70,doctor,no
81,third,87,junior high,no
6,male,57,senior high,no
59,female,91,primary,no
50,male,62,master,yes
90,male,46,university,no
57,female,65,doctor,no
53,female,87,university,no
46,male,82,senior high,no
65,female,68,doctor,no
73,third,84,junior high,no
67,male,48,primary,no
91,female,64,university,no
56,third,68,master,no
50,third,76,junior high,no
36,female,63,master,yes
34,third,76,master,yes
92,third,42,master,no
37,female,73,master,yes
95,third,41,primary,no
67,male,73,doctor,no
20,third,58,senior high,no
2,male,46,senior high,no
97,third,59,senior high,no
55,female,72,university,no
77,male,52,junior high,no
63,male,59,university,no
11,male,85,master,no
63,female,45,junior high,no
79,third,96,senior high,no
56,female,56,primary,no
25,third,56,primary,yes
30,female,88,senior high,no
54,female,35,university,no
87,male,99,senior high,no
44,male,68,doctor,no
11,female,79,doctor,no
78,male,60,university,no
84,male,82,university,no
19,male,67,primary,no
48,male,57,university,yes
74,female,46,senior high,no
93,third,70,primary,no
27,third,50,primary,no
54,female,39,senior high,no
44,female,49,primary,no
76,female,57,university,no
58,third,97,senior high,no
75,third,94,doctor,no
40,third,66,junior high,yes
33,male,73,junior high,no
90,male,52,master,no
85,third,96,primary,no
52,male,43,university,no
73,third,66,senior high,no
78,third,66,junior high,no
78,third,82,junior high,no
56,male,98,university,no
69,male,47,university,no
91,female,50,university,no
65,male,41,doctor,no
94,male,61,master,no
64,female,59,university,no
73,male,58,master,no
90,male,49,master,no
21,female,80,junior high,no
73,third,63,junior high,no
64,female,78,primary,no
45,female,84,doctor,no
37,third,91,master,yes
35,female,90,primary,yes
19,third,76,doctor,no
7,female,90,doctor,no
66,female,45,primary,no
77,male,49,university,no
55,male,56,doctor,no
91,third,53,senior high,no
66,male,73,senior high,no
1,female,36,senior high,no
22,male,59,senior high,no
57,male,94,senior high,no
97,third,84,master,no
8,female,71,senior high,no
44,female,39,primary,yes
67,female,79,senior high,no
16,female,77,master,no
73,female,76,master,no
42,female,64,master,no
42,female,51,doctor,yes
45,third,67,university,yes
22,male,35,junior high,no
92,male,70,university,no
91,male,54,junior high,no
7,male,52,university,no
31,female,80,junior high,no
76,male,39,master,no
83,third,78,master,no
78,female,36,primary,no
66,third,89,university,no
39,male,42,doctor,yes
71,third,93,primary,no
75,third,72,senior high,no
3,female,92,doctor,no
36,third,81,junior high,no
70,third,73,doctor,no
28,male,58,senior high,no
44,male,97,primary,no
22,male,68,university,no
8,third,48,primary,no
91,third,38,university,no
13,male,53,master,no
0,male,82,senior high,no
85,male,85,doctor,no
50,male,63,junior high,no
42,female,37,master,no
51,male,37,university,no
98,female,71,senior high,no
84,female,38,master,no
97,male,76,junior high,no
82,third,96,doctor,no
95,female,51,primary,no
32,third,92,primary,no
92,female,37,university,no
5,third,59,doctor,no
36,third,84,primary,yes
90,female,81,doctor,no
69,third,65,senior high,no
53,male,97,primary,no
62,male,40,doctor,no
24,female,42,senior high,yes
25,third,62,master,yes
57,male,72,university,no
67,female,62,master,no
3,female,73,senior high,no
67,third,54,university,no
76,female,97,doctor,no
12,female,45,primary,yes
93,third,69,primary,no
59,male,92,university,no
46,third,52,primary,no
48,male,80,senior high,yes
37,third,85,junior high,no
5,third,47,senior high,no
41,female,70,primary,no
26,third,74,junior high,yes
55,male,47,junior high,no
91,male,96,master,no
39,third,57,doctor,yes
9,male,84,master,no
96,female,96,university,no
37,male,77,junior high,no
92,female,91,junior high,no
89,third,50,senior high,no
52,third,44,junior high,no
85,female,76,primary,no
8,female,68,junior high,no
45,male,98,university,no
75,female,99,university,no
97,male,81,university,no
27,third,79,doctor,no
54,female,77,master,no
53,male,93,doctor,no
32,male,86,primary,no
50,male,91,primary,no
10,female,90,primary,no
71,male,63,doctor,no
60,male,89,master,no
22,male,68,university,yes
83,third,79,junior high,no
82,third,44,university,no
82,third,76,master,no
94,male,87,senior high,no
2,male,61,master,no
20,third,98,university,no
94,male,99,junior high,no
13,third,99,university,no
94,third,55,university,no
32,male,67,primary,no
92,female,94,university,no
57,male,98,senior high,no
97,male,87,university,no
20,male,56,primary,yes
32,female,71,university,no
16,male,79,master,no
77,male,78,doctor,no
65,female,92,master,no
99,female,60,doctor,no
60,female,90,junior high,no
73,male,46,senior high,no
2,female,49,senior high,no
8,male,67,master,no
40,third,62,senior high,yes
9,third,47,master,no
38,male,42,master,yes
48,male,89,master,no
93,third,36,doctor,no
70,female,36,primary,no
93,female,45,doctor,no
90,male,60,university,no
12,female,85,senior high,no
21,male,72,junior high,yes
22,male,78,master,yes
31,third,55,senior high,no
34,male,63,university,no
14,male,39,senior high,no
92,third,98,senior high,no
30,third,70,master,yes
0,male,41,master,no
49,male,51,primary,no
96,third,43,university,no
0,male,83,junior high,no
62,male,91,primary,no
22,third,80,senior high,yes
19,female,61,master,yes
12,female,79,master,no
12,third,44,junior high,no
24,female,35,doctor,yes
66,female,88,junior high,no
30,male,43,university,no
70,female,63,university,no
36,third,60,master,yes
30,third,89,junior high,no
91,male,69,doctor,no
72,third,59,master,no
0,third,52,doctor,no
74,third,91,primary,no
92,male,94,primary,no
41,third,82,university,yes
65,female,93,university,no
58,female,56,doctor,no
67,female,48,master,no
4,male,99,doctor,no
72,female,41,university,no
48,third,82,senior high,no
71,female,89,master,no
38,male,61,junior high,no
2,female,92,senior high,no
2,male,55,junior high,no
13,female,80,primary,no
96,third,51,senior high,no
52,third,62,primary,no
47,third,38,junior high,no
74,third,65,junior high,no
34,female,39,university,no
81,third,51,university,no
94,male,53,university,no
56,third,38,primary,no
6,female,55,primary,no
36,female,53,primary,yes
46,third,54,university,no
80,third,57,junior high,no
33,female,88,senior high,no
20,male,67,primary,no
30,third,91,master,no
39,male,97,senior high,no
90,third,80,master,no
96,male,67,doctor,no
20,male,87,university,no
35,male,81,senior high,no
97,third,47,junior high,no
29,third,68,master,no
59,third,38,junior high,no
9,male,84,master,no
99,male,90,doctor,no
18,female,74,doctor,yes
50,female,78,junior high,yes
4,male,44,junior high,no
69,third,42,junior high,no
98,third,52,primary,no
45,female,62,senior high,no
95,third,51,primary,no
93,third,64,junior high,no
87,male,85,junior high,no
7,third,44,master,no
59,female,59,doctor,no
2,female,87,junior high,no
40,female,99,senior high,yes
79,male,69,junior high,no
34,third,85,master,yes
6,female,55,master,no
94,male,43,doctor,no
49,female,43,master,yes
54,female,48,senior high,no
97,female,95,doctor,no
38,male,68,doctor,no
27,female,90,junior high,yes
93,male,61,primary,no
48,male,88,master,yes
4,female,59,senior high,no
6,female,85,primary,no
92,third,70,primary,no
21,male,80,primary,no
61,male,95,doctor,no
32,male,94,master,no
81,third,91,junior high,no
22,female,98,senior high,no
83,male,40,junior high,no
65,male,49,doctor,no
32,female,41,doctor,no
74,third,86,doctor,no
3,female,38,university,no
45,female,35,primary,no
46,male,91,doctor,yes
36,third,82,doctor,yes
31,female,99,doctor,no
11,third,92,master,no
54,female,99,master,no
41,male,65,junior high,no
50,third,71,primary,no
78,third,95,primary,no
78,female,51,junior high,no
27,female,44,doctor,yes
86,female,65,junior high,no
30,female,87,master,yes
29,third,59,primary,no
3,third,88,master,no
