Age,Occupations,Blood group,Weight,Education,Choosed
48,student,O,62,junior high,no
9,salesman,B,86,doctor,no
14,salesman,A,63,university,no
15,neet,AB,74,junior high,no
29,programmer,AB,94,senior high,no
42,singer,B,87,doctor,no
47,neet,A,73,university,no
36,programmer,O,55,primary,yes
38,salesman,AB,81,master,no
86,salesman,O,96,doctor,no
76,scientest,AB,71,junior high,no
14,teacher,O,88,doctor,no
18,chef,A,59,primary,yes
82,neet,AB,95,senior high,no
42,programmer,B,96,university,no
29,engineer,B,55,junior high,no
96,singer,AB,57,doctor,no
66,neet,AB,41,primary,no
0,programmer,O,48,senior high,no
45,chef,B,66,junior high,yes
76,singer,AB,54,university,no
60,teacher,B,55,university,no
62,scientest,AB,72,university,no
92,chef,O,59,doctor,no
20,neet,O,72,university,yes
33,teacher,B,61,senior high,no
75,salesman,B,95,primary,no
84,scientest,O,40,doctor,no
62,salesman,B,40,primary,no
30,programmer,A,61,university,no
80,neet,AB,62,junior high,no
69,chef,AB,72,university,no
60,teacher,A,41,primary,no
68,scientest,B,53,primary,no
63,salesman,B,97,junior high,no
9,chef,O,69,master,no
67,chef,A,61,junior high,no
51,programmer,B,45,university,no
13,neet,AB,40,senior high,yes
13,teacher,AB,42,junior high,yes
73,student,O,50,master,no
59,student,B,45,senior high,no
65,neet,B,96,doctor,no
10,chef,O,65,primary,no
0,teacher,AB,47,primary,no
78,engineer,AB,71,master,no
38,scientest,A,68,master,yes
92,neet,AB,63,primary,no
7,chef,A,89,senior high,no
70,chef,AB,51,senior high,no
61,chef,B,76,master,no
72,neet,B,94,senior high,no
7,student,O,94,junior high,no
8,programmer,O,47,senior high,no
67,programmer,B,37,junior high,no
32,neet,B,43,university,no
34,chef,A,73,primary,yes
25,chef,A,67,junior high,yes
25,student,A,66,primary,no
96,engineer,AB,38,primary,no
50,programmer,O,75,junior high,no
33,scientest,O,92,primary,yes
88,scientest,B,36,primary,no
68,salesman,O,50,doctor,no
65,engineer,AB,56,doctor,no
47,programmer,AB,43,university,no
29,student,O,76,primary,yes
51,programmer,B,88,primary,no
75,salesman,O,73,junior high,no
25,singer,A,66,senior high,no
82,scientest,AB,43,junior high,no
33,singer,O,79,primary,yes
53,neet,O,49,junior high,no
5,teacher,O,57,doctor,no
1,engineer,O,36,senior high,no
76,student,B,47,master,no
46,salesman,O,73,senior high,no
50,neet,AB,46,university,no
51,programmer,A,75,university,no
64,neet,AB,90,senior high,no
34,singer,B,95,senior high,no
6,singer,O,39,doctor,no
62,engineer,B,82,junior high,no
11,teacher,O,52,primary,no
44,programmer,A,46,university,no
11,teacher,O,49,master,yes
27,student,O,49,university,yes
64,salesman,O,35,junior high,no
10,teacher,B,55,primary,no
2,scientest,O,88,primary,no
76,student,O,43,master,no
24,singer,B,73,senior high,no
58,student,B,93,primary,no
58,programmer,AB,88,university,no
30,programmer,O,66,master,yes
86,neet,AB,81,senior high,no
84,student,A,54,senior high,no
64,neet,A,55,junior high,no
76,singer,O,51,senior high,no
87,scientest,A,38,junior high,no
74,chef,A,94,university,no
61,programmer,B,82,university,no
9,teacher,AB,60,university,no
36,engineer,AB,37,university,no
28,singer,A,61,primary,no
30,chef,A,89,senior high,yes
12,engineer,B,86,university,no
96,teacher,A,58,university,no
88,singer,B,39,junior high,no
73,student,AB,88,primary,no
61,teacher,B,86,master,no
7,chef,AB,68,master,no
58,engineer,A,64,master,no
72,salesman,AB,98,doctor,no
44,programmer,AB,61,senior high,no
89,programmer,A,44,master,no
35,programmer,AB,51,university,no
4,programmer,B,71,junior high,no
78,chef,A,60,master,no
80,teacher,AB,39,senior high,no
7,teacher,O,66,junior high,no
29,programmer,AB,52,doctor,yes
4,scientest,AB,99,senior high,no
92,neet,A,39,university,no
30,student,A,89,master,no
41,scientest,AB,50,doctor,yes
28,salesman,A,85,university,no
66,programmer,B,85,doctor,no
82,salesman,AB,37,senior high,no
73,salesman,A,51,primary,no
53,salesman,B,71,doctor,no
20,engineer,B,37,university,no
51,chef,AB,86,primary,no
23,salesman,AB,57,junior high,no
65,programmer,O,72,master,no
45,student,O,89,junior high,no
35,salesman,AB,61,university,no
41,salesman,AB,77,senior high,no
67,engineer,B,54,university,no
18,teacher,AB,39,primary,no
9,salesman,B,64,junior high,no
70,chef,AB,62,junior high,no
39,neet,A,49,university,no
72,neet,AB,70,university,no
31,singer,O,39,university,yes
67,chef,AB,65,junior high,no
62,salesman,B,43,university,no
56,neet,AB,61,master,no
93,student,B,77,doctor,no
62,neet,A,91,junior high,no
40,scientest,A,45,doctor,yes
72,neet,A,81,master,no
97,teacher,O,58,senior high,no
69,programmer,O,71,master,no
39,singer,B,72,junior high,no
90,teacher,B,79,junior high,no
73,scientest,B,63,junior high,no
45,student,O,68,master,no
17,student,A,80,primary,no
63,singer,AB,97,junior high,no
43,neet,O,54,primary,no
62,teacher,B,78,senior high,no
47,scientest,AB,52,junior high,no
72,student,A,94,primary,no
81,programmer,AB,44,senior high,no
94,salesman,A,57,junior high,no
69,neet,A,44,doctor,no
20,scientest,B,39,master,no
90,singer,O,90,senior high,no
85,teacher,AB,80,university,no
82,salesman,O,74,university,no
51,engineer,A,87,doctor,no
53,student,A,46,senior high,no
12,singer,A,58,junior high,no
10,engineer,AB,61,junior high,no
10,programmer,A,64,primary,no
14,student,B,56,university,no
66,programmer,A,92,university,no
7,engineer,B,94,doctor,no
32,scientest,AB,86,primary,no
0,salesman,AB,36,junior high,no
34,singer,AB,51,doctor,no
60,teacher,O,75,university,no
90,chef,O,84,doctor,no
4,scientest,O,38,university,no
38,student,B,51,master,no
75,scientest,AB,75,doctor,no
54,engineer,B,48,master,no
58,student,A,71,doctor,no
82,singer,AB,55,doctor,no
54,salesman,O,98,primary,no
92,chef,A,80,senior high,no
34,chef,B,55,primary,yes
26,neet,B,61,university,no
6,salesman,O,35,doctor,no
82,scientest,AB,74,junior high,no
25,salesman,B,97,doctor,no
22,student,O,55,junior high,yes
36,teacher,O,78,junior high,yes
80,engineer,O,96,master,no
50,salesman,B,77,senior high,no
54,student,AB,97,master,no
51,singer,A,39,senior high,no
9,programmer,AB,87,university,no
74,singer,B,84,doctor,no
94,neet,O,91,senior high,no
39,salesman,O,60,master,yes
36,student,AB,91,master,no
8,programmer,B,37,master,no
61,student,A,58,university,no
98,chef,O,79,junior high,no
87,engineer,B,69,doctor,no
4,programmer,B,36,senior high,no
78,chef,O,62,junior high,no
97,engineer,A,68,senior high,no
47,salesman,B,57,senior high,no
39,neet,B,39,university,no
50,singer,A,65,doctor,no
2,chef,AB,52,primary,no
19,singer,O,47,primary,yes
55,chef,O,81,primary,no
78,teacher,O,62,primary,no
72,salesman,AB,54,primary,no
84,neet,O,49,primary,no
83,neet,B,52,primary,no
48,singer,B,87,master,no
6,salesman,AB,77,master,no
51,neet,A,62,senior high,no
81,student,B,58,university,no
96,scientest,AB,48,senior high,no
57,engineer,A,91,doctor,no
58,teacher,AB,97,doctor,no
33,student,O,52,primary,yes
97,engineer,O,65,doctor,no
52,programmer,A,58,senior high,no
52,scientest,AB,62,university,no
42,scientest,O,45,primary,no
53,salesman,O,42,university,no
45,teacher,O,45,primary,no
1,programmer,A,84,senior high,no
10,singer,AB,69,senior high,no
2,teacher,B,98,senior high,no
37,singer,AB,79,junior high,no
77,teacher,O,66,master,no
14,student,AB,64,senior high,no
55,student,O,91,university,no
63,engineer,AB,60,master,no
29,teacher,A,48,university,no
52,programmer,O,69,senior high,no
61,neet,O,97,master,no
32,teacher,B,75,doctor,no
55,singer,AB,72,doctor,no
74,engineer,B,66,master,no
81,teacher,O,93,primary,no
81,neet,B,66,university,no
10,student,O,85,primary,no
85,singer,B,47,senior high,no
9,engineer,AB,78,junior high,no
46,programmer,A,50,primary,no
5,chef,AB,35,master,no
80,scientest,AB,47,primary,no
65,neet,AB,67,senior high,no
70,scientest,AB,59,primary,no
36,teacher,A,70,doctor,no
65,programmer,B,73,doctor,no
14,neet,B,95,master,no
48,teacher,A,92,junior high,no
6,programmer,A,35,senior high,no
37,salesman,O,41,junior high,yes
89,neet,O,57,university,no
31,scientest,B,76,junior high,no
3,singer,A,62,doctor,no
90,neet,AB,63,junior high,no
42,programmer,A,63,primary,no
91,singer,AB,96,master,no
51,engineer,A,50,junior high,no
37,student,B,42,doctor,no
14,chef,B,41,primary,no
96,teacher,B,77,primary,no
78,teacher,O,44,junior high,no
91,teacher,AB,92,doctor,no
97,programmer,A,65,university,no
22,singer,A,66,primary,no
46,neet,AB,66,university,no
14,salesman,A,55,doctor,no
40,programmer,AB,71,junior high,no
7,scientest,AB,76,doctor,no
72,chef,A,48,master,no
97,teacher,O,41,master,no
96,engineer,O,64,primary,no
93,student,O,77,senior high,no
19,salesman,A,94,doctor,no
22,salesman,A,84,senior high,no
22,teacher,AB,96,doctor,no
47,teacher,A,86,primary,no
25,neet,A,65,senior high,no
40,salesman,AB,66,doctor,no
18,chef,O,60,junior high,yes
34,scientest,O,88,primary,yes
49,singer,B,46,primary,no
2,singer,A,95,primary,no
35,salesman,AB,92,senior high,no
21,singer,A,98,master,no
27,salesman,B,49,master,no
6,teacher,B,71,primary,no
68,salesman,A,56,university,no
99,programmer,B,54,primary,no
14,engineer,B,36,doctor,no
43,scientest,AB,64,master,yes
8,programmer,O,72,master,no
36,salesman,AB,82,doctor,no
96,chef,B,57,junior high,no
34,salesman,O,44,junior high,yes
53,programmer,AB,62,junior high,no
24,programmer,A,35,senior high,no
28,student,O,43,primary,yes
70,teacher,B,37,master,no
33,singer,O,54,university,yes
34,scientest,AB,77,primary,no
63,engineer,A,58,master,no
81,teacher,O,44,university,no
23,programmer,O,73,senior high,yes
30,teacher,B,46,doctor,no
9,salesman,AB,92,doctor,no
78,engineer,A,39,university,no
28,engineer,AB,99,master,yes
92,scientest,B,81,primary,no
30,teacher,B,55,university,no
34,chef,AB,88,junior high,yes
66,scientest,A,70,master,no
87,scientest,B,67,senior high,no
61,student,A,50,master,no
99,salesman,AB,35,primary,no
91,programmer,AB,35,university,no
24,student,O,38,primary,yes
65,engineer,A,73,primary,no
8,chef,B,65,university,no
28,programmer,B,95,university,no
43,programmer,AB,40,junior high,no
11,neet,B,62,doctor,no
9,student,O,93,doctor,no
77,teacher,O,83,master,no
53,chef,B,43,master,no
20,scientest,B,97,junior high,no
39,programmer,AB,79,primary,no
99,neet,AB,77,junior high,no
91,teacher,O,89,senior high,no
20,salesman,AB,60,junior high,no
30,programmer,A,58,master,yes
20,chef,A,59,university,yes
26,neet,A,97,primary,no
20,singer,B,46,university,no
55,scientest,A,46,university,no
4,programmer,AB,81,senior high,no
85,student,AB,53,university,no
87,singer,O,51,senior high,no
56,chef,B,93,master,no
34,scientest,B,39,master,yes
96,salesman,AB,38,senior high,no
82,programmer,B,70,university,no
61,singer,AB,36,master,no
86,chef,O,86,doctor,no
71,scientest,O,86,junior high,no
29,programmer,A,88,junior high,no
97,student,B,61,junior high,no
62,chef,A,43,doctor,no
5,scientest,A,64,junior high,no
94,scientest,A,71,primary,no
59,scientest,A,78,master,no
1,scientest,AB,93,master,no
7,chef,B,59,primary,no
32,singer,AB,94,junior high,no
75,engineer,O,96,doctor,no
13,student,B,73,primary,no
88,teacher,O,39,senior high,no
70,neet,B,98,primary,no
49,teacher,O,83,master,no
77,student,B,83,doctor,no
94,engineer,B,48,doctor,no
35,student,O,75,senior high,yes
87,chef,B,72,university,no
60,salesman,B,50,master,no
79,salesman,B,37,senior high,no
17,scientest,A,42,master,no
32,programmer,AB,50,primary,no
40,student,A,52,master,no
40,neet,A,36,junior high,no
81,scientest,B,54,junior high,no
26,chef,A,58,university,yes
47,student,AB,52,master,no
89,salesman,B,60,primary,no
51,programmer,O,58,doctor,no
36,engineer,O,42,doctor,yes
89,neet,A,68,primary,no
31,neet,A,84,primary,no
50,salesman,A,64,doctor,no
67,scientest,B,78,junior high,no
85,chef,B,36,doctor,no
9,scientest,B,35,doctor,no
34,chef,O,52,university,yes
68,singer,B,76,junior high,no
78,neet,O,72,junior high,no
19,neet,A,47,university,no
95,programmer,B,81,master,no
18,engineer,A,84,doctor,no
16,neet,AB,62,doctor,no
71,neet,AB,64,university,no
58,student,AB,72,master,no
26,salesman,O,66,university,yes
95,neet,AB,88,doctor,no
42,scientest,A,91,doctor,yes
7,teacher,AB,39,master,no
12,singer,A,54,master,no
14,singer,B,71,master,no
3,chef,B,84,master,no
85,chef,B,52,university,no
5,programmer,B,87,master,no
42,salesman,AB,75,university,no
93,teacher,B,39,university,no
32,salesman,O,70,primary,yes
14,singer,O,61,junior high,no
64,neet,AB,55,senior high,no
47,student,A,67,junior high,no
36,chef,B,36,senior high,yes
30,salesman,B,93,primary,no
17,singer,A,41,primary,no
0,engineer,B,37,master,no
8,teacher,A,65,master,no
59,engineer,O,84,primary,no
83,chef,A,47,senior high,no
89,programmer,O,68,doctor,no
67,chef,O,41,junior high,no
68,neet,B,58,doctor,no
99,engineer,B,37,senior high,no
68,salesman,A,76,junior high,no
21,salesman,A,44,primary,no
94,singer,AB,68,master,no
69,salesman,A,75,senior high,no
35,singer,O,50,master,yes
2,singer,AB,56,primary,no
65,programmer,B,41,senior high,no
86,chef,O,85,doctor,no
49,singer,O,93,junior high,no
78,salesman,AB,90,junior high,no
52,chef,AB,52,senior high,no
35,student,A,59,junior high,no
70,neet,O,75,master,no
50,scientest,A,65,primary,no
33,scientest,A,87,university,no
27,engineer,AB,76,university,no
10,teacher,B,81,doctor,no
77,singer,AB,79,doctor,no
89,chef,B,63,senior high,no
14,teacher,AB,68,master,no
28,teacher,B,43,master,no
19,student,B,39,senior high,no
83,student,B,83,primary,no
52,salesman,AB,97,university,no
65,salesman,AB,67,primary,no
34,scientest,O,58,university,yes
99,programmer,A,53,university,no
19,student,AB,43,senior high,no
1,salesman,A,65,university,no
94,student,O,63,university,no
63,neet,O,35,university,no
80,chef,AB,75,master,no
42,teacher,AB,99,junior high,no
59,scientest,O,60,senior high,no
20,programmer,B,83,junior high,no
41,singer,AB,50,master,no
22,student,O,61,senior high,yes
81,neet,AB,87,university,no
23,salesman,O,57,junior high,yes
20,teacher,O,53,master,yes
61,neet,B,59,university,no
7,teacher,B,51,senior high,no
51,teacher,B,36,doctor,no
35,scientest,AB,55,primary,no
32,teacher,AB,94,senior high,no
92,programmer,AB,80,primary,no
34,student,A,87,senior high,no
48,neet,B,76,senior high,no
11,neet,A,85,university,no
10,engineer,AB,62,master,no
22,programmer,A,64,primary,no
76,programmer,A,65,senior high,no
0,engineer,B,52,junior high,no
12,scientest,B,36,master,yes
28,student,A,67,doctor,no
56,scientest,O,61,primary,no
26,singer,A,50,doctor,no
63,engineer,B,83,doctor,no
1,engineer,AB,68,master,no
91,engineer,A,96,junior high,no
64,neet,O,59,primary,no
33,scientest,O,69,doctor,yes
96,chef,O,65,primary,no
93,programmer,B,66,senior high,no
58,salesman,B,95,senior high,no
43,programmer,A,70,master,yes
65,teacher,O,52,doctor,no
54,engineer,O,64,junior high,no
75,programmer,O,63,junior high,no
91,teacher,O,51,university,no
98,teacher,AB,52,doctor,no
99,student,AB,71,master,no
3,singer,A,99,junior high,no
38,scientest,B,77,senior high,no
13,chef,B,53,master,no
75,engineer,A,91,senior high,no
21,neet,O,80,university,yes
60,chef,A,60,doctor,no
75,programmer,B,50,senior high,no
44,scientest,A,73,junior high,no
71,teacher,A,53,primary,no
39,singer,O,77,junior high,yes
43,salesman,A,67,junior high,no
21,engineer,AB,60,junior high,no
59,engineer,O,39,senior high,no
81,engineer,A,79,university,no
70,programmer,B,62,master,no
86,singer,B,84,primary,no
50,neet,B,96,senior high,no
20,chef,B,41,university,yes
54,chef,AB,71,senior high,no
73,engineer,B,70,university,no
65,programmer,A,91,primary,no
23,engineer,A,72,primary,no
37,chef,A,58,junior high,yes
83,salesman,B,42,junior high,no
82,programmer,B,42,university,no
42,engineer,O,87,doctor,yes
48,student,B,72,primary,no
50,programmer,AB,74,junior high,no
39,neet,O,98,senior high,yes
96,engineer,O,64,university,no
65,engineer,AB,98,master,no
62,scientest,B,88,university,no
84,teacher,A,79,junior high,no
85,scientest,AB,79,master,no
54,salesman,A,64,master,no
58,singer,AB,60,university,no
97,salesman,B,39,master,no
33,chef,AB,97,master,yes
59,salesman,B,49,doctor,no
35,singer,A,70,senior high,no
61,teacher,O,97,junior high,no
25,salesman,AB,35,master,no
41,scientest,AB,80,primary,no
82,teacher,A,57,senior high,no
44,chef,O,42,senior high,yes
59,programmer,AB,76,master,no
25,chef,A,59,primary,yes
78,engineer,AB,92,doctor,no
78,student,A,55,doctor,no
22,engineer,AB,81,master,yes
71,singer,AB,49,university,no
18,chef,AB,54,master,yes
49,chef,O,84,senior high,yes
32,chef,B,46,university,yes
5,chef,AB,90,senior high,no
17,engineer,AB,63,university,no
27,scientest,B,40,primary,no
93,singer,O,52,master,no
74,student,AB,35,senior high,no
65,salesman,O,81,primary,no
49,teacher,AB,51,master,no
52,programmer,B,85,university,no
78,neet,AB,88,senior high,no
72,scientest,A,72,doctor,no
35,teacher,A,77,primary,no
83,teacher,B,39,doctor,no
95,salesman,O,39,doctor,no
28,singer,AB,95,junior high,no
3,engineer,AB,60,doctor,no
13,student,B,76,primary,no
49,engineer,B,86,university,no
55,student,AB,85,senior high,no
69,chef,O,85,junior high,no
59,programmer,O,68,senior high,no
54,singer,B,46,university,no
81,singer,O,63,doctor,no
34,neet,O,83,junior high,yes
31,scientest,O,60,primary,yes
44,salesman,A,73,university,no
51,scientest,O,83,doctor,no
6,singer,AB,39,senior high,no
60,neet,AB,82,master,no
2,salesman,B,90,doctor,no
97,singer,B,89,primary,no
64,engineer,AB,65,master,no
84,student,A,77,primary,no
87,teacher,AB,76,master,no
12,chef,B,99,primary,no
22,student,A,98,primary,no
58,salesman,A,90,doctor,no
68,teacher,B,80,senior high,no
9,programmer,O,82,senior high,no
67,salesman,B,64,junior high,no
4,neet,O,80,master,no
59,scientest,A,62,university,no
7,singer,O,75,junior high,no
44,scientest,AB,96,doctor,yes
58,singer,O,40,senior high,no
34,singer,A,51,junior high,no
36,engineer,B,71,doctor,yes
16,student,A,67,senior high,no
78,chef,B,60,master,no
77,teacher,O,72,master,no
76,scientest,B,59,primary,no
79,chef,O,67,junior high,no
6,neet,B,64,senior high,no
80,salesman,A,61,junior high,no
19,student,A,51,university,no
82,engineer,A,99,primary,no
7,programmer,B,60,junior high,no
5,salesman,B,42,doctor,no
62,teacher,B,54,master,no
79,salesman,O,85,junior high,no
45,singer,A,90,university,no
23,teacher,B,38,junior high,no
20,teacher,O,79,doctor,yes
95,student,B,44,master,no
78,scientest,AB,36,master,no
72,teacher,O,50,master,no
57,salesman,O,60,senior high,no
49,salesman,B,97,doctor,no
21,chef,O,55,primary,yes
49,student,A,73,senior high,no
24,salesman,AB,37,doctor,no
32,student,B,81,senior high,no
1,singer,A,45,senior high,no
26,scientest,AB,49,master,yes
10,teacher,AB,36,primary,no
13,scientest,O,39,primary,no
85,singer,AB,90,junior high,no
50,programmer,O,52,master,yes
5,neet,A,76,junior high,no
81,neet,AB,55,university,no
32,salesman,A,72,junior high,no
29,programmer,O,67,primary,yes
7,programmer,A,60,primary,no
79,singer,AB,45,primary,no
81,scientest,A,45,doctor,no
1,teacher,B,51,university,no
39,engineer,AB,56,senior high,no
28,salesman,B,66,master,no
82,programmer,B,63,doctor,no
51,singer,A,64,doctor,no
64,singer,O,93,doctor,no
2,singer,A,47,primary,no
7,programmer,AB,64,university,no
38,engineer,A,37,university,no
62,scientest,A,61,doctor,no
2,scientest,B,67,university,no
71,student,O,90,university,no
48,singer,B,90,senior high,no
81,teacher,A,37,junior high,no
13,teacher,AB,51,master,no
52,teacher,A,49,doctor,no
24,singer,O,91,doctor,yes
79,student,B,77,doctor,no
13,salesman,B,65,senior high,no
52,salesman,O,92,doctor,no
80,salesman,AB,93,primary,no
28,singer,A,41,senior high,no
89,singer,AB,53,junior high,no
88,teacher,A,86,senior high,no
20,chef,A,53,master,yes
35,teacher,B,93,doctor,no
92,student,B,51,primary,no
39,engineer,O,49,master,yes
1,teacher,O,35,university,no
11,engineer,O,97,senior high,no
63,scientest,O,55,doctor,no
26,singer,O,35,senior high,yes
87,programmer,B,36,doctor,no
86,student,A,83,junior high,no
67,engineer,A,50,doctor,no
93,neet,B,55,university,no
44,neet,O,75,junior high,no
51,scientest,AB,52,primary,no
68,teacher,B,35,university,no
79,singer,AB,90,master,no
73,neet,A,70,senior high,no
72,teacher,AB,70,university,no
64,teacher,B,97,university,no
90,scientest,A,48,primary,no
48,engineer,B,58,doctor,yes
6,chef,O,55,junior high,no
21,scientest,A,35,primary,no
15,engineer,A,39,master,no
17,neet,AB,53,university,no
89,salesman,AB,43,senior high,no
33,scientest,A,89,university,no
46,salesman,B,71,senior high,no
33,engineer,B,63,junior high,no
93,teacher,B,47,doctor,no
8,programmer,O,69,junior high,no
17,student,B,73,junior high,no
95,salesman,AB,89,university,no
92,student,A,63,senior high,no
75,scientest,B,35,senior high,no
65,singer,A,77,primary,no
42,neet,A,78,junior high,no
85,student,A,49,senior high,no
37,student,A,68,primary,no
71,singer,B,97,primary,no
87,singer,O,69,primary,no
80,chef,AB,91,university,no
19,teacher,O,46,doctor,yes
11,engineer,A,39,primary,yes
14,student,AB,39,primary,yes
77,programmer,A,98,master,no
44,neet,B,80,senior high,no
11,student,O,94,primary,no
60,chef,A,70,university,no
8,chef,A,75,junior high,no
94,singer,AB,49,university,no
39,salesman,AB,98,junior high,no
52,scientest,B,71,doctor,no
65,neet,O,65,university,no
6,programmer,AB,60,doctor,no
77,teacher,B,63,primary,no
22,engineer,B,51,primary,no
1,engineer,O,66,master,no
5,student,B,48,master,no
18,programmer,O,58,university,yes
98,programmer,A,37,university,no
86,singer,O,76,doctor,no
54,chef,AB,59,university,no
80,neet,AB,65,doctor,no
97,neet,O,35,senior high,no
13,scientest,A,63,university,no
51,singer,A,38,junior high,no
38,engineer,AB,78,senior high,no
46,scientest,O,40,junior high,no
43,salesman,AB,87,master,no
17,singer,AB,46,university,no
3,singer,B,64,university,no
83,salesman,O,37,primary,no
36,singer,B,91,senior high,no
51,scientest,A,90,junior high,no
10,programmer,AB,67,master,no
6,chef,O,45,master,no
37,salesman,B,45,master,no
58,teacher,O,67,master,no
41,salesman,A,81,junior high,no
90,engineer,O,72,primary,no
90,singer,B,74,master,no
0,neet,AB,68,master,no
9,student,AB,55,master,no
28,singer,B,52,doctor,no
8,singer,A,78,university,no
86,scientest,O,58,senior high,no
7,neet,A,88,junior high,no
20,chef,B,52,doctor,yes
72,singer,A,82,university,no
41,engineer,A,37,university,no
77,teacher,B,45,senior high,no
65,student,O,79,primary,no
45,chef,B,75,senior high,yes
83,neet,AB,89,primary,no
23,salesman,B,63,primary,no
10,neet,A,57,junior high,no
69,chef,B,63,university,no
53,teacher,A,90,senior high,no
74,neet,A,45,master,no
53,neet,A,50,master,no
87,singer,A,52,primary,no
18,salesman,O,50,doctor,yes
86,singer,O,55,junior high,no
63,chef,A,63,primary,no
15,singer,B,90,doctor,no
64,teacher,A,38,master,no
20,neet,AB,92,university,no
43,programmer,O,54,master,yes
24,chef,O,62,master,yes
85,scientest,O,38,senior high,no
37,salesman,O,67,university,yes
98,chef,B,46,junior high,no
56,salesman,B,72,junior high,no
11,student,B,40,university,yes
90,neet,O,46,primary,no
61,salesman,B,92,primary,no
50,programmer,O,63,senior high,no
4,neet,A,42,junior high,no
79,teacher,O,74,junior high,no
40,singer,AB,93,junior high,no
90,singer,B,43,senior high,no
5,singer,A,52,doctor,no
54,engineer,A,90,primary,no
95,salesman,A,95,senior high,no
7,student,A,67,senior high,no
71,programmer,O,56,junior high,no
24,singer,AB,54,junior high,no
47,singer,B,37,doctor,no
59,singer,O,57,junior high,no
16,student,B,69,junior high,no
26,chef,A,83,senior high,yes
47,singer,A,80,primary,no
57,neet,A,48,master,no
83,engineer,AB,89,junior high,no
82,engineer,B,92,senior high,no
53,singer,B,45,master,no
39,scientest,B,46,master,yes
45,singer,O,91,master,no
52,chef,B,95,junior high,no
67,scientest,B,55,master,no
14,neet,AB,54,senior high,no
2,student,A,36,master,no
85,scientest,B,84,university,no
53,salesman,A,52,primary,no
55,teacher,AB,69,doctor,no
13,neet,AB,50,university,no
48,engineer,A,48,university,no
36,teacher,O,89,doctor,yes
63,student,AB,44,doctor,no
69,teacher,AB,97,junior high,no
74,student,O,99,master,no
16,scientest,B,51,master,no
45,neet,O,63,doctor,no
38,salesman,A,57,doctor,no
93,salesman,A,38,senior high,no
60,salesman,O,63,primary,no
17,teacher,AB,99,primary,no
80,teacher,AB,99,primary,no
21,teacher,O,79,senior high,yes
98,scientest,B,83,master,no
51,scientest,O,64,university,no
62,neet,AB,48,university,no
13,teacher,O,92,senior high,no
10,teacher,O,78,university,no
80,chef,B,96,senior high,no
68,singer,O,84,doctor,no
22,engineer,O,81,doctor,yes
27,neet,A,53,primary,no
15,salesman,AB,39,senior high,no
72,singer,AB,83,primary,no
15,neet,A,73,senior high,no
83,teacher,B,85,doctor,no
93,chef,AB,59,senior high,no
74,scientest,B,36,master,no
78,neet,B,38,doctor,no
99,programmer,O,46,master,no
85,salesman,A,69,university,no
41,chef,O,72,senior high,yes
67,chef,O,90,junior high,no
8,chef,A,63,master,no
74,engineer,A,74,junior high,no
93,teacher,O,98,master,no
42,singer,B,36,senior high,no
69,chef,AB,77,doctor,no
42,neet,B,57,master,no
27,singer,O,75,junior high,yes
66,salesman,A,74,junior high,no
51,salesman,B,92,doctor,no
88,engineer,O,53,senior high,no
78,chef,B,88,doctor,no
94,chef,A,96,doctor,no
65,teacher,AB,92,junior high,no
38,teacher,A,59,primary,no
13,salesman,B,75,junior high,no
66,neet,A,42,university,no
56,engineer,A,80,primary,no
48,salesman,B,68,university,no
36,chef,A,78,primary,yes
27,scientest,A,79,doctor,yes
32,engineer,O,45,senior high,yes
27,scientest,O,52,master,yes
78,chef,O,44,master,no
91,neet,B,81,senior high,no
18,programmer,B,88,master,no
82,singer,AB,41,senior high,no
44,singer,B,69,university,no
4,chef,AB,47,master,no
22,neet,AB,35,doctor,no
41,neet,A,45,master,no
15,neet,A,44,university,no
72,salesman,O,52,primary,no
60,engineer,AB,71,university,no
8,engineer,B,53,university,no
37,scientest,B,72,junior high,no
53,programmer,O,95,university,no
93,programmer,O,50,primary,no
36,salesman,O,91,primary,yes
11,singer,AB,82,primary,no
56,neet,O,86,primary,no
84,scientest,AB,92,junior high,no
84,neet,O,89,senior high,no
4,engineer,B,58,primary,no
47,teacher,A,95,doctor,no
47,scientest,A,49,master,yes
98,teacher,B,48,doctor,no
15,salesman,A,96,senior high,no
36,student,A,84,senior high,no
65,student,AB,81,doctor,no
11,chef,AB,44,junior high,no
85,teacher,AB,77,senior high,no
44,student,AB,63,senior high,no
40,scientest,B,63,junior high,no
31,salesman,A,95,primary,no
25,teacher,B,51,university,no
80,teacher,B,75,primary,no
83,teacher,A,84,master,no
36,engineer,O,83,senior high,yes
1,student,AB,98,doctor,no
86,chef,B,36,master,no
40,neet,AB,93,university,no
1,student,AB,67,senior high,no
51,singer,A,55,master,no
20,programmer,A,48,primary,no
26,neet,AB,78,university,no
14,student,B,64,master,no
65,scientest,AB,68,master,no
87,chef,O,46,doctor,no
43,chef,A,60,primary,yes
8,salesman,B,63,junior high,no
54,programmer,AB,96,master,no
89,teacher,B,70,university,no
60,student,O,91,primary,no
48,programmer,AB,56,doctor,yes
94,chef,O,74,primary,no
15,engineer,B,77,primary,no
37,teacher,B,41,junior high,no
27,student,A,75,master,no
36,chef,AB,92,university,yes
97,scientest,A,42,master,no
87,engineer,B,71,doctor,no
39,chef,A,96,university,yes
97,programmer,AB,91,doctor,no
13,salesman,AB,87,senior high,no
50,teacher,A,56,master,no
