Gender,Occupations,Blood group,Weight,Education,Choosed
female,student,O,62,junior high,no
third,salesman,B,86,doctor,no
male,salesman,A,63,university,no
female,neet,AB,74,junior high,no
third,programmer,AB,94,senior high,no
third,singer,B,87,doctor,no
female,neet,A,73,university,no
third,programmer,O,55,primary,yes
third,salesman,AB,81,master,no
male,salesman,O,96,doctor,no
male,scientest,AB,71,junior high,no
female,teacher,O,88,doctor,no
male,chef,A,59,primary,yes
female,neet,AB,95,senior high,no
female,programmer,B,96,university,no
male,engineer,B,55,junior high,no
third,singer,AB,57,doctor,no
third,neet,AB,41,primary,no
male,programmer,O,48,senior high,no
third,chef,B,66,junior high,yes
third,singer,AB,54,university,no
male,teacher,B,55,university,no
female,scientest,AB,72,university,no
third,chef,O,59,doctor,no
male,neet,O,72,university,yes
third,teacher,B,61,senior high,no
third,salesman,B,95,primary,no
third,scientest,O,40,doctor,no
third,salesman,B,40,primary,no
third,programmer,A,61,university,no
female,neet,AB,62,junior high,no
male,chef,AB,72,university,no
third,teacher,A,41,primary,no
female,scientest,B,53,primary,no
female,salesman,B,97,junior high,no
male,chef,O,69,master,no
male,chef,A,61,junior high,no
female,programmer,B,45,university,no
female,neet,AB,40,senior high,yes
female,teacher,AB,42,junior high,yes
female,student,O,50,master,no
male,student,B,45,senior high,no
female,neet,B,96,doctor,no
female,chef,O,65,primary,no
female,teacher,AB,47,primary,no
third,engineer,AB,71,master,no
third,scientest,A,68,master,yes
third,neet,AB,63,primary,no
male,chef,A,89,senior high,no
male,chef,AB,51,senior high,no
third,chef,B,76,master,no
third,neet,B,94,senior high,no
male,student,O,94,junior high,no
third,programmer,O,47,senior high,no
male,programmer,B,37,junior high,no
male,neet,B,43,university,no
male,chef,A,73,primary,yes
male,chef,A,67,junior high,yes
male,student,A,66,primary,no
third,engineer,AB,38,primary,no
male,programmer,O,75,junior high,no
female,scientest,O,92,primary,yes
third,scientest,B,36,primary,no
male,salesman,O,50,doctor,no
third,engineer,AB,56,doctor,no
female,programmer,AB,43,university,no
male,student,O,76,primary,yes
male,programmer,B,88,primary,no
female,salesman,O,73,junior high,no
male,singer,A,66,senior high,no
male,scientest,AB,43,junior high,no
female,singer,O,79,primary,yes
female,neet,O,49,junior high,no
female,teacher,O,57,doctor,no
third,engineer,O,36,senior high,no
third,student,B,47,master,no
male,salesman,O,73,senior high,no
female,neet,AB,46,university,no
male,programmer,A,75,university,no
third,neet,AB,90,senior high,no
third,singer,B,95,senior high,no
third,singer,O,39,doctor,no
male,engineer,B,82,junior high,no
third,teacher,O,52,primary,no
male,programmer,A,46,university,no
male,teacher,O,49,master,yes
female,student,O,49,university,yes
female,salesman,O,35,junior high,no
male,teacher,B,55,primary,no
male,scientest,O,88,primary,no
third,student,O,43,master,no
third,singer,B,73,senior high,no
female,student,B,93,primary,no
third,programmer,AB,88,university,no
third,programmer,O,66,master,yes
third,neet,AB,81,senior high,no
male,student,A,54,senior high,no
third,neet,A,55,junior high,no
male,singer,O,51,senior high,no
male,scientest,A,38,junior high,no
female,chef,A,94,university,no
female,programmer,B,82,university,no
third,teacher,AB,60,university,no
third,engineer,AB,37,university,no
third,singer,A,61,primary,no
third,chef,A,89,senior high,yes
male,engineer,B,86,university,no
third,teacher,A,58,university,no
male,singer,B,39,junior high,no
male,student,AB,88,primary,no
female,teacher,B,86,master,no
female,chef,AB,68,master,no
female,engineer,A,64,master,no
third,salesman,AB,98,doctor,no
male,programmer,AB,61,senior high,no
female,programmer,A,44,master,no
third,programmer,AB,51,university,no
third,programmer,B,71,junior high,no
female,chef,A,60,master,no
third,teacher,AB,39,senior high,no
male,teacher,O,66,junior high,no
male,programmer,AB,52,doctor,yes
male,scientest,AB,99,senior high,no
male,neet,A,39,university,no
third,student,A,89,master,no
female,scientest,AB,50,doctor,yes
male,salesman,A,85,university,no
male,programmer,B,85,doctor,no
male,salesman,AB,37,senior high,no
male,salesman,A,51,primary,no
third,salesman,B,71,doctor,no
male,engineer,B,37,university,no
male,chef,AB,86,primary,no
male,salesman,AB,57,junior high,no
female,programmer,O,72,master,no
male,student,O,89,junior high,no
male,salesman,AB,61,university,no
third,salesman,AB,77,senior high,no
third,engineer,B,54,university,no
female,teacher,AB,39,primary,no
third,salesman,B,64,junior high,no
male,chef,AB,62,junior high,no
male,neet,A,49,university,no
male,neet,AB,70,university,no
male,singer,O,39,university,yes
male,chef,AB,65,junior high,no
female,salesman,B,43,university,no
third,neet,AB,61,master,no
third,student,B,77,doctor,no
third,neet,A,91,junior high,no
third,scientest,A,45,doctor,yes
female,neet,A,81,master,no
female,teacher,O,58,senior high,no
female,programmer,O,71,master,no
third,singer,B,72,junior high,no
third,teacher,B,79,junior high,no
female,scientest,B,63,junior high,no
female,student,O,68,master,no
male,student,A,80,primary,no
female,singer,AB,97,junior high,no
male,neet,O,54,primary,no
male,teacher,B,78,senior high,no
female,scientest,AB,52,junior high,no
female,student,A,94,primary,no
female,programmer,AB,44,senior high,no
female,salesman,A,57,junior high,no
third,neet,A,44,doctor,no
female,scientest,B,39,master,no
male,singer,O,90,senior high,no
third,teacher,AB,80,university,no
third,salesman,O,74,university,no
third,engineer,A,87,doctor,no
female,student,A,46,senior high,no
male,singer,A,58,junior high,no
third,engineer,AB,61,junior high,no
third,programmer,A,64,primary,no
female,student,B,56,university,no
male,programmer,A,92,university,no
female,engineer,B,94,doctor,no
female,scientest,AB,86,primary,no
third,salesman,AB,36,junior high,no
female,singer,AB,51,doctor,no
male,teacher,O,75,university,no
male,chef,O,84,doctor,no
third,scientest,O,38,university,no
male,student,B,51,master,no
third,scientest,AB,75,doctor,no
third,engineer,B,48,master,no
female,student,A,71,doctor,no
female,singer,AB,55,doctor,no
male,salesman,O,98,primary,no
female,chef,A,80,senior high,no
third,chef,B,55,primary,yes
male,neet,B,61,university,no
male,salesman,O,35,doctor,no
male,scientest,AB,74,junior high,no
female,salesman,B,97,doctor,no
female,student,O,55,junior high,yes
female,teacher,O,78,junior high,yes
male,engineer,O,96,master,no
third,salesman,B,77,senior high,no
male,student,AB,97,master,no
female,singer,A,39,senior high,no
male,programmer,AB,87,university,no
third,singer,B,84,doctor,no
female,neet,O,91,senior high,no
third,salesman,O,60,master,yes
male,student,AB,91,master,no
female,programmer,B,37,master,no
male,student,A,58,university,no
third,chef,O,79,junior high,no
female,engineer,B,69,doctor,no
male,programmer,B,36,senior high,no
female,chef,O,62,junior high,no
male,engineer,A,68,senior high,no
male,salesman,B,57,senior high,no
male,neet,B,39,university,no
female,singer,A,65,doctor,no
male,chef,AB,52,primary,no
third,singer,O,47,primary,yes
third,chef,O,81,primary,no
female,teacher,O,62,primary,no
male,salesman,AB,54,primary,no
female,neet,O,49,primary,no
third,neet,B,52,primary,no
female,singer,B,87,master,no
third,salesman,AB,77,master,no
male,neet,A,62,senior high,no
female,student,B,58,university,no
third,scientest,AB,48,senior high,no
male,engineer,A,91,doctor,no
male,teacher,AB,97,doctor,no
female,student,O,52,primary,yes
third,engineer,O,65,doctor,no
female,programmer,A,58,senior high,no
third,scientest,AB,62,university,no
male,scientest,O,45,primary,no
male,salesman,O,42,university,no
male,teacher,O,45,primary,no
male,programmer,A,84,senior high,no
female,singer,AB,69,senior high,no
female,teacher,B,98,senior high,no
male,singer,AB,79,junior high,no
third,teacher,O,66,master,no
female,student,AB,64,senior high,no
third,student,O,91,university,no
female,engineer,AB,60,master,no
third,teacher,A,48,university,no
third,programmer,O,69,senior high,no
third,neet,O,97,master,no
female,teacher,B,75,doctor,no
male,singer,AB,72,doctor,no
female,engineer,B,66,master,no
female,teacher,O,93,primary,no
third,neet,B,66,university,no
third,student,O,85,primary,no
third,singer,B,47,senior high,no
third,engineer,AB,78,junior high,no
female,programmer,A,50,primary,no
third,chef,AB,35,master,no
third,scientest,AB,47,primary,no
third,neet,AB,67,senior high,no
female,scientest,AB,59,primary,no
female,teacher,A,70,doctor,no
third,programmer,B,73,doctor,no
third,neet,B,95,master,no
third,teacher,A,92,junior high,no
male,programmer,A,35,senior high,no
female,salesman,O,41,junior high,yes
third,neet,O,57,university,no
female,scientest,B,76,junior high,no
male,singer,A,62,doctor,no
third,neet,AB,63,junior high,no
third,programmer,A,63,primary,no
third,singer,AB,96,master,no
female,engineer,A,50,junior high,no
third,student,B,42,doctor,no
third,chef,B,41,primary,no
third,teacher,B,77,primary,no
female,teacher,O,44,junior high,no
third,teacher,AB,92,doctor,no
male,programmer,A,65,university,no
third,singer,A,66,primary,no
female,neet,AB,66,university,no
male,salesman,A,55,doctor,no
third,programmer,AB,71,junior high,no
female,scientest,AB,76,doctor,no
third,chef,A,48,master,no
third,teacher,O,41,master,no
female,engineer,O,64,primary,no
female,student,O,77,senior high,no
female,salesman,A,94,doctor,no
female,salesman,A,84,senior high,no
male,teacher,AB,96,doctor,no
male,teacher,A,86,primary,no
male,neet,A,65,senior high,no
female,salesman,AB,66,doctor,no
male,chef,O,60,junior high,yes
third,scientest,O,88,primary,yes
female,singer,B,46,primary,no
male,singer,A,95,primary,no
third,salesman,AB,92,senior high,no
third,singer,A,98,master,no
male,salesman,B,49,master,no
male,teacher,B,71,primary,no
third,salesman,A,56,university,no
third,programmer,B,54,primary,no
male,engineer,B,36,doctor,no
third,scientest,AB,64,master,yes
male,programmer,O,72,master,no
male,salesman,AB,82,doctor,no
female,chef,B,57,junior high,no
female,salesman,O,44,junior high,yes
male,programmer,AB,62,junior high,no
third,programmer,A,35,senior high,no
female,student,O,43,primary,yes
third,teacher,B,37,master,no
male,singer,O,54,university,yes
third,scientest,AB,77,primary,no
third,engineer,A,58,master,no
male,teacher,O,44,university,no
third,programmer,O,73,senior high,yes
female,teacher,B,46,doctor,no
third,salesman,AB,92,doctor,no
male,engineer,A,39,university,no
male,engineer,AB,99,master,yes
male,scientest,B,81,primary,no
male,teacher,B,55,university,no
female,chef,AB,88,junior high,yes
male,scientest,A,70,master,no
third,scientest,B,67,senior high,no
male,student,A,50,master,no
male,salesman,AB,35,primary,no
male,programmer,AB,35,university,no
third,student,O,38,primary,yes
third,engineer,A,73,primary,no
female,chef,B,65,university,no
female,programmer,B,95,university,no
female,programmer,AB,40,junior high,no
female,neet,B,62,doctor,no
male,student,O,93,doctor,no
male,teacher,O,83,master,no
female,chef,B,43,master,no
third,scientest,B,97,junior high,no
male,programmer,AB,79,primary,no
third,neet,AB,77,junior high,no
male,teacher,O,89,senior high,no
female,salesman,AB,60,junior high,no
female,programmer,A,58,master,yes
third,chef,A,59,university,yes
third,neet,A,97,primary,no
third,singer,B,46,university,no
third,scientest,A,46,university,no
female,programmer,AB,81,senior high,no
third,student,AB,53,university,no
male,singer,O,51,senior high,no
female,chef,B,93,master,no
female,scientest,B,39,master,yes
third,salesman,AB,38,senior high,no
female,programmer,B,70,university,no
third,singer,AB,36,master,no
male,chef,O,86,doctor,no
female,scientest,O,86,junior high,no
female,programmer,A,88,junior high,no
male,student,B,61,junior high,no
female,chef,A,43,doctor,no
female,scientest,A,64,junior high,no
female,scientest,A,71,primary,no
third,scientest,A,78,master,no
third,scientest,AB,93,master,no
third,chef,B,59,primary,no
female,singer,AB,94,junior high,no
female,engineer,O,96,doctor,no
female,student,B,73,primary,no
male,teacher,O,39,senior high,no
female,neet,B,98,primary,no
third,teacher,O,83,master,no
female,student,B,83,doctor,no
male,engineer,B,48,doctor,no
female,student,O,75,senior high,yes
female,chef,B,72,university,no
male,salesman,B,50,master,no
male,salesman,B,37,senior high,no
male,scientest,A,42,master,no
third,programmer,AB,50,primary,no
third,student,A,52,master,no
third,neet,A,36,junior high,no
male,scientest,B,54,junior high,no
third,chef,A,58,university,yes
female,student,AB,52,master,no
female,salesman,B,60,primary,no
male,programmer,O,58,doctor,no
female,engineer,O,42,doctor,yes
female,neet,A,68,primary,no
female,neet,A,84,primary,no
female,salesman,A,64,doctor,no
male,scientest,B,78,junior high,no
third,chef,B,36,doctor,no
third,scientest,B,35,doctor,no
male,chef,O,52,university,yes
third,singer,B,76,junior high,no
third,neet,O,72,junior high,no
male,neet,A,47,university,no
female,programmer,B,81,master,no
male,engineer,A,84,doctor,no
male,neet,AB,62,doctor,no
female,neet,AB,64,university,no
female,student,AB,72,master,no
female,salesman,O,66,university,yes
third,neet,AB,88,doctor,no
female,scientest,A,91,doctor,yes
female,teacher,AB,39,master,no
male,singer,A,54,master,no
male,singer,B,71,master,no
third,chef,B,84,master,no
male,chef,B,52,university,no
third,programmer,B,87,master,no
third,salesman,AB,75,university,no
third,teacher,B,39,university,no
male,salesman,O,70,primary,yes
third,singer,O,61,junior high,no
third,neet,AB,55,senior high,no
male,student,A,67,junior high,no
male,chef,B,36,senior high,yes
male,salesman,B,93,primary,no
male,singer,A,41,primary,no
third,engineer,B,37,master,no
female,teacher,A,65,master,no
female,engineer,O,84,primary,no
third,chef,A,47,senior high,no
third,programmer,O,68,doctor,no
male,chef,O,41,junior high,no
female,neet,B,58,doctor,no
male,engineer,B,37,senior high,no
third,salesman,A,76,junior high,no
female,salesman,A,44,primary,no
female,singer,AB,68,master,no
female,salesman,A,75,senior high,no
female,singer,O,50,master,yes
female,singer,AB,56,primary,no
female,programmer,B,41,senior high,no
male,chef,O,85,doctor,no
female,singer,O,93,junior high,no
male,salesman,AB,90,junior high,no
female,chef,AB,52,senior high,no
male,student,A,59,junior high,no
male,neet,O,75,master,no
female,scientest,A,65,primary,no
male,scientest,A,87,university,no
female,engineer,AB,76,university,no
third,teacher,B,81,doctor,no
male,singer,AB,79,doctor,no
third,chef,B,63,senior high,no
male,teacher,AB,68,master,no
third,teacher,B,43,master,no
male,student,B,39,senior high,no
male,student,B,83,primary,no
male,salesman,AB,97,university,no
male,salesman,AB,67,primary,no
third,scientest,O,58,university,yes
third,programmer,A,53,university,no
female,student,AB,43,senior high,no
third,salesman,A,65,university,no
third,student,O,63,university,no
male,neet,O,35,university,no
male,chef,AB,75,master,no
third,teacher,AB,99,junior high,no
male,scientest,O,60,senior high,no
male,programmer,B,83,junior high,no
male,singer,AB,50,master,no
female,student,O,61,senior high,yes
female,neet,AB,87,university,no
female,salesman,O,57,junior high,yes
third,teacher,O,53,master,yes
female,neet,B,59,university,no
third,teacher,B,51,senior high,no
female,teacher,B,36,doctor,no
female,scientest,AB,55,primary,no
third,teacher,AB,94,senior high,no
male,programmer,AB,80,primary,no
third,student,A,87,senior high,no
third,neet,B,76,senior high,no
female,neet,A,85,university,no
third,engineer,AB,62,master,no
male,programmer,A,64,primary,no
male,programmer,A,65,senior high,no
third,engineer,B,52,junior high,no
female,scientest,B,36,master,yes
male,student,A,67,doctor,no
third,scientest,O,61,primary,no
female,singer,A,50,doctor,no
female,engineer,B,83,doctor,no
third,engineer,AB,68,master,no
female,engineer,A,96,junior high,no
female,neet,O,59,primary,no
male,scientest,O,69,doctor,yes
female,chef,O,65,primary,no
third,programmer,B,66,senior high,no
male,salesman,B,95,senior high,no
male,programmer,A,70,master,yes
third,teacher,O,52,doctor,no
female,engineer,O,64,junior high,no
male,programmer,O,63,junior high,no
third,teacher,O,51,university,no
male,teacher,AB,52,doctor,no
third,student,AB,71,master,no
male,singer,A,99,junior high,no
female,scientest,B,77,senior high,no
female,chef,B,53,master,no
female,engineer,A,91,senior high,no
female,neet,O,80,university,yes
female,chef,A,60,doctor,no
male,programmer,B,50,senior high,no
male,scientest,A,73,junior high,no
male,teacher,A,53,primary,no
third,singer,O,77,junior high,yes
third,salesman,A,67,junior high,no
third,engineer,AB,60,junior high,no
male,engineer,O,39,senior high,no
third,engineer,A,79,university,no
female,programmer,B,62,master,no
female,singer,B,84,primary,no
third,neet,B,96,senior high,no
female,chef,B,41,university,yes
third,chef,AB,71,senior high,no
male,engineer,B,70,university,no
male,programmer,A,91,primary,no
male,engineer,A,72,primary,no
male,chef,A,58,junior high,yes
male,salesman,B,42,junior high,no
third,programmer,B,42,university,no
third,engineer,O,87,doctor,yes
third,student,B,72,primary,no
third,programmer,AB,74,junior high,no
third,neet,O,98,senior high,yes
third,engineer,O,64,university,no
third,engineer,AB,98,master,no
third,scientest,B,88,university,no
third,teacher,A,79,junior high,no
third,scientest,AB,79,master,no
third,salesman,A,64,master,no
female,singer,AB,60,university,no
female,salesman,B,39,master,no
third,chef,AB,97,master,yes
female,salesman,B,49,doctor,no
third,singer,A,70,senior high,no
third,teacher,O,97,junior high,no
third,salesman,AB,35,master,no
male,scientest,AB,80,primary,no
male,teacher,A,57,senior high,no
female,chef,O,42,senior high,yes
female,programmer,AB,76,master,no
male,chef,A,59,primary,yes
male,engineer,AB,92,doctor,no
third,student,A,55,doctor,no
female,engineer,AB,81,master,yes
male,singer,AB,49,university,no
male,chef,AB,54,master,yes
female,chef,O,84,senior high,yes
third,chef,B,46,university,yes
female,chef,AB,90,senior high,no
female,engineer,AB,63,university,no
female,scientest,B,40,primary,no
male,singer,O,52,master,no
female,student,AB,35,senior high,no
third,salesman,O,81,primary,no
male,teacher,AB,51,master,no
female,programmer,B,85,university,no
third,neet,AB,88,senior high,no
male,scientest,A,72,doctor,no
male,teacher,A,77,primary,no
male,teacher,B,39,doctor,no
male,salesman,O,39,doctor,no
female,singer,AB,95,junior high,no
third,engineer,AB,60,doctor,no
male,student,B,76,primary,no
male,engineer,B,86,university,no
male,student,AB,85,senior high,no
third,chef,O,85,junior high,no
female,programmer,O,68,senior high,no
third,singer,B,46,university,no
female,singer,O,63,doctor,no
third,neet,O,83,junior high,yes
third,scientest,O,60,primary,yes
third,salesman,A,73,university,no
female,scientest,O,83,doctor,no
third,singer,AB,39,senior high,no
male,neet,AB,82,master,no
female,salesman,B,90,doctor,no
male,singer,B,89,primary,no
female,engineer,AB,65,master,no
third,student,A,77,primary,no
female,teacher,AB,76,master,no
female,chef,B,99,primary,no
female,student,A,98,primary,no
third,salesman,A,90,doctor,no
male,teacher,B,80,senior high,no
third,programmer,O,82,senior high,no
male,salesman,B,64,junior high,no
third,neet,O,80,master,no
female,scientest,A,62,university,no
female,singer,O,75,junior high,no
third,scientest,AB,96,doctor,yes
female,singer,O,40,senior high,no
third,singer,A,51,junior high,no
female,engineer,B,71,doctor,yes
female,student,A,67,senior high,no
female,chef,B,60,master,no
male,teacher,O,72,master,no
third,scientest,B,59,primary,no
third,chef,O,67,junior high,no
female,neet,B,64,senior high,no
female,salesman,A,61,junior high,no
male,student,A,51,university,no
female,engineer,A,99,primary,no
female,programmer,B,60,junior high,no
third,salesman,B,42,doctor,no
third,teacher,B,54,master,no
female,salesman,O,85,junior high,no
third,singer,A,90,university,no
male,teacher,B,38,junior high,no
female,teacher,O,79,doctor,yes
male,student,B,44,master,no
female,scientest,AB,36,master,no
third,teacher,O,50,master,no
male,salesman,O,60,senior high,no
female,salesman,B,97,doctor,no
male,chef,O,55,primary,yes
female,student,A,73,senior high,no
male,salesman,AB,37,doctor,no
female,student,B,81,senior high,no
male,singer,A,45,senior high,no
male,scientest,AB,49,master,yes
third,teacher,AB,36,primary,no
third,scientest,O,39,primary,no
third,singer,AB,90,junior high,no
third,programmer,O,52,master,yes
third,neet,A,76,junior high,no
male,neet,AB,55,university,no
female,salesman,A,72,junior high,no
third,programmer,O,67,primary,yes
female,programmer,A,60,primary,no
male,singer,AB,45,primary,no
third,scientest,A,45,doctor,no
female,teacher,B,51,university,no
third,engineer,AB,56,senior high,no
female,salesman,B,66,master,no
third,programmer,B,63,doctor,no
third,singer,A,64,doctor,no
female,singer,O,93,doctor,no
third,singer,A,47,primary,no
male,programmer,AB,64,university,no
third,engineer,A,37,university,no
female,scientest,A,61,doctor,no
female,scientest,B,67,university,no
male,student,O,90,university,no
female,singer,B,90,senior high,no
third,teacher,A,37,junior high,no
female,teacher,AB,51,master,no
male,teacher,A,49,doctor,no
female,singer,O,91,doctor,yes
male,student,B,77,doctor,no
third,salesman,B,65,senior high,no
third,salesman,O,92,doctor,no
male,salesman,AB,93,primary,no
male,singer,A,41,senior high,no
third,singer,AB,53,junior high,no
female,teacher,A,86,senior high,no
third,chef,A,53,master,yes
female,teacher,B,93,doctor,no
female,student,B,51,primary,no
male,engineer,O,49,master,yes
female,teacher,O,35,university,no
female,engineer,O,97,senior high,no
female,scientest,O,55,doctor,no
third,singer,O,35,senior high,yes
third,programmer,B,36,doctor,no
male,student,A,83,junior high,no
male,engineer,A,50,doctor,no
female,neet,B,55,university,no
third,neet,O,75,junior high,no
male,scientest,AB,52,primary,no
female,teacher,B,35,university,no
female,singer,AB,90,master,no
female,neet,A,70,senior high,no
third,teacher,AB,70,university,no
male,teacher,B,97,university,no
third,scientest,A,48,primary,no
male,engineer,B,58,doctor,yes
female,chef,O,55,junior high,no
female,scientest,A,35,primary,no
male,engineer,A,39,master,no
female,neet,AB,53,university,no
male,salesman,AB,43,senior high,no
third,scientest,A,89,university,no
male,salesman,B,71,senior high,no
third,engineer,B,63,junior high,no
third,teacher,B,47,doctor,no
female,programmer,O,69,junior high,no
female,student,B,73,junior high,no
female,salesman,AB,89,university,no
male,student,A,63,senior high,no
third,scientest,B,35,senior high,no
male,singer,A,77,primary,no
male,neet,A,78,junior high,no
female,student,A,49,senior high,no
male,student,A,68,primary,no
female,singer,B,97,primary,no
male,singer,O,69,primary,no
male,chef,AB,91,university,no
male,teacher,O,46,doctor,yes
male,engineer,A,39,primary,yes
female,student,AB,39,primary,yes
female,programmer,A,98,master,no
third,neet,B,80,senior high,no
male,student,O,94,primary,no
third,chef,A,70,university,no
third,chef,A,75,junior high,no
female,singer,AB,49,university,no
female,salesman,AB,98,junior high,no
third,scientest,B,71,doctor,no
male,neet,O,65,university,no
male,programmer,AB,60,doctor,no
female,teacher,B,63,primary,no
third,engineer,B,51,primary,no
female,engineer,O,66,master,no
third,student,B,48,master,no
female,programmer,O,58,university,yes
male,programmer,A,37,university,no
female,singer,O,76,doctor,no
female,chef,AB,59,university,no
third,neet,AB,65,doctor,no
male,neet,O,35,senior high,no
male,scientest,A,63,university,no
third,singer,A,38,junior high,no
third,engineer,AB,78,senior high,no
male,scientest,O,40,junior high,no
female,salesman,AB,87,master,no
female,singer,AB,46,university,no
female,singer,B,64,university,no
male,salesman,O,37,primary,no
female,singer,B,91,senior high,no
female,scientest,A,90,junior high,no
third,programmer,AB,67,master,no
male,chef,O,45,master,no
female,salesman,B,45,master,no
male,teacher,O,67,master,no
male,salesman,A,81,junior high,no
male,engineer,O,72,primary,no
third,singer,B,74,master,no
third,neet,AB,68,master,no
female,student,AB,55,master,no
third,singer,B,52,doctor,no
third,singer,A,78,university,no
male,scientest,O,58,senior high,no
female,neet,A,88,junior high,no
female,chef,B,52,doctor,yes
third,singer,A,82,university,no
male,engineer,A,37,university,no
male,teacher,B,45,senior high,no
third,student,O,79,primary,no
male,chef,B,75,senior high,yes
third,neet,AB,89,primary,no
male,salesman,B,63,primary,no
female,neet,A,57,junior high,no
male,chef,B,63,university,no
male,teacher,A,90,senior high,no
male,neet,A,45,master,no
male,neet,A,50,master,no
third,singer,A,52,primary,no
female,salesman,O,50,doctor,yes
male,singer,O,55,junior high,no
third,chef,A,63,primary,no
female,singer,B,90,doctor,no
male,teacher,A,38,master,no
third,neet,AB,92,university,no
third,programmer,O,54,master,yes
male,chef,O,62,master,yes
third,scientest,O,38,senior high,no
male,salesman,O,67,university,yes
male,chef,B,46,junior high,no
male,salesman,B,72,junior high,no
male,student,B,40,university,yes
third,neet,O,46,primary,no
female,salesman,B,92,primary,no
third,programmer,O,63,senior high,no
female,neet,A,42,junior high,no
male,teacher,O,74,junior high,no
female,singer,AB,93,junior high,no
third,singer,B,43,senior high,no
male,singer,A,52,doctor,no
male,engineer,A,90,primary,no
male,salesman,A,95,senior high,no
female,student,A,67,senior high,no
third,programmer,O,56,junior high,no
female,singer,AB,54,junior high,no
female,singer,B,37,doctor,no
male,singer,O,57,junior high,no
third,student,B,69,junior high,no
female,chef,A,83,senior high,yes
female,singer,A,80,primary,no
female,neet,A,48,master,no
male,engineer,AB,89,junior high,no
female,engineer,B,92,senior high,no
male,singer,B,45,master,no
male,scientest,B,46,master,yes
female,singer,O,91,master,no
male,chef,B,95,junior high,no
female,scientest,B,55,master,no
female,neet,AB,54,senior high,no
male,student,A,36,master,no
male,scientest,B,84,university,no
third,salesman,A,52,primary,no
female,teacher,AB,69,doctor,no
female,neet,AB,50,university,no
male,engineer,A,48,university,no
third,teacher,O,89,doctor,yes
male,student,AB,44,doctor,no
male,teacher,AB,97,junior high,no
female,student,O,99,master,no
female,scientest,B,51,master,no
third,neet,O,63,doctor,no
third,salesman,A,57,doctor,no
third,salesman,A,38,senior high,no
third,salesman,O,63,primary,no
third,teacher,AB,99,primary,no
female,teacher,AB,99,primary,no
third,teacher,O,79,senior high,yes
third,scientest,B,83,master,no
male,scientest,O,64,university,no
female,neet,AB,48,university,no
female,teacher,O,92,senior high,no
third,teacher,O,78,university,no
female,chef,B,96,senior high,no
third,singer,O,84,doctor,no
male,engineer,O,81,doctor,yes
female,neet,A,53,primary,no
third,salesman,AB,39,senior high,no
female,singer,AB,83,primary,no
female,neet,A,73,senior high,no
male,teacher,B,85,doctor,no
female,chef,AB,59,senior high,no
male,scientest,B,36,master,no
third,neet,B,38,doctor,no
third,programmer,O,46,master,no
female,salesman,A,69,university,no
third,chef,O,72,senior high,yes
third,chef,O,90,junior high,no
male,chef,A,63,master,no
female,engineer,A,74,junior high,no
male,teacher,O,98,master,no
female,singer,B,36,senior high,no
third,chef,AB,77,doctor,no
third,neet,B,57,master,no
male,singer,O,75,junior high,yes
male,salesman,A,74,junior high,no
third,salesman,B,92,doctor,no
male,engineer,O,53,senior high,no
third,chef,B,88,doctor,no
third,chef,A,96,doctor,no
female,teacher,AB,92,junior high,no
third,teacher,A,59,primary,no
third,salesman,B,75,junior high,no
male,neet,A,42,university,no
male,engineer,A,80,primary,no
male,salesman,B,68,university,no
female,chef,A,78,primary,yes
third,scientest,A,79,doctor,yes
female,engineer,O,45,senior high,yes
third,scientest,O,52,master,yes
male,chef,O,44,master,no
male,neet,B,81,senior high,no
female,programmer,B,88,master,no
male,singer,AB,41,senior high,no
male,singer,B,69,university,no
male,chef,AB,47,master,no
third,neet,AB,35,doctor,no
male,neet,A,45,master,no
third,neet,A,44,university,no
third,salesman,O,52,primary,no
female,engineer,AB,71,university,no
male,engineer,B,53,university,no
third,scientest,B,72,junior high,no
third,programmer,O,95,university,no
third,programmer,O,50,primary,no
male,salesman,O,91,primary,yes
male,singer,AB,82,primary,no
female,neet,O,86,primary,no
male,scientest,AB,92,junior high,no
male,neet,O,89,senior high,no
female,engineer,B,58,primary,no
female,teacher,A,95,doctor,no
third,scientest,A,49,master,yes
third,teacher,B,48,doctor,no
female,salesman,A,96,senior high,no
female,student,A,84,senior high,no
male,student,AB,81,doctor,no
third,chef,AB,44,junior high,no
third,teacher,AB,77,senior high,no
third,student,AB,63,senior high,no
female,scientest,B,63,junior high,no
male,salesman,A,95,primary,no
female,teacher,B,51,university,no
male,teacher,B,75,primary,no
male,teacher,A,84,master,no
third,engineer,O,83,senior high,yes
male,student,AB,98,doctor,no
male,chef,B,36,master,no
female,neet,AB,93,university,no
third,student,AB,67,senior high,no
female,singer,A,55,master,no
female,programmer,A,48,primary,no
third,neet,AB,78,university,no
male,student,B,64,master,no
third,scientest,AB,68,master,no
third,chef,O,46,doctor,no
female,chef,A,60,primary,yes
male,salesman,B,63,junior high,no
female,programmer,AB,96,master,no
third,teacher,B,70,university,no
female,student,O,91,primary,no
female,programmer,AB,56,doctor,yes
third,chef,O,74,primary,no
third,engineer,B,77,primary,no
female,teacher,B,41,junior high,no
male,student,A,75,master,no
male,chef,AB,92,university,yes
male,scientest,A,42,master,no
female,engineer,B,71,doctor,no
female,chef,A,96,university,yes
third,programmer,AB,91,doctor,no
male,salesman,AB,87,senior high,no
male,teacher,A,56,master,no
